ds,it,ndpso_time,fairspan_time
580,3,1126,1
580,4,1200,1
580,5,1203,1
580,6,1116,1
580,7,1202,1
580,8,1214,1
580,9,1201,1
581,0,1122,0
581,1,1126,0
581,2,1123,0
581,3,1165,0
581,4,1166,0
581,5,1132,0
581,6,1162,0
581,7,1162,0
581,8,1121,0
581,9,1122,0
582,0,1141,0
582,1,1209,0
582,2,1148,0
582,3,1139,0
582,4,1141,0
582,5,1142,0
582,6,1211,0
582,7,1155,0
582,8,1141,0
582,9,1142,0
583,0,1245,0
583,1,1106,0
583,2,1089,0
583,3,1093,0
583,4,1094,0
583,5,1089,0
583,6,1082,0
583,7,1088,0
583,8,1190,0
583,9,1089,0
584,0,1121,0
584,1,1118,0
584,2,1119,0
584,3,1123,0
584,4,1119,0
584,5,1121,0
584,6,1122,0
584,7,1121,0
584,8,1122,0
584,9,1089,0
585,0,1253,0
585,1,1252,0
585,2,1246,0
585,3,1259,0
585,4,1259,0
585,5,1250,0
585,6,1256,0
585,7,1261,0
585,8,1243,0
585,9,1253,0
586,0,1437,0
586,1,1436,0
586,2,1427,0
586,3,1440,0
586,4,1429,0
586,5,1426,0
586,6,1436,0
586,7,1441,0
586,8,1365,0
586,9,1443,0
587,0,1346,0
587,1,1375,0
587,2,1343,0
587,3,1338,0
587,4,1374,0
587,5,1285,0
587,6,1288,0
587,7,1345,0
587,8,1346,0
587,9,1348,0
588,0,1346,1
588,1,1354,1
588,2,1414,1
588,3,1340,1
588,4,1346,1
588,5,1339,1
588,6,1356,1
588,7,1353,1
588,8,1349,1
588,9,1345,1
589,0,1438,0
589,1,1413,0
589,2,1409,0
589,3,1421,0
589,4,1409,0
589,5,1425,0
589,6,1420,0
589,7,1415,0
589,8,1409,0
589,9,1409,0
590,0,1398,0
590,1,1314,0
590,2,1371,0
590,3,1369,0
590,4,1370,0
590,5,1365,0
590,6,1363,0
590,7,1365,0
590,8,1336,0
590,9,1363,0
591,0,1441,0
591,1,1347,0
591,2,1440,0
591,3,1372,0
591,4,1350,0
591,5,1346,0
591,6,1352,0
591,7,1361,0
591,8,1308,0
591,9,1345,0
592,0,1331,0
592,1,1329,0
592,2,1314,0
592,3,1315,0
592,4,1476,0
592,5,1330,0
592,6,1327,0
592,7,1312,0
592,8,1330,0
592,9,1321,0
593,0,1439,0
593,1,1434,0
593,2,1433,0
593,3,1447,0
593,4,1288,0
593,5,1434,0
593,6,1441,0
593,7,1265,0
593,8,1430,0
593,9,1286,0
594,0,1326,0
594,1,1307,0
594,2,1325,0
594,3,1329,0
594,4,1327,0
594,5,1328,0
594,6,1332,0
594,7,1340,0
594,8,1326,0
594,9,1307,0
595,0,2748,0
595,1,2804,0
595,2,2871,0
595,3,2917,0
595,4,2829,0
595,5,2881,0
595,6,2861,0
595,7,2876,0
595,8,2793,0
595,9,2953,0
596,0,2568,0
596,1,2672,0
596,2,2551,0
596,3,2562,0
596,4,2572,0
596,5,2649,0
596,6,2752,0
596,7,2540,0
596,8,2609,0
596,9,2528,0
597,0,2882,0
597,1,2795,0
597,2,2829,0
597,3,2823,0
597,4,2764,0
597,5,2984,0
597,6,2778,0
597,7,2773,0
597,8,2799,0
597,9,2849,0
598,0,2768,0
598,1,2804,0
598,2,2689,0
598,3,2795,0
598,4,2709,0
598,5,2746,0
598,6,2825,0
598,7,2707,0
598,8,2655,0
598,9,2699,0
599,0,2918,0
599,1,2856,0
599,2,2913,0
599,3,2828,0
599,4,2908,0
599,5,2840,0
599,6,2998,0
599,7,3139,0
599,8,2792,0
599,9,2945,0
600,0,2625,0
600,1,2721,0
600,2,2577,0
600,3,2624,0
600,4,2702,0
600,5,2742,0
600,6,2678,0
600,7,2651,0
600,8,2651,0
600,9,2607,0
601,0,2885,0
601,1,2847,0
601,2,2946,0
601,3,2792,0
601,4,2762,0
601,5,2768,0
601,6,2567,0
601,7,2814,0
601,8,2780,0
601,9,2794,0
602,0,3000,0
602,1,2970,0
602,2,2604,0
602,3,2927,0
602,4,2710,0
602,5,2750,0
602,6,2726,0
602,7,2978,0
602,8,2852,0
602,9,2725,0
603,0,2790,0
603,1,2804,0
603,2,2883,0
603,3,2771,0
603,4,2665,0
603,5,2644,0
603,6,2796,0
603,7,2702,0
603,8,2817,0
603,9,2753,0
604,0,5428,0
604,1,5049,0
604,2,4998,0
604,3,4356,0
604,4,4463,0
604,5,5182,0
604,6,5130,0
604,7,4762,0
604,8,5044,0
604,9,4853,0
605,0,4991,1
605,1,5178,1
605,2,4669,1
605,3,4615,1
605,4,5019,1
605,5,4777,1
605,6,4798,1
605,7,4674,1
605,8,4706,1
605,9,4472,1
606,0,4874,0
606,1,4597,0
606,2,5080,0
606,3,4970,0
606,4,4947,0
606,5,4639,0
606,6,5290,0
606,7,4990,0
606,8,5476,0
606,9,5052,0
607,0,4309,0
607,1,4357,0
607,2,4956,0
607,3,4967,0
607,4,4429,0
607,5,4677,0
607,6,4563,0
607,7,4686,0
607,8,4509,0
607,9,4686,0
608,0,4843,0
608,1,5461,0
608,2,4188,0
608,3,5301,0
608,4,5228,0
608,5,4847,0
608,6,4831,0
608,7,4863,0
608,8,4720,0
608,9,4890,0
609,0,5359,0
609,1,5066,0
609,2,5105,0
609,3,4842,0
609,4,5219,0
609,5,4994,0
609,6,5290,0
609,7,4976,0
609,8,5442,0
609,9,5264,0
610,0,4673,0
610,1,4780,0
610,2,4678,0
610,3,4467,0
610,4,4961,0
610,5,5125,0
610,6,4851,0
610,7,5189,0
610,8,4648,0
610,9,4871,0
611,0,4670,1
611,1,4363,1
611,2,4697,1
611,3,4469,1
611,4,4675,1
611,5,4138,1
611,6,4265,1
611,7,4648,1
611,8,4476,1
611,9,4375,1
612,0,4645,0
612,1,4937,0
612,2,4779,0
612,3,4709,0
612,4,4980,0
612,5,4794,0
612,6,5087,0
612,7,4941,0
612,8,4715,0
612,9,4285,0
613,0,5303,0
613,1,5217,0
613,2,5138,0
613,3,4774,0
613,4,5385,0
613,5,5598,0
613,6,5101,0
613,7,5357,0
613,8,5178,0
613,9,5281,0
614,0,5342,0
614,1,4738,0
614,2,5748,0
614,3,5249,0
614,4,5007,0
614,5,5804,0
614,6,5027,0
614,7,5018,0
614,8,5345,0
614,9,5475,0
615,0,4857,0
615,1,5087,0
615,2,4628,0
615,3,5606,0
615,4,5614,0
615,5,5489,0
615,6,5940,0
615,7,5104,0
615,8,5403,0
615,9,5124,0
616,0,5150,0
616,1,4629,0
616,2,5504,0
616,3,5315,0
616,4,4660,0
616,5,5414,0
616,6,4623,0
616,7,5201,0
616,8,5295,0
616,9,4952,0
617,0,5134,1
617,1,5078,1
617,2,4911,1
617,3,4761,1
617,4,4895,1
617,5,5339,1
617,6,5323,1
617,7,5628,1
617,8,4260,1
617,9,4748,1
618,0,5624,1
618,1,5578,1
618,2,5421,1
618,3,4767,1
618,4,5449,1
618,5,5726,1
618,6,5149,1
618,7,5510,1
618,8,5654,1
618,9,5598,1
619,0,5509,1
619,1,5729,1
619,2,5293,1
619,3,5249,1
619,4,5191,1
619,5,5754,1
619,6,5311,1
619,7,5371,1
619,8,5473,1
619,9,5464,1
620,0,5374,0
620,1,5426,0
620,2,5651,0
620,3,4840,0
620,4,4853,0
620,5,5376,0
620,6,5380,0
620,7,5765,0
620,8,5860,0
620,9,6104,0
621,0,5378,0
621,1,5052,0
621,2,4901,0
621,3,4834,0
621,4,5372,0
621,5,4785,0
621,6,4819,0
621,7,5159,0
621,8,4635,0
621,9,4852,0
622,0,2727,0
622,1,2690,0
622,2,2680,0
622,3,2764,0
622,4,2693,0
622,5,2746,0
622,6,2686,0
622,7,2694,0
622,8,2673,0
622,9,2726,0
623,0,2734,0
623,1,2729,0
623,2,2721,0
623,3,2702,0
623,4,2705,0
623,5,2699,0
623,6,2685,0
623,7,2653,0
623,8,2678,0
623,9,2722,0
624,0,2828,0
624,1,2840,0
624,2,2818,0
624,3,2841,0
624,4,2764,0
624,5,2827,0
624,6,2787,0
624,7,2780,0
624,8,2813,0
624,9,2801,0
625,0,2780,0
625,1,2837,0
625,2,2759,0
625,3,2800,0
625,4,2813,0
625,5,2801,0
625,6,2840,0
625,7,2806,0
625,8,2814,0
625,9,2790,0
626,0,2757,0
626,1,2875,0
626,2,2798,0
626,3,2872,0
626,4,2831,0
626,5,2867,0
626,6,2779,0
626,7,2824,0
626,8,2747,0
626,9,2810,0
627,0,2742,1
627,1,2683,1
627,2,2641,1
627,3,2664,1
627,4,2677,1
627,5,2740,1
627,6,2622,1
627,7,2646,1
627,8,2666,1
627,9,2712,1
628,0,2779,0
628,1,2702,0
628,2,2730,0
628,3,2720,0
628,4,2780,0
628,5,2740,0
628,6,2753,0
628,7,2672,0
628,8,2742,0
628,9,2657,0
629,0,2847,0
629,1,2829,0
629,2,2799,0
629,3,2825,0
629,4,2709,0
629,5,2690,0
629,6,2853,0
629,7,2756,0
629,8,2718,0
629,9,2774,0
630,0,2741,0
630,1,2735,0
630,2,2824,0
630,3,2788,0
630,4,2705,0
630,5,2740,0
630,6,2780,0
630,7,2788,0
630,8,2772,0
630,9,2808,0
631,0,6250,1
631,1,7280,1
631,2,7129,1
631,3,7415,1
631,4,7331,1
631,5,7953,1
631,6,7472,1
631,7,7161,1
631,8,7527,1
631,9,7021,1
632,0,7449,0
632,1,7178,0
632,2,7147,0
632,3,7204,0
632,4,6653,0
632,5,7910,0
632,6,6893,0
632,7,7139,0
632,8,7299,0
632,9,6667,0
633,0,7353,0
633,1,6702,0
633,2,7144,0
633,3,7541,0
633,4,8133,0
633,5,6263,0
633,6,7236,0
633,7,7706,0
633,8,7000,0
633,9,7632,0
634,0,7919,1
634,1,7019,1
634,2,8244,1
634,3,8024,1
634,4,7835,1
634,5,7626,1
634,6,7680,1
634,7,7355,1
634,8,7516,1
634,9,6970,1
635,0,6873,0
635,1,6880,0
635,2,7058,0
635,3,6893,0
635,4,7839,0
635,5,7875,0
635,6,7589,0
635,7,6980,0
635,8,6697,0
635,9,6767,0
636,0,7844,0
636,1,7560,0
636,2,6805,0
636,3,7758,0
636,4,7166,0
636,5,7308,0
636,6,7052,0
636,7,7289,0
636,8,7838,0
636,9,7272,0
637,0,7091,0
637,1,7875,0
637,2,7896,0
637,3,7027,0
637,4,7835,0
637,5,6605,0
637,6,6741,0
637,7,7244,0
637,8,7682,0
637,9,6593,0
638,0,7314,0
638,1,8026,0
638,2,6523,0
638,3,6900,0
638,4,6838,0
638,5,7109,0
638,6,6723,0
638,7,6878,0
638,8,6950,0
638,9,7566,0
639,0,7307,0
639,1,7042,0
639,2,7306,0
639,3,7179,0
639,4,7233,0
639,5,6111,0
639,6,7268,0
639,7,7517,0
639,8,7166,0
639,9,7546,0
640,0,7284,0
640,1,7178,0
640,2,7277,0
640,3,7035,0
640,4,7141,0
640,5,7307,0
640,6,7467,0
640,7,7537,0
640,8,7687,0
640,9,7873,0
641,0,7691,0
641,1,7464,0
641,2,7619,0
641,3,7434,0
641,4,8103,0
641,5,7065,0
641,6,6844,0
641,7,7485,0
641,8,7462,0
641,9,7835,0
642,0,7293,0
642,1,6834,0
642,2,6565,0
642,3,7606,0
642,4,7128,0
642,5,7228,0
642,6,7161,0
642,7,7176,0
642,8,8523,0
642,9,6816,0
643,0,7923,0
643,1,8467,0
643,2,6889,0
643,3,7803,0
643,4,7744,0
643,5,7342,0
643,6,8004,0
643,7,6998,0
643,8,7954,0
643,9,7765,0
644,0,6815,0
644,1,8073,0
644,2,7261,0
644,3,7152,0
644,4,6836,0
644,5,7399,0
644,6,7126,0
644,7,7042,0
644,8,6775,0
644,9,6762,0
645,0,6973,1
645,1,6748,1
645,2,6540,1
645,3,7212,1
645,4,6671,1
645,5,7072,1
645,6,7450,1
645,7,7343,1
645,8,6888,1
645,9,7211,1
646,0,7129,0
646,1,6633,0
646,2,6943,0
646,3,6985,0
646,4,7853,0
646,5,6701,0
646,6,6789,0
646,7,7354,0
646,8,6554,0
646,9,7296,0
647,0,7943,0
647,1,8179,0
647,2,7296,0
647,3,6907,0
647,4,7996,0
647,5,7248,0
647,6,7594,0
647,7,8084,0
647,8,7767,0
647,9,7750,0
648,0,6356,0
648,1,7356,0
648,2,7158,0
648,3,6488,0
648,4,7713,0
648,5,6951,0
648,6,7142,0
648,7,6427,0
648,8,6946,0
648,9,6942,0
649,0,309,0
649,1,304,0
649,2,304,0
649,3,302,0
649,4,302,0
649,5,301,0
649,6,308,0
649,7,305,0
649,8,303,0
649,9,301,0
650,0,303,0
650,1,302,0
650,2,303,0
650,3,305,0
650,4,308,0
650,5,302,0
650,6,302,0
650,7,303,0
650,8,303,0
650,9,311,0
651,0,307,0
651,1,316,0
651,2,308,0
651,3,313,0
651,4,316,0
651,5,309,0
651,6,309,0
651,7,312,0
651,8,304,0
651,9,305,0
652,0,297,0
652,1,298,0
652,2,298,0
652,3,302,0
652,4,298,0
652,5,299,0
652,6,296,0
652,7,296,0
652,8,297,0
652,9,295,0
653,0,306,0
653,1,307,0
653,2,311,0
653,3,301,0
653,4,306,0
653,5,308,0
653,6,302,0
653,7,307,0
653,8,304,0
653,9,312,0
654,0,300,0
654,1,299,0
654,2,299,0
654,3,298,0
654,4,298,0
654,5,299,0
654,6,297,0
654,7,297,0
654,8,300,0
654,9,300,0
655,0,299,0
655,1,298,0
655,2,308,0
655,3,308,0
655,4,308,0
655,5,298,0
655,6,303,0
655,7,308,0
655,8,307,0
655,9,309,0
656,0,306,0
656,1,307,0
656,2,305,0
656,3,307,0
656,4,305,0
656,5,306,0
656,6,308,0
656,7,305,0
656,8,305,0
656,9,306,0
657,0,298,0
657,1,297,0
657,2,293,0
657,3,296,0
657,4,300,0
657,5,297,0
657,6,301,0
657,7,297,0
657,8,303,0
657,9,295,0
658,0,439,0
658,1,448,0
658,2,466,0
658,3,462,0
658,4,455,0
658,5,464,0
658,6,470,0
658,7,465,0
658,8,465,0
658,9,455,0
659,0,465,0
659,1,457,0
659,2,471,0
659,3,459,0
659,4,461,0
659,5,474,0
659,6,477,0
659,7,459,0
659,8,471,0
659,9,459,0
660,0,456,0
660,1,452,0
660,2,443,0
660,3,457,0
660,4,458,0
660,5,441,0
660,6,443,0
660,7,446,0
660,8,463,0
660,9,468,0
661,0,473,0
661,1,474,0
661,2,471,0
661,3,472,0
661,4,470,0
661,5,472,0
661,6,470,0
661,7,471,0
661,8,469,0
661,9,469,0
662,0,464,0
662,1,474,0
662,2,443,0
662,3,466,0
662,4,442,0
662,5,465,0
662,6,444,0
662,7,449,0
662,8,441,0
662,9,469,0
663,0,474,0
663,1,474,0
663,2,475,0
663,3,471,0
663,4,476,0
663,5,470,0
663,6,475,0
663,7,477,0
663,8,473,0
663,9,472,0
664,0,456,0
664,1,446,0
664,2,445,0
664,3,452,0
664,4,446,0
664,5,455,0
664,6,436,0
664,7,443,0
664,8,446,0
664,9,449,0
665,0,465,0
665,1,467,0
665,2,458,0
665,3,460,0
665,4,451,0
665,5,454,0
665,6,457,0
665,7,466,0
665,8,466,0
665,9,467,0
666,0,455,0
666,1,465,0
666,2,459,0
666,3,489,0
666,4,453,0
666,5,466,0
666,6,454,0
666,7,461,0
666,8,478,0
666,9,472,0
667,0,403,0
667,1,404,0
667,2,404,0
667,3,404,0
667,4,400,0
667,5,397,0
667,6,405,0
667,7,407,0
667,8,401,0
667,9,401,0
668,0,399,0
668,1,395,0
668,2,409,0
668,3,408,0
668,4,419,0
668,5,409,0
668,6,400,0
668,7,413,0
668,8,401,0
668,9,396,0
669,0,411,0
669,1,413,0
669,2,412,0
669,3,417,0
669,4,412,0
669,5,416,0
669,6,410,0
669,7,408,0
669,8,416,0
669,9,409,0
670,0,412,0
670,1,410,0
670,2,412,0
670,3,411,0
670,4,411,0
670,5,410,0
670,6,411,0
670,7,416,0
670,8,413,0
670,9,405,0
671,0,391,0
671,1,404,0
671,2,407,0
671,3,407,0
671,4,395,0
671,5,402,0
671,6,393,0
671,7,407,0
671,8,402,0
671,9,409,0
672,0,400,0
672,1,398,0
672,2,405,0
672,3,406,0
672,4,404,0
672,5,402,0
672,6,394,0
672,7,406,0
672,8,383,0
672,9,407,0
673,0,412,1
673,1,421,1
673,2,412,1
673,3,419,1
673,4,418,1
673,5,421,1
673,6,416,1
673,7,415,1
673,8,421,1
673,9,419,1
674,0,407,0
674,1,399,0
674,2,402,0
674,3,413,0
674,4,410,0
674,5,417,0
674,6,413,0
674,7,406,0
674,8,403,0
674,9,407,0
675,0,403,0
675,1,407,0
675,2,402,0
675,3,407,0
675,4,402,0
675,5,419,0
675,6,418,0
675,7,408,0
675,8,422,0
675,9,403,0
685,0,946,0
685,1,936,0
685,2,1019,0
685,3,916,0
685,4,927,0
685,5,918,0
685,6,948,0
685,7,969,0
685,8,912,0
685,9,942,0
686,0,966,0
686,1,963,0
686,2,948,0
686,3,972,0
686,4,978,0
686,5,958,0
686,6,941,0
686,7,966,0
686,8,944,0
686,9,935,0
687,0,977,0
687,1,932,0
687,2,957,0
687,3,940,0
687,4,968,0
687,5,961,0
687,6,947,0
687,7,977,0
687,8,930,0
687,9,943,0
688,0,901,1
688,1,944,1
688,2,928,1
688,3,933,1
688,4,967,1
688,5,962,1
688,6,936,1
688,7,910,1
688,8,938,1
688,9,918,1
689,0,986,0
689,1,978,0
689,2,965,0
689,3,908,0
689,4,952,0
689,5,971,0
689,6,934,0
689,7,958,0
689,8,948,0
689,9,970,0
690,0,909,0
690,1,915,0
690,2,906,0
690,3,882,0
690,4,916,0
690,5,906,0
690,6,905,0
690,7,902,0
690,8,905,0
690,9,907,0
691,0,943,0
691,1,931,0
691,2,952,0
691,3,935,0
691,4,919,0
691,5,925,0
691,6,919,0
691,7,920,0
691,8,937,0
691,9,920,0
692,0,896,0
692,1,944,0
692,2,931,0
692,3,900,0
692,4,921,0
692,5,911,0
692,6,897,0
692,7,928,0
692,8,925,0
692,9,955,0
693,0,942,0
693,1,960,0
693,2,927,0
693,3,940,0
693,4,962,0
693,5,936,0
693,6,971,0
693,7,925,0
693,8,961,0
693,9,957,0
694,0,934,0
694,1,889,0
694,2,955,0
694,3,915,0
694,4,921,0
694,5,908,0
694,6,911,0
694,7,878,0
694,8,953,0
694,9,964,0
695,0,993,0
695,1,995,0
695,2,1010,0
695,3,994,0
695,4,985,0
695,5,962,0
695,6,983,0
695,7,951,0
695,8,921,0
695,9,977,0
696,0,934,0
696,1,918,0
696,2,959,0
696,3,920,0
696,4,963,0
696,5,907,0
696,6,918,0
696,7,916,0
696,8,914,0
696,9,934,0
697,0,931,0
697,1,933,0
697,2,935,0
697,3,934,0
697,4,947,0
697,5,924,0
697,6,929,0
697,7,928,0
697,8,924,0
697,9,929,0
698,0,950,0
698,1,977,0
698,2,945,0
698,3,981,0
698,4,958,0
698,5,951,0
698,6,974,0
698,7,930,0
698,8,943,0
698,9,981,0
699,0,929,0
699,1,872,0
699,2,872,0
699,3,871,0
699,4,951,0
699,5,923,0
699,6,927,0
699,7,940,0
699,8,939,0
699,9,913,0
700,0,918,0
700,1,942,0
700,2,929,0
700,3,923,0
700,4,911,0
700,5,938,0
700,6,911,0
700,7,931,0
700,8,889,0
700,9,922,0
701,0,946,0
701,1,931,0
701,2,945,0
701,3,930,0
701,4,933,0
701,5,918,0
701,6,958,0
701,7,911,0
701,8,947,0
701,9,953,0
702,0,959,0
702,1,988,0
702,2,955,0
702,3,974,0
702,4,971,0
702,5,958,0
702,6,988,0
702,7,961,0
702,8,971,0
702,9,944,0
712,0,2091,0
712,1,2110,0
712,2,2112,0
712,3,2130,0
712,4,2169,0
712,5,2147,0
712,6,2178,0
712,7,2106,0
712,8,2110,0
712,9,2091,0
713,0,2077,0
713,1,2097,0
713,2,2123,0
713,3,2109,0
713,4,2054,0
713,5,2115,0
713,6,2120,0
713,7,2107,0
713,8,2142,0
713,9,2076,0
714,0,2104,0
714,1,2075,0
714,2,2105,0
714,3,2117,0
714,4,2116,0
714,5,2051,0
714,6,2132,0
714,7,2111,0
714,8,2091,0
714,9,2086,0
715,0,2117,0
715,1,2106,0
715,2,2105,0
715,3,2191,0
715,4,2084,0
715,5,2137,0
715,6,2092,0
715,7,2109,0
715,8,2108,0
715,9,2094,0
716,0,2171,0
716,1,2153,0
716,2,2122,0
716,3,2129,0
716,4,2154,0
716,5,2158,0
716,6,2178,0
716,7,2145,0
716,8,2135,0
716,9,2149,0
717,0,2043,0
717,1,2047,0
717,2,2014,0
717,3,2059,0
717,4,2048,0
717,5,2092,0
717,6,2060,0
717,7,2070,0
717,8,2062,0
717,9,2049,0
718,0,2110,0
718,1,2109,0
718,2,2114,0
718,3,2147,0
718,4,2119,0
718,5,2169,0
718,6,2116,0
718,7,2128,0
718,8,2135,0
718,9,2108,0
719,0,2155,0
719,1,2100,0
719,2,2121,0
719,3,2127,0
719,4,2149,0
719,5,2117,0
719,6,2104,0
719,7,2106,0
719,8,2142,0
719,9,2052,0
720,0,2081,0
720,1,2061,0
720,2,2130,0
720,3,2135,0
720,4,2106,0
720,5,2104,0
720,6,2122,0
720,7,2110,0
720,8,2135,0
720,9,2171,0
721,0,2104,0
721,1,2081,0
721,2,2096,0
721,3,2120,0
721,4,2108,0
721,5,2031,0
721,6,2073,0
721,7,2077,0
721,8,2057,0
721,9,2073,0
722,0,2144,0
722,1,2189,0
722,2,2179,0
722,3,2166,0
722,4,2160,0
722,5,2151,0
722,6,2147,0
722,7,2161,0
722,8,2201,0
722,9,2185,0
723,0,2170,0
723,1,2104,0
723,2,2097,0
723,3,2030,0
723,4,2087,0
723,5,2098,0
723,6,2071,0
723,7,2132,0
723,8,2162,0
723,9,2073,0
724,0,2099,0
724,1,2102,0
724,2,2128,0
724,3,2142,0
724,4,2081,0
724,5,2101,0
724,6,2140,0
724,7,2124,0
724,8,2124,0
724,9,2071,0
725,0,2174,0
725,1,2182,0
725,2,2102,0
725,3,2186,0
725,4,2127,0
725,5,2127,0
725,6,2186,0
725,7,2153,0
725,8,2150,0
725,9,2159,0
726,0,2170,0
726,1,2153,0
726,2,2186,0
726,3,2210,0
726,4,2183,0
726,5,2205,0
726,6,2170,0
726,7,2170,0
726,8,2160,0
726,9,2176,0
727,0,2133,0
727,1,2097,0
727,2,2140,0
727,3,2079,0
727,4,2104,0
727,5,2108,0
727,6,2096,0
727,7,2091,0
727,8,2109,0
727,9,2112,0
728,0,2176,0
728,1,2136,0
728,2,2083,0
728,3,2142,0
728,4,2080,0
728,5,2114,0
728,6,2148,0
728,7,2139,0
728,8,2109,0
728,9,2123,0
729,0,2161,0
729,1,2169,0
729,2,2176,0
729,3,2166,0
729,4,2151,0
729,5,2153,0
729,6,2147,0
729,7,2151,0
729,8,2183,0
729,9,2131,0
730,0,759,0
730,1,788,0
730,2,710,0
730,3,733,0
730,4,707,0
730,5,683,0
730,6,750,0
730,7,682,0
730,8,735,0
730,9,699,0
731,0,681,0
731,1,681,0
731,2,783,0
731,3,769,0
731,4,680,0
731,5,774,0
731,6,670,0
731,7,773,0
731,8,671,0
731,9,768,0
732,0,772,0
732,1,796,0
732,2,810,0
732,3,750,0
732,4,745,0
732,5,782,0
732,6,815,0
732,7,779,0
732,8,793,0
732,9,682,0
733,0,703,0
733,1,705,0
733,2,777,0
733,3,773,0
733,4,700,0
733,5,704,0
733,6,682,0
733,7,694,0
733,8,711,0
733,9,693,0
734,0,760,0
734,1,731,0
734,2,728,0
734,3,695,0
734,4,772,0
734,5,703,0
734,6,727,0
734,7,767,0
734,8,760,0
734,9,759,0
735,0,752,0
735,1,792,0
735,2,776,0
735,3,733,0
735,4,784,0
735,5,776,0
735,6,781,0
735,7,787,0
735,8,728,0
735,9,780,0
736,0,762,0
736,1,769,0
736,2,766,0
736,3,761,0
736,4,756,0
736,5,790,0
736,6,781,0
736,7,799,0
736,8,764,0
736,9,788,0
737,0,667,0
737,1,733,0
737,2,671,0
737,3,753,0
737,4,709,0
737,5,713,0
737,6,730,0
737,7,758,0
737,8,755,0
737,9,704,0
738,0,735,0
738,1,748,0
738,2,722,0
738,3,822,0
738,4,752,0
738,5,773,0
738,6,753,0
738,7,743,0
738,8,733,0
738,9,771,0
739,0,1541,0
739,1,1420,0
739,2,1488,0
739,3,1542,0
739,4,1584,0
739,5,1378,0
739,6,1358,0
739,7,1435,0
739,8,1533,0
739,9,1535,0
740,0,1546,0
740,1,1547,0
740,2,1556,0
740,3,1581,0
740,4,1568,0
740,5,1299,0
740,6,1304,0
740,7,1548,0
740,8,1550,0
740,9,1541,0
741,0,1553,0
741,1,1552,0
741,2,1475,0
741,3,1475,0
741,4,1570,0
741,5,1454,0
741,6,1562,0
741,7,1534,0
741,8,1483,0
741,9,1500,0
742,0,1599,0
742,1,1607,0
742,2,1628,0
742,3,1573,0
742,4,1635,0
742,5,1542,0
742,6,1574,0
742,7,1463,0
742,8,1588,0
742,9,1590,0
743,0,1533,0
743,1,1575,0
743,2,1582,0
743,3,1612,0
743,4,1459,0
743,5,1495,0
743,6,1466,0
743,7,1605,0
743,8,1605,0
743,9,1440,0
744,0,1576,0
744,1,1467,0
744,2,1404,0
744,3,1403,0
744,4,1465,0
744,5,1635,0
744,6,1441,0
744,7,1559,0
744,8,1696,0
744,9,1384,0
745,0,1578,0
745,1,1435,0
745,2,1441,0
745,3,1439,0
745,4,1530,0
745,5,1327,0
745,6,1579,0
745,7,1472,0
745,8,1451,0
745,9,1441,0
746,0,1641,0
746,1,1434,0
746,2,1648,0
746,3,1549,0
746,4,1496,0
746,5,1627,0
746,6,1665,0
746,7,1611,0
746,8,1642,0
746,9,1617,0
747,0,1678,0
747,1,1696,0
747,2,1641,0
747,3,1692,0
747,4,1639,0
747,5,1576,0
747,6,1661,0
747,7,1631,0
747,8,1639,0
747,9,1607,0
748,0,1676,0
748,1,1623,0
748,2,1649,0
748,3,1655,0
748,4,1654,0
748,5,1772,0
748,6,1745,0
748,7,1629,0
748,8,1769,0
748,9,1689,0
749,0,1597,0
749,1,1591,0
749,2,1676,0
749,3,1662,0
749,4,1715,0
749,5,1595,0
749,6,1569,0
749,7,1652,0
749,8,1640,0
749,9,1601,0
750,0,1316,0
750,1,1323,0
750,2,1368,0
750,3,1354,0
750,4,1579,0
750,5,1578,0
750,6,1564,0
750,7,1570,0
750,8,1565,0
750,9,1357,0
751,0,1576,0
751,1,1423,0
751,2,1579,0
751,3,1404,0
751,4,1407,0
751,5,1412,0
751,6,1461,0
751,7,1547,0
751,8,1642,0
751,9,1651,0
752,0,1751,0
752,1,1615,0
752,2,1779,0
752,3,1674,0
752,4,1675,0
752,5,1715,0
752,6,1604,0
752,7,1619,0
752,8,1685,0
752,9,1702,0
753,0,1651,0
753,1,1663,0
753,2,1648,0
753,3,1727,0
753,4,1607,0
753,5,1601,0
753,6,1695,0
753,7,1647,0
753,8,1608,0
753,9,1693,0
754,0,1524,0
754,1,1427,0
754,2,1554,0
754,3,1423,0
754,4,1512,0
754,5,1577,0
754,6,1433,0
754,7,1405,0
754,8,1430,0
754,9,1509,0
755,0,1646,0
755,1,1466,0
755,2,1522,0
755,3,1653,0
755,4,1529,0
755,5,1517,0
755,6,1471,0
755,7,1460,0
755,8,1493,0
755,9,1570,0
756,0,1613,0
756,1,1647,0
756,2,1659,0
756,3,1704,0
756,4,1651,0
756,5,1682,0
756,6,1567,0
756,7,1674,0
756,8,1719,0
756,9,1690,0
757,0,1511,0
757,1,1624,0
757,2,1535,0
757,3,1595,0
757,4,1608,0
757,5,1573,0
757,6,1567,0
757,7,1566,0
757,8,1579,0
757,9,1580,0
758,0,1610,0
758,1,1624,0
758,2,1618,0
758,3,1579,0
758,4,1627,0
758,5,1620,0
758,6,1588,0
758,7,1639,0
758,8,1545,0
758,9,1639,0
759,0,1603,0
759,1,1586,0
759,2,1595,0
759,3,1604,0
759,4,1581,0
759,5,1570,0
