ds,it,ndpso_time,fairspan_time
5162,7,8425,0
5162,8,8782,0
5162,9,9400,0
5163,0,8510,0
5163,1,9130,0
5163,2,9827,0
5163,3,7979,0
5163,4,9496,0
5163,5,10016,0
5163,6,10275,0
5163,7,8620,0
5163,8,9253,0
5163,9,8542,0
5164,0,8494,0
5164,1,9310,0
5164,2,10431,0
5164,3,9229,0
5164,4,10015,0
5164,5,8628,0
5164,6,10270,0
5164,7,8699,0
5164,8,8518,0
5164,9,10015,0
5165,0,9582,0
5165,1,9008,0
5165,2,9849,0
5165,3,9980,0
5165,4,9897,0
5165,5,9054,0
5165,6,10478,0
5165,7,9172,0
5165,8,9266,0
5165,9,9046,0
5166,0,8869,0
5166,1,8369,0
5166,2,11413,0
5166,3,8441,0
5166,4,9847,0
5166,5,10024,0
5166,6,8461,0
5166,7,8576,0
5166,8,10453,0
5166,9,8192,0
5167,0,12389,0
5167,1,12679,0
5167,2,14289,0
5167,3,16110,0
5167,4,14496,0
5167,5,13475,0
5167,6,15362,0
5167,7,12713,0
5167,8,13621,0
5167,9,12040,0
5168,0,14639,0
5168,1,15476,0
5168,2,12338,0
5168,3,14698,0
5168,4,13873,0
5168,5,15519,0
5168,6,13424,0
5168,7,14215,0
5168,8,13442,0
5168,9,14928,0
5169,0,12722,0
5169,1,14550,0
5169,2,14128,0
5169,3,14458,0
5169,4,12159,0
5169,5,15224,0
5169,6,14881,0
5169,7,12399,0
5169,8,13313,0
5169,9,14702,0
5170,0,13311,1
5170,1,13205,1
5170,2,13581,1
5170,3,12439,1
5170,4,15646,1
5170,5,15441,1
5170,6,15921,1
5170,7,13625,1
5170,8,14176,1
5170,9,12475,1
5171,0,13288,0
5171,1,16284,0
5171,2,15558,0
5171,3,14839,0
5171,4,16764,0
5171,5,14729,0
5171,6,16512,0
5171,7,17923,0
5171,8,14792,0
5171,9,16440,0
5172,0,14646,0
5172,1,14611,0
5172,2,14259,0
5172,3,13702,0
5172,4,13871,0
5172,5,13264,0
5172,6,15125,0
5172,7,14535,0
5172,8,16234,0
5172,9,14940,0
5173,0,16520,0
5173,1,14098,0
5173,2,16225,0
5173,3,15507,0
5173,4,16314,0
5173,5,13329,0
5173,6,14749,0
5173,7,14742,0
5173,8,17029,0
5173,9,16739,0
5174,0,17723,0
5174,1,16178,0
5174,2,15759,0
5174,3,16750,0
5174,4,16671,0
5174,5,15785,0
5174,6,16350,0
5174,7,16825,0
5174,8,17198,0
5174,9,18420,0
5175,0,14688,0
5175,1,15196,0
5175,2,14463,0
5175,3,12601,0
5175,4,13356,0
5175,5,14434,0
5175,6,11782,0
5175,7,14423,0
5175,8,14805,0
5175,9,13454,0
5176,0,13854,0
5176,1,14831,0
5176,2,16828,0
5176,3,15533,0
5176,4,15011,0
5176,5,15343,0
5176,6,17725,0
5176,7,14987,0
5176,8,14639,0
5176,9,15578,0
5177,0,14579,0
5177,1,15709,0
5177,2,14969,0
5177,3,14844,0
5177,4,15017,0
5177,5,15335,0
5177,6,16656,0
5177,7,13105,0
5177,8,13756,0
5177,9,13622,0
5178,0,14048,0
5178,1,14919,0
5178,2,14502,0
5178,3,14545,0
5178,4,14730,0
5178,5,13578,0
5178,6,15695,0
5178,7,14322,0
5178,8,15503,0
5178,9,16457,0
5179,0,13866,0
5179,1,16576,0
5179,2,17697,0
5179,3,15990,0
5179,4,15786,0
5179,5,14426,0
5179,6,13482,0
5179,7,13941,0
5179,8,14458,0
5179,9,16435,0
5180,0,13156,0
5180,1,15085,0
5180,2,13371,0
5180,3,13544,0
5180,4,17360,0
5180,5,15324,0
5180,6,14321,0
5180,7,13796,0
5180,8,13998,0
5180,9,13412,0
5181,0,18923,0
5181,1,15926,0
5181,2,14902,0
5181,3,15970,0
5181,4,13718,0
5181,5,14183,0
5181,6,13485,0
5181,7,14789,0
5181,8,15695,0
5181,9,14363,0
5182,0,15595,0
5182,1,13973,0
5182,2,16169,0
5182,3,14842,0
5182,4,15150,0
5182,5,15217,0
5182,6,12737,0
5182,7,13574,0
5182,8,14767,0
5182,9,16462,0
5183,0,15941,0
5183,1,15451,0
5183,2,14806,0
5183,3,14838,0
5183,4,13993,0
5183,5,15557,0
5183,6,16513,0
5183,7,14310,0
5183,8,14975,0
5183,9,14227,0
5184,0,14640,0
5184,1,14132,0
5184,2,16740,0
5184,3,15350,0
5184,4,15891,0
5184,5,14084,0
5184,6,14234,0
5184,7,14293,0
5184,8,16100,0
5184,9,12585,0
5194,0,2288,0
5194,1,2201,0
5194,2,1491,0
5194,3,1674,0
5194,4,2132,0
5194,5,2386,0
5194,6,1827,0
5194,7,1446,0
5194,8,1902,0
5194,9,1560,0
5195,0,1398,0
5195,1,1941,0
5195,2,2274,0
5195,3,1844,0
5195,4,1546,0
5195,5,1828,0
5195,6,2003,0
5195,7,1741,0
5195,8,1433,0
5195,9,1327,0
5196,0,1829,0
5196,1,1855,0
5196,2,2160,0
5196,3,1435,0
5196,4,1867,0
5196,5,1975,0
5196,6,2535,0
5196,7,2021,0
5196,8,1905,0
5196,9,1583,0
5197,0,2378,0
5197,1,1486,0
5197,2,1496,0
5197,3,1962,0
5197,4,2074,0
5197,5,2022,0
5197,6,1490,0
5197,7,1565,0
5197,8,1542,0
5197,9,1497,0
5198,0,1673,0
5198,1,1415,0
5198,2,1850,0
5198,3,1585,0
5198,4,1960,0
5198,5,1278,0
5198,6,1373,0
5198,7,1463,0
5198,8,1746,0
5198,9,1396,0
5199,0,2156,0
5199,1,2121,0
5199,2,2309,0
5199,3,1647,0
5199,4,1513,0
5199,5,2007,0
5199,6,1677,0
5199,7,1895,0
5199,8,1785,0
5199,9,2143,0
5200,0,2315,0
5200,1,1518,0
5200,2,1487,0
5200,3,1508,0
5200,4,2126,0
5200,5,1790,0
5200,6,2470,0
5200,7,1677,0
5200,8,1494,0
5200,9,2049,0
5201,0,1601,0
5201,1,1963,0
5201,2,1491,0
5201,3,2713,0
5201,4,1589,0
5201,5,2188,0
5201,6,1671,0
5201,7,1665,0
5201,8,1655,0
5201,9,2293,0
5202,0,2271,0
5202,1,2099,0
5202,2,1872,0
5202,3,1321,0
5202,4,1730,0
5202,5,1585,0
5202,6,1961,0
5202,7,2444,0
5202,8,1694,0
5202,9,1663,0
5203,0,1750,0
5203,1,1478,0
5203,2,1600,0
5203,3,1868,0
5203,4,1561,0
5203,5,1469,0
5203,6,1949,0
5203,7,1888,0
5203,8,1799,0
5203,9,1525,0
5204,0,1799,0
5204,1,1376,0
5204,2,1339,0
5204,3,1730,0
5204,4,1475,0
5204,5,2622,0
5204,6,1824,0
5204,7,1620,0
5204,8,1897,0
5204,9,1806,0
5205,0,1423,0
5205,1,2587,0
5205,2,1637,0
5205,3,1618,0
5205,4,1509,0
5205,5,2419,0
5205,6,2508,0
5205,7,1917,0
5205,8,1417,0
5205,9,1494,0
5206,0,1444,0
5206,1,1521,0
5206,2,1534,0
5206,3,2258,0
5206,4,1858,0
5206,5,2277,0
5206,6,1583,0
5206,7,2157,0
5206,8,1520,0
5206,9,1698,0
5207,0,1884,0
5207,1,1414,0
5207,2,1480,0
5207,3,1621,0
5207,4,1463,0
5207,5,2569,0
5207,6,1420,0
5207,7,1697,0
5207,8,1449,0
5207,9,1340,0
5208,0,1402,0
5208,1,1585,0
5208,2,2467,0
5208,3,1609,0
5208,4,1364,0
5208,5,1393,0
5208,6,1433,0
5208,7,1559,0
5208,8,2282,0
5208,9,1494,0
5209,0,1518,0
5209,1,2067,0
5209,2,1788,0
5209,3,1403,0
5209,4,1690,0
5209,5,1739,0
5209,6,1435,0
5209,7,1564,0
5209,8,1610,0
5209,9,1756,0
5210,0,1545,0
5210,1,1580,0
5210,2,1567,0
5210,3,1507,0
5210,4,2214,0
5210,5,1427,0
5210,6,1459,0
5210,7,1446,0
5210,8,1483,0
5210,9,2081,0
5211,0,1443,0
5211,1,1516,0
5211,2,1356,0
5211,3,1407,0
5211,4,1926,0
5211,5,1695,0
5211,6,1621,0
5211,7,1461,0
5211,8,1618,0
5211,9,1684,0
5212,0,2966,0
5212,1,2468,0
5212,2,2447,0
5212,3,2518,0
5212,4,3207,0
5212,5,2459,0
5212,6,2451,0
5212,7,2877,0
5212,8,2693,0
5212,9,3079,0
5213,0,2704,0
5213,1,2463,0
5213,2,2897,0
5213,3,2461,0
5213,4,2461,0
5213,5,2900,0
5213,6,2585,0
5213,7,2536,0
5213,8,2444,0
5213,9,3052,0
5214,0,3015,0
5214,1,2473,0
5214,2,3034,0
5214,3,2740,0
5214,4,2617,0
5214,5,2619,0
5214,6,2500,0
5214,7,2720,0
5214,8,3204,0
5214,9,2573,0
5215,0,3664,0
5215,1,3148,0
5215,2,2588,0
5215,3,2617,0
5215,4,2503,0
5215,5,2696,0
5215,6,2433,0
5215,7,2565,0
5215,8,3223,0
5215,9,2520,0
5216,0,2476,0
5216,1,2455,0
5216,2,2549,0
5216,3,2442,0
5216,4,2484,0
5216,5,2460,0
5216,6,3079,0
5216,7,2803,0
5216,8,2425,0
5216,9,2407,0
5217,0,3075,0
5217,1,2969,0
5217,2,2485,0
5217,3,2676,0
5217,4,3161,0
5217,5,3093,0
5217,6,2887,0
5217,7,3157,0
5217,8,2679,0
5217,9,2563,0
5218,0,2839,0
5218,1,3269,0
5218,2,2438,0
5218,3,2874,0
5218,4,2518,0
5218,5,3168,0
5218,6,3176,0
5218,7,3105,0
5218,8,2446,0
5218,9,2748,0
5219,0,2848,0
5219,1,2439,0
5219,2,2508,0
5219,3,2476,0
5219,4,2996,0
5219,5,2970,0
5219,6,2513,0
5219,7,2733,0
5219,8,2745,0
5219,9,2845,0
5220,0,2932,0
5220,1,2473,0
5220,2,2596,0
5220,3,2499,0
5220,4,2543,0
5220,5,3197,0
5220,6,2517,0
5220,7,2891,0
5220,8,2700,0
5220,9,2515,0
5221,0,6882,1
5221,1,5581,1
5221,2,4671,1
5221,3,5777,1
5221,4,6286,1
5221,5,5197,1
5221,6,6250,1
5221,7,4892,1
5221,8,4968,1
5221,9,5720,1
5222,0,5498,1
5222,1,6306,1
5222,2,6203,1
5222,3,6598,1
5222,4,5161,1
5222,5,5296,1
5222,6,6117,1
5222,7,7479,1
5222,8,6347,1
5222,9,5290,1
5223,0,5033,0
5223,1,5041,0
5223,2,5533,0
5223,3,4825,0
5223,4,4858,0
5223,5,4789,0
5223,6,4522,0
5223,7,5009,0
5223,8,4910,0
5223,9,6339,0
5224,0,5445,0
5224,1,4933,0
5224,2,5662,0
5224,3,5053,0
5224,4,5209,0
5224,5,5376,0
5224,6,5320,0
5224,7,5128,0
5224,8,6554,0
5224,9,4856,0
5225,0,6322,0
5225,1,4891,0
5225,2,6982,0
5225,3,5379,0
5225,4,5031,0
5225,5,4888,0
5225,6,4835,0
5225,7,7495,0
5225,8,6629,0
5225,9,4662,0
5226,0,5581,0
5226,1,5670,0
5226,2,4972,0
5226,3,6268,0
5226,4,4627,0
5226,5,5073,0
5226,6,5411,0
5226,7,5041,0
5226,8,4861,0
5226,9,4999,0
5227,0,7618,0
5227,1,5502,0
5227,2,4830,0
5227,3,7565,0
5227,4,7671,0
5227,5,5516,0
5227,6,6151,0
5227,7,5249,0
5227,8,7067,0
5227,9,5206,0
5228,0,4779,0
5228,1,5021,0
5228,2,5486,0
5228,3,5610,0
5228,4,5928,0
5228,5,5318,0
5228,6,5268,0
5228,7,4829,0
5228,8,5148,0
5228,9,5084,0
5229,0,4967,1
5229,1,5128,1
5229,2,6258,1
5229,3,4850,1
5229,4,5804,1
5229,5,7497,1
5229,6,6650,1
5229,7,5767,1
5229,8,4897,1
5229,9,5888,1
5230,0,6971,0
5230,1,6706,0
5230,2,5632,0
5230,3,5177,0
5230,4,7026,0
5230,5,6353,0
5230,6,6890,0
5230,7,6883,0
5230,8,5835,0
5230,9,7337,0
5231,0,4894,0
5231,1,5910,0
5231,2,5764,0
5231,3,5597,0
5231,4,5285,0
5231,5,4757,0
5231,6,5964,0
5231,7,5481,0
5231,8,5085,0
5231,9,4966,0
5232,0,5135,0
5232,1,5339,0
5232,2,5928,0
5232,3,5758,0
5232,4,6443,0
5232,5,6433,0
5232,6,5415,0
5232,7,5746,0
5232,8,6033,0
5232,9,6136,0
5233,0,6753,0
5233,1,6474,0
5233,2,7739,0
5233,3,7709,0
5233,4,5640,0
5233,5,5548,0
5233,6,6449,0
5233,7,6465,0
5233,8,6736,0
5233,9,5253,0
5234,0,4961,0
5234,1,5046,0
5234,2,5237,0
5234,3,4580,0
5234,4,5232,0
5234,5,5247,0
5234,6,4800,0
5234,7,5289,0
5234,8,4897,0
5234,9,4873,0
5235,0,5193,0
5235,1,6089,0
5235,2,5829,0
5235,3,8547,0
5235,4,7544,0
5235,5,5505,0
5235,6,5821,0
5235,7,7004,0
5235,8,7708,0
5235,9,7048,0
5236,0,5654,0
5236,1,5075,0
5236,2,5319,0
5236,3,5381,0
5236,4,5359,0
5236,5,5678,0
5236,6,6120,0
5236,7,8275,0
5236,8,7465,0
5236,9,7236,0
5237,0,5761,0
5237,1,8114,0
5237,2,8126,0
5237,3,7305,0
5237,4,5398,0
5237,5,5445,0
5237,6,5416,0
5237,7,5833,0
5237,8,5865,0
5237,9,6362,0
5238,0,7235,0
5238,1,7814,0
5238,2,6074,0
5238,3,5735,0
5238,4,6564,0
5238,5,7767,0
5238,6,6968,0
5238,7,6915,0
5238,8,8411,0
5238,9,7928,0
5239,0,4909,0
5239,1,4095,0
5239,2,4998,0
5239,3,4066,0
5239,4,4314,0
5239,5,4123,0
5239,6,4939,0
5239,7,4041,0
5239,8,4409,0
5239,9,4528,0
5240,0,4615,0
5240,1,4549,0
5240,2,4138,0
5240,3,4822,0
5240,4,4113,0
5240,5,4537,0
5240,6,4363,0
5240,7,4120,0
5240,8,4124,0
5240,9,4521,0
5241,0,4367,0
5241,1,4684,0
5241,2,4199,0
5241,3,4438,0
5241,4,4025,0
5241,5,5266,0
5241,6,4931,0
5241,7,4679,0
5241,8,4960,0
5241,9,4485,0
5242,0,4049,0
5242,1,5581,0
5242,2,4116,0
5242,3,4262,0
5242,4,4146,0
5242,5,4161,0
5242,6,4731,0
5242,7,5321,0
5242,8,5133,0
5242,9,4592,0
5243,0,5465,0
5243,1,4300,0
5243,2,5288,0
5243,3,5212,0
5243,4,4331,0
5243,5,5163,0
5243,6,5565,0
5243,7,5023,0
5243,8,5099,0
5243,9,4423,0
5244,0,4124,0
5244,1,4573,0
5244,2,4510,0
5244,3,4328,0
5244,4,4430,0
5244,5,4354,0
5244,6,5340,0
5244,7,4991,0
5244,8,4494,0
5244,9,4679,0
5245,0,4079,0
5245,1,4566,0
5245,2,4716,0
5245,3,4841,0
5245,4,5054,0
5245,5,4427,0
5245,6,4285,0
5245,7,4949,0
5245,8,5011,0
5245,9,4767,0
5246,0,5730,0
5246,1,5123,0
5246,2,4206,0
5246,3,5272,0
5246,4,4944,0
5246,5,4970,0
5246,6,4521,0
5246,7,4053,0
5246,8,4898,0
5246,9,4028,0
5247,0,4307,0
5247,1,4693,0
5247,2,4556,0
5247,3,4493,0
5247,4,4144,0
5247,5,4964,0
5247,6,4303,0
5247,7,4314,0
5247,8,4726,0
5247,9,5080,0
5248,0,11213,0
5248,1,9007,0
5248,2,7611,0
5248,3,6647,0
5248,4,7792,0
5248,5,7883,0
5248,6,7994,0
5248,7,8564,0
5248,8,10739,0
5248,9,9608,0
5249,0,7149,0
5249,1,6708,0
5249,2,8892,0
5249,3,7008,0
5249,4,7321,0
5249,5,6392,0
5249,6,8360,0
5249,7,8890,0
5249,8,8135,0
5249,9,7439,0
5250,0,7956,0
5250,1,7648,0
5250,2,8907,0
5250,3,9517,0
5250,4,8449,0
5250,5,8006,0
5250,6,8399,0
5250,7,8263,0
5250,8,8218,0
5250,9,7641,0
5251,0,7442,0
5251,1,8705,0
5251,2,8543,0
5251,3,8026,0
5251,4,8382,0
5251,5,8098,0
5251,6,9436,0
5251,7,6949,0
5251,8,7717,0
5251,9,8513,0
5252,0,7819,0
5252,1,7743,0
5252,2,8594,0
5252,3,8435,0
5252,4,9204,0
5252,5,10341,0
5252,6,7509,0
5252,7,10132,0
5252,8,8303,0
5252,9,6693,0
5253,0,8136,0
5253,1,6993,0
5253,2,7109,0
5253,3,8818,0
5253,4,8435,0
5253,5,7397,0
5253,6,9262,0
5253,7,8880,0
5253,8,8072,0
5253,9,7492,0
5254,0,6627,1
5254,1,9427,1
5254,2,7907,1
5254,3,9279,1
5254,4,6867,1
5254,5,6788,1
5254,6,6897,1
5254,7,8760,1
5254,8,7697,1
5254,9,9453,1
5255,0,8051,0
5255,1,9875,0
5255,2,9597,0
5255,3,9668,0
5255,4,10467,0
5255,5,9062,0
5255,6,9671,0
5255,7,7472,0
5255,8,7876,0
5255,9,8270,0
5256,0,9222,0
5256,1,8672,0
5256,2,8060,0
5256,3,8860,0
5256,4,9514,0
5256,5,8952,0
5256,6,8308,0
5256,7,8486,0
5256,8,7926,0
5256,9,6967,0
5257,0,8092,0
5257,1,7398,0
5257,2,8445,0
5257,3,8543,0
5257,4,8832,0
5257,5,9612,0
5257,6,9853,0
5257,7,9035,0
5257,8,9955,0
5257,9,8787,0
5258,0,8188,0
5258,1,7417,0
5258,2,9420,0
5258,3,10318,0
5258,4,10233,0
5258,5,10694,0
5258,6,8735,0
5258,7,9936,0
5258,8,9147,0
5258,9,10567,0
5259,0,7396,0
5259,1,9800,0
5259,2,8300,0
5259,3,7714,0
5259,4,8509,0
5259,5,7342,0
5259,6,8969,0
5259,7,9091,0
5259,8,9042,0
5259,9,7632,0
5260,0,7137,0
5260,1,9871,0
5260,2,9089,0
5260,3,9497,0
5260,4,10399,0
5260,5,10456,0
5260,6,9233,0
5260,7,9527,0
5260,8,9185,0
5260,9,8793,0
5261,0,6713,0
5261,1,7288,0
5261,2,7139,0
5261,3,6814,0
5261,4,8158,0
5261,5,9081,0
5261,6,8617,0
5261,7,9248,0
5261,8,8447,0
5261,9,9640,0
5262,0,7840,0
5262,1,7647,0
5262,2,7560,0
5262,3,7935,0
5262,4,7330,0
5262,5,8170,0
5262,6,8207,0
5262,7,7738,0
5262,8,7499,0
5262,9,8058,0
5263,0,10222,0
5263,1,9442,0
5263,2,10039,0
5263,3,10742,0
5263,4,11143,0
5263,5,10018,0
5263,6,9304,0
5263,7,10349,0
5263,8,9611,0
5263,9,8824,0
5264,0,8230,0
5264,1,7646,0
5264,2,8475,0
5264,3,7158,0
5264,4,8748,0
5264,5,8823,0
5264,6,7815,0
5264,7,10126,0
5264,8,8536,0
5264,9,8929,0
5265,0,7715,0
5265,1,7156,0
5265,2,7590,0
5265,3,9793,0
5265,4,7482,0
5265,5,9151,0
5265,6,9111,0
5265,7,9813,0
5265,8,10148,0
5265,9,8777,0
5275,0,3111,0
5275,1,3512,0
5275,2,3194,0
5275,3,4592,0
5275,4,4070,0
5275,5,4822,0
5275,6,4293,0
5275,7,3369,0
5275,8,3751,0
5275,9,3786,0
5276,0,3504,0
5276,1,3048,0
5276,2,4726,0
5276,3,4749,0
5276,4,3518,0
5276,5,3470,0
5276,6,4026,0
5276,7,4358,0
5276,8,3891,0
5276,9,3516,0
5277,0,3246,0
5277,1,3068,0
5277,2,3192,0
5277,3,3446,0
5277,4,4346,0
5277,5,4042,0
5277,6,3459,0
5277,7,3424,0
5277,8,4012,0
5277,9,3305,0
5278,0,3630,0
5278,1,3501,0
5278,2,2982,0
5278,3,5086,0
5278,4,4754,0
5278,5,3646,0
5278,6,3784,0
5278,7,3194,0
5278,8,3157,0
5278,9,3256,0
5279,0,4219,0
5279,1,3651,0
5279,2,2818,0
5279,3,3075,0
5279,4,3153,0
5279,5,4945,0
5279,6,5021,0
5279,7,5141,0
5279,8,3348,0
5279,9,5099,0
5280,0,3867,0
5280,1,3695,0
5280,2,3328,0
5280,3,3310,0
5280,4,3317,0
5280,5,4109,0
5280,6,3126,0
5280,7,3252,0
5280,8,4403,0
5280,9,3392,0
5281,0,3823,0
5281,1,4387,0
5281,2,5117,0
5281,3,4334,0
5281,4,3627,0
5281,5,4768,0
5281,6,3995,0
5281,7,5326,0
5281,8,3739,0
5281,9,3996,0
5282,0,3388,0
5282,1,4267,0
5282,2,3577,0
5282,3,3090,0
5282,4,4048,0
5282,5,3031,0
5282,6,3667,0
5282,7,5139,0
5282,8,3493,0
5282,9,3513,0
5283,0,3862,0
5283,1,2756,0
5283,2,3212,0
5283,3,4679,0
5283,4,3430,0
5283,5,3926,0
5283,6,3515,0
5283,7,4897,0
5283,8,3689,0
5283,9,3645,0
5284,0,3206,0
5284,1,4283,0
5284,2,3217,0
5284,3,4190,0
5284,4,2824,0
5284,5,3106,0
5284,6,4214,0
5284,7,4287,0
5284,8,3500,0
5284,9,3997,0
5285,0,3268,0
5285,1,2848,0
5285,2,3049,0
5285,3,2974,0
5285,4,3871,0
5285,5,3513,0
5285,6,3231,0
5285,7,3752,0
5285,8,3609,0
5285,9,5536,0
5286,0,4236,0
5286,1,4030,0
5286,2,3958,0
5286,3,5171,0
5286,4,6255,0
5286,5,3611,0
5286,6,3783,0
5286,7,3402,0
5286,8,3243,0
5286,9,4690,0
5287,0,3820,0
5287,1,3508,0
5287,2,3152,0
5287,3,3417,0
5287,4,3223,0
5287,5,3300,0
5287,6,2846,0
5287,7,2817,0
5287,8,3464,0
5287,9,3442,0
5288,0,3281,0
5288,1,3462,0
5288,2,3090,0
5288,3,3473,0
5288,4,5121,0
5288,5,2947,0
5288,6,3029,0
5288,7,3105,0
5288,8,2847,0
5288,9,3559,0
5289,0,3111,0
5289,1,3830,0
5289,2,5427,0
5289,3,2903,0
5289,4,5201,0
5289,5,4517,0
5289,6,3575,0
5289,7,2908,0
5289,8,4999,0
5289,9,3897,0
5290,0,3827,0
5290,1,5295,0
5290,2,4733,0
5290,3,3760,0
5290,4,4027,0
5290,5,3300,0
5290,6,3351,0
5290,7,3151,0
5290,8,3069,0
5290,9,3618,0
5291,0,3447,0
5291,1,3504,0
5291,2,3326,0
5291,3,3948,0
5291,4,4148,0
5291,5,3641,0
5291,6,4116,0
5291,7,3900,0
5291,8,3535,0
5291,9,4607,0
5292,0,2992,0
5292,1,3538,0
5292,2,2947,0
5292,3,3873,0
5292,4,4311,0
5292,5,3004,0
5292,6,4648,0
5292,7,4102,0
5292,8,3392,0
5292,9,3901,0
5293,0,8183,0
5293,1,7109,0
5293,2,7061,0
5293,3,9044,0
5293,4,6924,0
5293,5,6821,0
5293,6,6961,0
5293,7,7112,0
5293,8,7029,0
5293,9,9896,0
5294,0,9051,0
5294,1,7327,0
5294,2,8039,0
5294,3,7031,0
5294,4,7907,0
5294,5,7723,0
5294,6,7529,0
5294,7,7054,0
5294,8,7170,0
5294,9,7803,0
5295,0,7665,0
5295,1,8447,0
5295,2,8595,0
5295,3,8531,0
5295,4,8147,0
5295,5,9706,0
5295,6,7874,0
5295,7,7318,0
5295,8,7359,0
5295,9,7679,0
5296,0,8509,0
5296,1,8742,0
5296,2,7605,0
5296,3,7530,0
5296,4,8710,0
5296,5,7318,0
5296,6,8737,0
5296,7,8555,0
5296,8,7114,0
5296,9,7451,0
5297,0,7731,0
5297,1,7371,0
5297,2,7072,0
5297,3,8092,0
5297,4,7226,0
5297,5,8202,0
5297,6,7223,0
5297,7,7784,0
5297,8,7560,0
5297,9,7457,0
5298,0,8128,1
5298,1,7699,1
5298,2,8154,1
5298,3,8526,1
5298,4,9691,1
5298,5,7150,1
5298,6,7755,1
5298,7,7788,1
5298,8,7529,1
5298,9,7226,1
5299,0,6930,0
5299,1,7287,0
5299,2,7111,0
5299,3,9320,0
5299,4,6889,0
5299,5,6883,0
5299,6,7356,0
5299,7,8607,0
5299,8,6913,0
5299,9,7080,0
5300,0,9430,0
5300,1,7867,0
5300,2,7391,0
5300,3,7583,0
5300,4,8968,0
5300,5,7435,0
5300,6,7017,0
5300,7,7395,0
5300,8,8157,0
5300,9,7700,0
5301,0,7319,0
5301,1,7496,0
5301,2,6935,0
5301,3,8924,0
5301,4,8034,0
5301,5,8058,0
5301,6,7229,0
5301,7,7008,0
5301,8,8883,0
5301,9,7218,0
5302,0,27210,0
5302,1,19440,0
5302,2,18660,0
5302,3,21391,0
5302,4,17611,0
5302,5,18869,0
5302,6,15052,0
5302,7,19142,0
5302,8,20501,0
5302,9,20512,0
5303,0,19373,0
5303,1,16143,0
5303,2,20561,0
5303,3,18183,0
5303,4,18477,0
5303,5,18472,0
5303,6,20001,0
5303,7,16240,0
5303,8,17537,0
5303,9,17275,0
5304,0,18095,1
5304,1,17683,1
5304,2,16118,1
5304,3,19318,1
5304,4,17367,1
5304,5,17321,1
5304,6,20862,1
5304,7,17646,1
5304,8,21300,1
5304,9,19130,1
5305,0,19212,0
5305,1,19445,0
5305,2,20044,0
5305,3,18693,0
5305,4,19351,0
5305,5,17491,0
5305,6,19392,0
5305,7,24260,0
5305,8,22207,0
5305,9,19844,0
5306,0,23187,0
5306,1,22128,0
5306,2,19500,0
5306,3,22069,0
5306,4,19333,0
5306,5,19558,0
5306,6,15233,0
5306,7,16092,0
5306,8,16338,0
5306,9,17135,0
5307,0,22198,0
5307,1,18124,0
5307,2,20326,0
5307,3,18702,0
5307,4,24018,0
5307,5,19150,0
5307,6,17292,0
5307,7,21989,0
5307,8,23790,0
5307,9,19070,0
5308,0,16676,0
5308,1,16591,0
5308,2,17014,0
5308,3,18644,0
5308,4,17810,0
5308,5,19667,0
5308,6,19367,0
5308,7,17462,0
5308,8,20176,0
5308,9,19697,0
5309,0,16336,1
5309,1,19093,1
5309,2,19277,1
5309,3,16089,1
5309,4,27183,1
5309,5,18363,1
5309,6,21220,1
5309,7,18840,1
5309,8,20686,1
5309,9,18756,1
5310,0,19198,0
5310,1,19201,0
5310,2,19481,0
5310,3,19910,0
5310,4,22329,0
5310,5,23095,0
5310,6,21291,0
5310,7,19003,0
5310,8,17372,0
5310,9,17055,0
5311,0,16788,0
5311,1,20020,0
5311,2,17917,0
5311,3,15786,0
5311,4,25869,0
5311,5,17769,0
5311,6,15670,0
5311,7,15253,0
5311,8,17626,0
5311,9,21190,0
5312,0,19436,0
5312,1,18111,0
5312,2,20169,0
5312,3,17237,0
5312,4,19690,0
5312,5,17697,0
5312,6,17375,0
5312,7,16169,0
5312,8,22412,0
5312,9,17964,0
5313,0,18962,1
5313,1,17028,1
5313,2,16019,1
5313,3,19775,1
5313,4,18396,1
5313,5,17634,1
5313,6,19472,1
5313,7,17517,1
5313,8,18839,1
5313,9,23748,1
5314,0,17991,0
5314,1,18086,0
5314,2,18583,0
5314,3,24588,0
5314,4,17187,0
5314,5,16333,0
5314,6,20604,0
5314,7,21124,0
5314,8,23489,0
5314,9,21294,0
5315,0,21209,0
5315,1,21109,0
5315,2,17964,0
5315,3,18743,0
5315,4,17372,0
5315,5,20353,0
5315,6,19334,0
5315,7,21459,0
5315,8,22016,0
5315,9,23941,0
5316,0,16569,1
5316,1,19532,1
5316,2,20402,1
5316,3,16649,1
5316,4,17175,1
5316,5,21248,1
5316,6,20751,1
5316,7,17150,1
5316,8,22713,1
5316,9,18133,1
5317,0,17256,0
5317,1,15758,0
5317,2,20265,0
5317,3,18387,0
5317,4,18620,0
5317,5,17065,0
5317,6,18868,0
5317,7,22630,0
5317,8,18727,0
5317,9,18183,0
5318,0,17146,0
5318,1,19931,0
5318,2,22325,0
5318,3,20424,0
5318,4,19224,0
5318,5,21853,0
5318,6,21513,0
5318,7,21060,0
5318,8,17236,0
5318,9,17178,0
5319,0,17875,0
5319,1,22522,0
5319,2,16190,0
5319,3,22667,0
5319,4,19088,0
5319,5,22054,0
5319,6,19632,0
5319,7,20093,0
5319,8,22046,0
5319,9,18998,0
5320,0,17509,1
5320,1,15066,1
5320,2,16347,1
5320,3,20759,1
5320,4,19370,1
