ds,it,ndpso_span,fairsh_span
18,7,0.25476190476190474,0.25476190476190474
18,8,0.25476190476190474,0.25476190476190474
18,9,0.25476190476190474,0.25476190476190474
19,0,0.36496350364963503,0.36496350364963503
19,1,0.36496350364963503,0.36496350364963503
19,2,0.36496350364963503,0.36496350364963503
19,3,0.36496350364963503,0.36496350364963503
19,4,0.36496350364963503,0.36496350364963503
19,5,0.36496350364963503,0.36496350364963503
19,6,0.37593984962406013,0.36496350364963503
19,7,0.37593984962406013,0.36496350364963503
19,8,0.37593984962406013,0.36496350364963503
19,9,0.36496350364963503,0.36496350364963503
20,0,0.06593406593406594,0.06474820143884892
20,1,0.06593406593406594,0.06474820143884892
20,2,0.06474820143884892,0.06474820143884892
20,3,0.06792452830188679,0.06474820143884892
20,4,0.06593406593406594,0.06474820143884892
20,5,0.06474820143884892,0.06474820143884892
20,6,0.06474820143884892,0.06474820143884892
20,7,0.06593406593406594,0.06474820143884892
20,8,0.06474820143884892,0.06474820143884892
20,9,0.06593406593406594,0.06474820143884892
21,0,0.13170731707317074,0.13170731707317074
21,1,0.13170731707317074,0.13170731707317074
21,2,0.13170731707317074,0.13170731707317074
21,3,0.13170731707317074,0.13170731707317074
21,4,0.1377551020408163,0.13170731707317074
21,5,0.13170731707317074,0.13170731707317074
21,6,0.13170731707317074,0.13170731707317074
21,7,0.13170731707317074,0.13170731707317074
21,8,0.13740458015267176,0.13170731707317074
21,9,0.13170731707317074,0.13170731707317074
22,0,0.6911764705882353,0.6861313868613139
22,1,0.6861313868613139,0.6861313868613139
22,2,0.6861313868613139,0.6861313868613139
22,3,0.6861313868613139,0.6861313868613139
22,4,0.6861313868613139,0.6861313868613139
22,5,0.6911764705882353,0.6861313868613139
22,6,0.7014925373134329,0.6861313868613139
22,7,0.6861313868613139,0.6861313868613139
22,8,0.6911764705882353,0.6861313868613139
22,9,0.6911764705882353,0.6861313868613139
23,0,0.14336917562724014,0.14336917562724014
23,1,0.14388489208633093,0.14336917562724014
23,2,0.14336917562724014,0.14336917562724014
23,3,0.14336917562724014,0.14336917562724014
23,4,0.14336917562724014,0.14336917562724014
23,5,0.14388489208633093,0.14336917562724014
23,6,0.14336917562724014,0.14336917562724014
23,7,0.14545454545454545,0.14336917562724014
23,8,0.14336917562724014,0.14336917562724014
23,9,0.14336917562724014,0.14336917562724014
24,0,0.2725060827250608,0.2725060827250608
24,1,0.2725060827250608,0.2725060827250608
24,2,0.2725060827250608,0.2725060827250608
24,3,0.2765432098765432,0.2725060827250608
24,4,0.2731707317073171,0.2725060827250608
24,5,0.2725060827250608,0.2725060827250608
24,6,0.2731707317073171,0.2725060827250608
24,7,0.2725060827250608,0.2725060827250608
24,8,0.2731707317073171,0.2725060827250608
24,9,0.2725060827250608,0.2725060827250608
25,0,1.0676691729323309,1.0364963503649636
25,1,1.0364963503649636,1.0364963503649636
25,2,1.1181102362204725,1.0364963503649636
25,3,1.0364963503649636,1.0364963503649636
25,4,1.0676691729323309,1.0364963503649636
25,5,1.0676691729323309,1.0364963503649636
25,6,1.0364963503649636,1.0364963503649636
25,7,1.0676691729323309,1.0364963503649636
25,8,1.0364963503649636,1.0364963503649636
25,9,1.0364963503649636,1.0364963503649636
26,0,0.48028673835125446,0.48028673835125446
26,1,0.48028673835125446,0.48028673835125446
26,2,0.48028673835125446,0.48028673835125446
26,3,0.48028673835125446,0.48028673835125446
26,4,0.48727272727272725,0.48028673835125446
26,5,0.48028673835125446,0.48028673835125446
26,6,0.48028673835125446,0.48028673835125446
26,7,0.48028673835125446,0.48028673835125446
26,8,0.48727272727272725,0.48028673835125446
26,9,0.48028673835125446,0.48028673835125446
27,0,0.12949640287769784,0.12949640287769784
27,1,0.12949640287769784,0.12949640287769784
27,2,0.12949640287769784,0.12949640287769784
27,3,0.135,0.12949640287769784
27,4,0.12949640287769784,0.12949640287769784
27,5,0.12949640287769784,0.12949640287769784
27,6,0.12949640287769784,0.12949640287769784
27,7,0.12949640287769784,0.12949640287769784
27,8,0.12949640287769784,0.12949640287769784
27,9,0.12949640287769784,0.12949640287769784
28,0,0.45112781954887216,0.45112781954887216
28,1,0.45112781954887216,0.45112781954887216
28,2,0.5714285714285714,0.45112781954887216
28,3,0.45112781954887216,0.45112781954887216
28,4,0.45112781954887216,0.45112781954887216
28,5,0.45112781954887216,0.45112781954887216
28,6,0.45112781954887216,0.45112781954887216
28,7,0.45112781954887216,0.45112781954887216
28,8,0.45112781954887216,0.45112781954887216
28,9,0.45112781954887216,0.45112781954887216
29,0,0.2641509433962264,0.28163265306122454
29,1,0.2641509433962264,0.28163265306122454
29,2,0.2641509433962264,0.28163265306122454
29,3,0.2641509433962264,0.28163265306122454
29,4,0.2641509433962264,0.28163265306122454
29,5,0.2641509433962264,0.28163265306122454
29,6,0.2641509433962264,0.28163265306122454
29,7,0.2641509433962264,0.28163265306122454
29,8,0.2641509433962264,0.28163265306122454
29,9,0.2641509433962264,0.28163265306122454
30,0,0.18351063829787234,0.21100917431192662
30,1,0.18351063829787234,0.21100917431192662
30,2,0.18351063829787234,0.21100917431192662
30,3,0.18351063829787234,0.21100917431192662
30,4,0.18351063829787234,0.21100917431192662
30,5,0.18351063829787234,0.21100917431192662
30,6,0.18351063829787234,0.21100917431192662
30,7,0.18351063829787234,0.21100917431192662
30,8,0.18351063829787234,0.21100917431192662
30,9,0.18351063829787234,0.21100917431192662
31,0,1.34375,1.18348623853211
31,1,1.18348623853211,1.18348623853211
31,2,1.240506329113924,1.18348623853211
31,3,1.18348623853211,1.18348623853211
31,4,1.34375,1.18348623853211
31,5,1.18348623853211,1.18348623853211
31,6,1.34375,1.18348623853211
31,7,1.18348623853211,1.18348623853211
31,8,1.18348623853211,1.18348623853211
31,9,1.34375,1.18348623853211
32,0,0.5202952029520295,0.5202952029520295
32,1,0.5202952029520295,0.5202952029520295
32,2,0.5202952029520295,0.5202952029520295
32,3,0.5202952029520295,0.5202952029520295
32,4,0.6,0.5202952029520295
32,5,0.5202952029520295,0.5202952029520295
32,6,0.6,0.5202952029520295
32,7,0.5202952029520295,0.5202952029520295
32,8,0.5202952029520295,0.5202952029520295
32,9,0.5202952029520295,0.5202952029520295
33,0,0.3324538258575198,0.3559322033898305
33,1,0.3324538258575198,0.3559322033898305
33,2,0.3324538258575198,0.3559322033898305
33,3,0.3324538258575198,0.3559322033898305
33,4,0.3324538258575198,0.3559322033898305
33,5,0.3324538258575198,0.3559322033898305
33,6,0.3324538258575198,0.3559322033898305
33,7,0.3324538258575198,0.3559322033898305
33,8,0.3324538258575198,0.3559322033898305
33,9,0.3324538258575198,0.3559322033898305
34,0,0.9618320610687023,0.9618320610687023
34,1,0.9618320610687023,0.9618320610687023
34,2,0.9618320610687023,0.9618320610687023
34,3,0.9618320610687023,0.9618320610687023
34,4,0.9618320610687023,0.9618320610687023
34,5,0.9618320610687023,0.9618320610687023
34,6,0.9618320610687023,0.9618320610687023
34,7,0.9618320610687023,0.9618320610687023
34,8,0.9618320610687023,0.9618320610687023
34,9,0.9618320610687023,0.9618320610687023
35,0,0.7681159420289855,0.7851851851851852
35,1,0.7681159420289855,0.7851851851851852
35,2,0.7681159420289855,0.7851851851851852
35,3,0.7681159420289855,0.7851851851851852
35,4,0.7681159420289855,0.7851851851851852
35,5,0.7851851851851852,0.7851851851851852
35,6,0.7681159420289855,0.7851851851851852
35,7,0.7681159420289855,0.7851851851851852
35,8,0.7681159420289855,0.7851851851851852
35,9,0.7681159420289855,0.7851851851851852
36,0,0.3341288782816229,0.3763440860215054
36,1,0.3425925925925926,0.3763440860215054
36,2,0.3341288782816229,0.3763440860215054
36,3,0.3341288782816229,0.3763440860215054
36,4,0.3425925925925926,0.3763440860215054
36,5,0.3341288782816229,0.3763440860215054
36,6,0.3763440860215054,0.3763440860215054
36,7,0.3341288782816229,0.3763440860215054
36,8,0.3425925925925926,0.3763440860215054
36,9,0.3341288782816229,0.3763440860215054
37,0,0.3435114503816794,0.3237410071942446
37,1,0.3435114503816794,0.3237410071942446
37,2,0.3237410071942446,0.3237410071942446
37,3,0.3237410071942446,0.3237410071942446
37,4,0.3435114503816794,0.3237410071942446
37,5,0.3237410071942446,0.3237410071942446
37,6,0.3435114503816794,0.3237410071942446
37,7,0.3237410071942446,0.3237410071942446
37,8,0.3237410071942446,0.3237410071942446
37,9,0.3237410071942446,0.3237410071942446
38,0,0.23346303501945526,0.21739130434782608
38,1,0.22641509433962265,0.21739130434782608
38,2,0.22641509433962265,0.21739130434782608
38,3,0.21739130434782608,0.21739130434782608
38,4,0.21739130434782608,0.21739130434782608
38,5,0.21739130434782608,0.21739130434782608
38,6,0.21739130434782608,0.21739130434782608
38,7,0.22641509433962265,0.21739130434782608
38,8,0.23809523809523808,0.21739130434782608
38,9,0.23076923076923078,0.21739130434782608
39,0,0.08977556109725686,0.08801955990220049
39,1,0.0891089108910891,0.08801955990220049
39,2,0.08823529411764706,0.08801955990220049
39,3,0.0891089108910891,0.08801955990220049
39,4,0.08801955990220049,0.08801955990220049
39,5,0.08823529411764706,0.08801955990220049
39,6,0.08801955990220049,0.08801955990220049
39,7,0.08823529411764706,0.08801955990220049
39,8,0.08801955990220049,0.08801955990220049
39,9,0.08801955990220049,0.08801955990220049
40,0,0.49624060150375937,0.4782608695652174
40,1,0.49624060150375937,0.4782608695652174
40,2,0.4782608695652174,0.4782608695652174
40,3,0.49624060150375937,0.4782608695652174
40,4,0.49624060150375937,0.4782608695652174
40,5,0.49624060150375937,0.4782608695652174
40,6,0.4782608695652174,0.4782608695652174
40,7,0.5116279069767442,0.4782608695652174
40,8,0.5116279069767442,0.4782608695652174
40,9,0.49624060150375937,0.4782608695652174
41,0,0.3707865168539326,0.35611510791366907
41,1,0.35611510791366907,0.35611510791366907
41,2,0.40408163265306124,0.35611510791366907
41,3,0.376425855513308,0.35611510791366907
41,4,0.35611510791366907,0.35611510791366907
41,5,0.4074074074074074,0.35611510791366907
41,6,0.35611510791366907,0.35611510791366907
41,7,0.3707865168539326,0.35611510791366907
41,8,0.376425855513308,0.35611510791366907
41,9,0.40408163265306124,0.35611510791366907
42,0,0.3220338983050847,0.31742243436754175
42,1,0.31742243436754175,0.31742243436754175
42,2,0.31742243436754175,0.31742243436754175
42,3,0.31742243436754175,0.31742243436754175
42,4,0.31742243436754175,0.31742243436754175
42,5,0.31894484412470026,0.31742243436754175
42,6,0.31742243436754175,0.31742243436754175
42,7,0.3220338983050847,0.31742243436754175
42,8,0.31894484412470026,0.31742243436754175
42,9,0.31742243436754175,0.31742243436754175
43,0,1.2446043165467626,1.2446043165467626
43,1,1.2814814814814814,1.2446043165467626
43,2,1.2446043165467626,1.2446043165467626
43,3,1.2814814814814814,1.2446043165467626
43,4,1.2814814814814814,1.2446043165467626
43,5,1.2446043165467626,1.2446043165467626
43,6,1.2446043165467626,1.2446043165467626
43,7,1.2446043165467626,1.2446043165467626
43,8,1.2446043165467626,1.2446043165467626
43,9,1.2446043165467626,1.2446043165467626
44,0,0.7184115523465704,0.7184115523465704
44,1,0.7184115523465704,0.7184115523465704
44,2,0.7184115523465704,0.7184115523465704
44,3,0.7184115523465704,0.7184115523465704
44,4,0.7537878787878788,0.7184115523465704
44,5,0.7184115523465704,0.7184115523465704
44,6,0.77431906614786,0.7184115523465704
44,7,0.7184115523465704,0.7184115523465704
44,8,0.7453183520599251,0.7184115523465704
44,9,0.7537878787878788,0.7184115523465704
45,0,0.363855421686747,0.3595238095238095
45,1,0.3595238095238095,0.3595238095238095
45,2,0.3595238095238095,0.3595238095238095
45,3,0.3756218905472637,0.3595238095238095
45,4,0.3595238095238095,0.3595238095238095
45,5,0.361244019138756,0.3595238095238095
45,6,0.36211031175059955,0.3595238095238095
45,7,0.3595238095238095,0.3595238095238095
45,8,0.3595238095238095,0.3595238095238095
45,9,0.361244019138756,0.3595238095238095
46,0,0.47761194029850745,0.46715328467153283
46,1,0.49612403100775193,0.46715328467153283
46,2,0.47761194029850745,0.46715328467153283
46,3,0.47761194029850745,0.46715328467153283
46,4,0.4740740740740741,0.46715328467153283
46,5,0.5,0.46715328467153283
46,6,0.46715328467153283,0.46715328467153283
46,7,0.46715328467153283,0.46715328467153283
46,8,0.4740740740740741,0.46715328467153283
46,9,0.5203252032520326,0.46715328467153283
47,0,0.16129032258064516,0.16129032258064516
47,1,0.16363636363636364,0.16129032258064516
47,2,0.16666666666666666,0.16129032258064516
47,3,0.16666666666666666,0.16129032258064516
47,4,0.16666666666666666,0.16129032258064516
47,5,0.16129032258064516,0.16129032258064516
47,6,0.16129032258064516,0.16129032258064516
47,7,0.16129032258064516,0.16129032258064516
47,8,0.16129032258064516,0.16129032258064516
47,9,0.16129032258064516,0.16129032258064516
48,0,0.11455847255369929,0.11455847255369929
48,1,0.1188118811881188,0.11455847255369929
48,2,0.11970074812967581,0.11455847255369929
48,3,0.11455847255369929,0.11455847255369929
48,4,0.11455847255369929,0.11455847255369929
48,5,0.11455847255369929,0.11455847255369929
48,6,0.11455847255369929,0.11455847255369929
48,7,0.1188118811881188,0.11455847255369929
48,8,0.1188118811881188,0.11455847255369929
48,9,0.1188118811881188,0.11455847255369929
49,0,0.45925925925925926,0.45925925925925926
49,1,0.45925925925925926,0.45925925925925926
49,2,0.484375,0.45925925925925926
49,3,0.45925925925925926,0.45925925925925926
49,4,0.45925925925925926,0.45925925925925926
49,5,0.45925925925925926,0.45925925925925926
49,6,0.45925925925925926,0.45925925925925926
49,7,0.45925925925925926,0.45925925925925926
49,8,0.45925925925925926,0.45925925925925926
49,9,0.45925925925925926,0.45925925925925926
50,0,0.5018050541516246,0.5018050541516246
50,1,0.5325670498084292,0.5018050541516246
50,2,0.5091575091575091,0.5018050541516246
50,3,0.5018050541516246,0.5018050541516246
50,4,0.5148148148148148,0.5018050541516246
50,5,0.5018050541516246,0.5018050541516246
50,6,0.5091575091575091,0.5018050541516246
50,7,0.5018050541516246,0.5018050541516246
50,8,0.5018050541516246,0.5018050541516246
50,9,0.5018050541516246,0.5018050541516246
51,0,0.21265822784810126,0.20240963855421687
51,1,0.20240963855421687,0.20240963855421687
51,2,0.20240963855421687,0.20240963855421687
51,3,0.208955223880597,0.20240963855421687
51,4,0.20240963855421687,0.20240963855421687
51,5,0.20689655172413793,0.20240963855421687
51,6,0.20240963855421687,0.20240963855421687
51,7,0.20689655172413793,0.20240963855421687
51,8,0.20537897310513448,0.20240963855421687
51,9,0.20689655172413793,0.20240963855421687
52,0,1.3669064748201438,1.3669064748201438
52,1,1.3768115942028984,1.3669064748201438
52,2,1.3669064748201438,1.3669064748201438
52,3,1.3868613138686132,1.3669064748201438
52,4,1.3669064748201438,1.3669064748201438
52,5,1.3768115942028984,1.3669064748201438
52,6,1.3768115942028984,1.3669064748201438
52,7,1.3669064748201438,1.3669064748201438
52,8,1.40625,1.3669064748201438
52,9,1.3669064748201438,1.3669064748201438
53,0,0.572463768115942,0.572463768115942
53,1,0.5851851851851851,0.572463768115942
53,2,0.572463768115942,0.572463768115942
53,3,0.5808823529411765,0.572463768115942
53,4,0.5808823529411765,0.572463768115942
53,5,0.6030534351145038,0.572463768115942
53,6,0.572463768115942,0.572463768115942
53,7,0.5851851851851851,0.572463768115942
53,8,0.5808823529411765,0.572463768115942
53,9,0.5808823529411765,0.572463768115942
54,0,0.4014423076923077,0.40240963855421685
54,1,0.4014423076923077,0.40240963855421685
54,2,0.40240963855421685,0.40240963855421685
54,3,0.4014423076923077,0.40240963855421685
54,4,0.4014423076923077,0.40240963855421685
54,5,0.40240963855421685,0.40240963855421685
54,6,0.4014423076923077,0.40240963855421685
54,7,0.4014423076923077,0.40240963855421685
54,8,0.40240963855421685,0.40240963855421685
54,9,0.4014423076923077,0.40240963855421685
55,0,0.5213675213675214,0.5213675213675214
55,1,0.5213675213675214,0.5213675213675214
55,2,0.5258620689655172,0.5213675213675214
55,3,0.5258620689655172,0.5213675213675214
55,4,0.5213675213675214,0.5213675213675214
55,5,0.5213675213675214,0.5213675213675214
55,6,0.5258620689655172,0.5213675213675214
55,7,0.5213675213675214,0.5213675213675214
55,8,0.5213675213675214,0.5213675213675214
55,9,0.5213675213675214,0.5213675213675214
56,0,0.3878787878787879,0.3033175355450237
56,1,0.3062200956937799,0.3033175355450237
56,2,0.3033175355450237,0.3033175355450237
56,3,0.29767441860465116,0.3033175355450237
56,4,0.2796208530805687,0.3033175355450237
56,5,0.2744186046511628,0.3033175355450237
56,6,0.2909090909090909,0.3033175355450237
56,7,0.3033175355450237,0.3033175355450237
56,8,0.3062200956937799,0.3033175355450237
56,9,0.29767441860465116,0.3033175355450237
57,0,0.1095890410958904,0.10617283950617284
57,1,0.10789473684210527,0.10617283950617284
57,2,0.11315789473684211,0.10617283950617284
57,3,0.10513447432762836,0.10617283950617284
57,4,0.10526315789473684,0.10617283950617284
57,5,0.11315789473684211,0.10617283950617284
57,6,0.10617283950617284,0.10617283950617284
57,7,0.10789473684210527,0.10617283950617284
57,8,0.11315789473684211,0.10617283950617284
57,9,0.10513447432762836,0.10617283950617284
58,0,0.9693877551020408,0.9126984126984127
58,1,1.0360360360360361,0.9126984126984127
58,2,1.0360360360360361,0.9126984126984127
58,3,1.0648148148148149,0.9126984126984127
58,4,1.1734693877551021,0.9126984126984127
58,5,1.010204081632653,0.9126984126984127
58,6,0.9693877551020408,0.9126984126984127
58,7,0.9523809523809523,0.9126984126984127
58,8,0.9285714285714286,0.9126984126984127
58,9,0.9693877551020408,0.9126984126984127
59,0,0.4787234042553192,0.5251141552511416
59,1,0.5251141552511416,0.5251141552511416
59,2,0.515695067264574,0.5251141552511416
59,3,0.4787234042553192,0.5251141552511416
59,4,0.4371584699453552,0.5251141552511416
59,5,0.42124542124542125,0.5251141552511416
59,6,0.42124542124542125,0.5251141552511416
59,7,0.425531914893617,0.5251141552511416
59,8,0.4371584699453552,0.5251141552511416
59,9,0.42124542124542125,0.5251141552511416
60,0,0.35786802030456855,0.3884297520661157
60,1,0.3884297520661157,0.3884297520661157
60,2,0.35786802030456855,0.3884297520661157
60,3,0.35786802030456855,0.3884297520661157
60,4,0.40988372093023256,0.3884297520661157
60,5,0.35786802030456855,0.3884297520661157
60,6,0.35786802030456855,0.3884297520661157
60,7,0.35786802030456855,0.3884297520661157
60,8,0.3884297520661157,0.3884297520661157
60,9,0.35786802030456855,0.3884297520661157
61,0,1.704,1.7317073170731707
61,1,1.7317073170731707,1.7317073170731707
61,2,1.704,1.7317073170731707
61,3,1.7899159663865547,1.7317073170731707
61,4,1.704,1.7317073170731707
61,5,1.704,1.7317073170731707
61,6,1.704,1.7317073170731707
61,7,1.7317073170731707,1.7317073170731707
61,8,1.704,1.7317073170731707
61,9,1.704,1.7317073170731707
62,0,0.8158995815899581,0.8117154811715481
62,1,0.8117154811715481,0.8117154811715481
62,2,0.8117154811715481,0.8117154811715481
62,3,0.8158995815899581,0.8117154811715481
62,4,0.97,0.8117154811715481
62,5,0.7959183673469388,0.8117154811715481
62,6,0.8325581395348837,0.8117154811715481
62,7,0.8628318584070797,0.8117154811715481
62,8,0.97,0.8117154811715481
62,9,0.8628318584070797,0.8117154811715481
63,0,0.5,0.5
63,1,0.5,0.5
63,2,0.5,0.5
63,3,0.5,0.5
63,4,0.5276381909547738,0.5
63,5,0.5,0.5
63,6,0.5833333333333334,0.5
63,7,0.554089709762533,0.5
63,8,0.554089709762533,0.5
63,9,0.5,0.5
64,0,0.5036496350364964,0.49640287769784175
64,1,0.49640287769784175,0.49640287769784175
64,2,0.49640287769784175,0.49640287769784175
64,3,0.49640287769784175,0.49640287769784175
64,4,0.5111111111111111,0.49640287769784175
64,5,0.49640287769784175,0.49640287769784175
64,6,0.49640287769784175,0.49640287769784175
64,7,0.49640287769784175,0.49640287769784175
64,8,0.49640287769784175,0.49640287769784175
64,9,0.49640287769784175,0.49640287769784175
65,0,0.25475285171102663,0.250936329588015
65,1,0.250936329588015,0.250936329588015
65,2,0.29004329004329005,0.250936329588015
65,3,0.28270042194092826,0.250936329588015
65,4,0.250936329588015,0.250936329588015
65,5,0.250936329588015,0.250936329588015
65,6,0.250936329588015,0.250936329588015
