#id,fairspan_max_span,ndpso_avg_max_span,ndpso_min_max_span,ndpso_max_max_span,fairspan_total_time,ndpso_avg_pre_time,ndpso_min_pre_time,ndpso_max_pre_time,ndpso_avg_post_time,ndpso_min_post_time,ndpso_max_post_time,ndpso_avg_total_time,ndpso_amin_total_time,ndpso_max_total_time
1,0.3333333333,0.3333333333,0.3333333333,0.3333333333,2,1131.5,847,3377,0,0,0,1131.5,847,3377
2,0.1433691756,0.1433691756,0.1433691756,0.1433691756,1,1221.1,865,4009,0.1,0,1,1221.2,865,4009
3,0.0315533981,0.0315533981,0.0315533981,0.0315533981,0,931.3,901,970,0,0,0,931.3,901,970
4,0.5955882353,0.6024079479,0.5955882353,0.6183206107,1,874.7,813,954,0,0,0,874.7,813,954
5,0.2915129151,0.2915129151,0.2915129151,0.2915129151,0,899.9,818,1200,0,0,0,899.9,818,1200
6,0.2385542169,0.2385542169,0.2385542169,0.2385542169,0,914.4,840,1225,0,0,0,914.4,840,1225
7,1.0078740157,1.0078740157,1.0078740157,1.0078740157,0,900.3,835,1075,0,0,0,900.3,835,1075
8,0.2454212454,0.2469491598,0.2454212454,0.2607003891,0,874.2,826,1004,0,0,0,874.2,826,1004
9,0.0487804878,0.0488899702,0.0487804878,0.0498753117,0,922.7,896,949,0,0,0,922.7,896,949
10,0.3695652174,0.3695652174,0.3695652174,0.3695652174,1,1747.7,1656,1840,0,0,0,1747.7,1656,1840
11,0.0301886792,0.0301886792,0.0301886792,0.0301886792,1,1694.3,1621,1810,0,0,0,1694.3,1621,1810
12,0.0428571429,0.0431388421,0.0428571429,0.04400978,0,1743.1,1659,1895,0.1,0,1,1743.2,1659,1895
13,0.6592592593,0.6617948718,0.6592592593,0.6846153846,0,1651,1580,1722,0,0,0,1651,1580,1722
14,0.4631147541,0.4778973819,0.4631147541,0.4913793103,0,1649.6,1448,1801,0,0,0,1649.6,1448,1801
15,0.3365617433,0.3377426617,0.3365617433,0.3483709273,1,1744.5,1686,1827,0,0,0,1744.5,1686,1827
16,1.648,1.6546451613,1.648,1.6612903226,0,1711.4,1585,1817,0,0,0,1711.4,1585,1817
17,0.7463768116,0.7503650846,0.7463768116,0.786259542,0,1686.7,1586,1776,0,0,0,1686.7,1586,1776
18,0.2547619048,0.2570433547,0.2547619048,0.2661691542,0,1738.5,1570,1962,0,0,0,1738.5,1570,1962
19,0.3649635036,0.369354042,0.3649635036,0.3759398496,0,1927,1776,2081,0,0,0,1927,1776,2081
20,0.0647482014,0.0651039608,0.0647482014,0.0659340659,0,2035.4,1802,3179,0,0,0,2035.4,1802,3179
21,0.1317073171,0.1328818219,0.1317073171,0.137755102,0,2174.6,1923,3189,0,0,0,2174.6,1923,3189
22,0.6861313869,0.6886539287,0.6861313869,0.6911764706,1,2060.1,1840,3107,0,0,0,2060.1,1840,3107
23,0.1433691756,0.1436292843,0.1433691756,0.1454545455,0,2050.1,1792,3012,0,0,0,2050.1,1792,3012
24,0.2725060827,0.2726390125,0.2725060827,0.2731707317,1,2061.8,1870,2521,0,0,0,2061.8,1870,2521
25,1.0364963504,1.0703323629,1.0364963504,1.1181102362,0,1935.9,1730,2261,0,0,0,1935.9,1730,2261
26,0.4802867384,0.4830811339,0.4802867384,0.4872727273,0,1891.5,1774,1977,0,0,0,1891.5,1774,1977
27,0.1294964029,0.1300467626,0.1294964029,0.135,0,2015.2,1916,2160,0,0,0,2015.2,1916,2160
28,0.4511278195,0.4561403509,0.4511278195,0.4761904762,0,721.2,673,768,0,0,0,721.2,673,768
29,0.2816326531,0.2679245283,0.2641509434,0.3018867925,0,745.5,720,797,0,0,0,745.5,720,797
30,0.2110091743,0.1835106383,0.1835106383,0.1835106383,0,723.2,697,765,0,0,0,723.2,697,765
31,1.1834862385,1.231565367,1.1834862385,1.34375,0,785.4,714,1154,0,0,0,785.4,714,1154
32,0.520295203,0.5362361624,0.520295203,0.6,0,740.1,698,803,0,0,0,740.1,698,803
33,0.3559322034,0.3348016636,0.3324538259,0.3559322034,0,805.8,754,1039,0,0,0,805.8,754,1039
34,0.9618320611,0.9618320611,0.9618320611,0.9618320611,0,853.1,736,1207,0,0,0,853.1,736,1207
35,0.7851851852,0.773236715,0.768115942,0.7851851852,0,771.8,697,1097,0,0,0,771.8,697,1097
36,0.376344086,0.3425719198,0.3341288783,0.376344086,1,797.1,741,961,0,0,0,797.1,741,961
37,0.3237410072,0.3369326645,0.3237410072,0.3488372093,1,2431.3,2242,2719,0,0,0,2431.3,2242,2719
38,0.2173913043,0.2217056144,0.2173913043,0.233463035,0,2447.9,2183,2881,0,0,0,2447.9,2183,2881
39,0.0880195599,0.0880411333,0.0880195599,0.0882352941,0,2615.7,2166,3689,0,0,0,2615.7,2166,3689
40,0.4782608696,0.4877972061,0.4782608696,0.5196850394,1,2515.7,2214,3383,0.1,0,1,2515.8,2214,3383
41,0.3561151079,0.3645786801,0.3561151079,0.3764258555,1,2389.6,2174,2639,0,0,0,2389.6,2174,2639
42,0.3174224344,0.3191103986,0.3174224344,0.3236009732,1,2361.2,2171,2739,0,0,0,2361.2,2171,2739
43,1.2446043165,1.2565283851,1.2446043165,1.2814814815,0,2661.2,2302,3534,0,0,0,2661.2,2302,3534
44,0.7184115523,0.7436286713,0.7184115523,0.7595419847,0,2520.3,2285,3307,0,0,0,2520.3,2285,3307
45,0.3595238095,0.3602985226,0.3595238095,0.3621103118,0,2475.8,2297,2773,0,0,0,2475.8,2297,2773
46,0.4671532847,0.4753101293,0.4671532847,0.4885496183,1,2610.1,2385,2768,0,0,0,2610.1,2385,2768
47,0.1612903226,0.1630694037,0.1612903226,0.1666666667,0,2748.8,2542,3026,0,0,0,2748.8,2542,3026
48,0.1145584726,0.1183417995,0.1145584726,0.1253263708,1,2485.1,2301,2874,0,0,0,2485.1,2301,2874
49,0.4592592593,0.4768402778,0.4592592593,0.484375,1,2725.5,2521,2868,0,0,0,2725.5,2521,2868
50,0.5018050542,0.5108547009,0.5091575092,0.5148148148,1,2410.4,2228,2812,0,0,0,2410.4,2228,2812
51,0.2024096386,0.2052610907,0.2024096386,0.2089552239,1,2545.9,2303,2795,0,0,0,2545.9,2303,2795
52,1.3669064748,1.3738400584,1.3669064748,1.3768115942,0,2452.8,2225,2799,0,0,0,2452.8,2225,2799
53,0.5724637681,0.577533627,0.5724637681,0.5851851852,1,2562.2,2355,2874,0,0,0,2562.2,2355,2874
54,0.4024096386,0.401732507,0.4014423077,0.4024096386,0,2717.7,2532,2920,0,0,0,2717.7,2532,2920
55,0.5213675214,0.5251245881,0.5213675214,0.5454545455,0,1668.4,1424,2412,0,0,0,1668.4,1424,2412
56,0.3033175355,0.2971969306,0.2744186047,0.3033175355,0,1551.4,1406,2259,0,0,0,1551.4,1406,2259
57,0.1061728395,0.1081619775,0.1051344743,0.1131578947,0,1551.7,1449,1825,0,0,0,1551.7,1449,1825
58,0.9126984127,1.0406329799,0.8918918919,1.2857142857,1,1576,1458,2218,0,0,0,1576,1458,2218
59,0.5251141553,0.4673670135,0.4212454212,0.5156950673,0,1548.2,1481,1613,0,0,0,1548.2,1481,1613
60,0.3884297521,0.3639803667,0.3578680203,0.3884297521,0,1535.6,1437,1861,0,0,0,1535.6,1437,1861
61,1.7317073171,1.7123121951,1.704,1.7317073171,0,1499.1,1378,1630,0,0,0,1499.1,1378,1630
62,0.8117154812,0.8673579565,0.7918367347,0.97,0,1515,1451,1609,0,0,0,1515,1451,1609
63,0.5,0.5144787261,0.5,0.527638191,1,1581.8,1419,2282,0,0,0,1581.8,1419,2282
64,0.4964028777,0.4971275534,0.4964028777,0.503649635,1,2929.4,2609,4434,0,0,0,2929.4,2609,4434
65,0.2509363296,0.2571293491,0.2509363296,0.2827004219,1,2715.2,2298,2905,0,0,0,2715.2,2298,2905
66,0.1073170732,0.1107583732,0.1073170732,0.1173333333,0,2755.7,2567,2998,0,0,0,2755.7,2567,2998
67,0.8120300752,0.8441720986,0.8120300752,0.9327731092,1,3161.1,2781,4364,0,0,0,3161.1,2781,4364
68,0.2688172043,0.2836832886,0.2688172043,0.2988047809,1,2839,2496,4053,0,0,0,2839,2496,4053
69,0.3479381443,0.3564172422,0.3505154639,0.3798882682,1,2997.3,2782,3321,0,0,0,2997.3,2782,3321
70,1.3043478261,1.3861991161,1.3333333333,1.44,1,2754.3,2479,3488,0,0,0,2754.3,2479,3488
71,0.695970696,0.7085457153,0.695970696,0.7169811321,0,2966.4,2638,3877,0,0,0,2966.4,2638,3877
72,0.4400977995,0.4789333571,0.4400977995,0.5980066445,0,2798.3,2429,3697,0,0,0,2798.3,2429,3697
73,0.3059701493,0.3162659208,0.3059701493,0.3333333333,1,3402.6,2930,3636,0.1,0,1,3402.7,2930,3636
74,0.2564102564,0.2697759583,0.2564102564,0.2857142857,1,3339.2,3023,3632,0,0,0,3339.2,3023,3632
75,0.1696658098,0.1706606164,0.1621621622,0.1946902655,1,3544.5,3233,3881,0,0,0,3544.5,3233,3881
76,1.0303030303,1.0299905313,1.0074074074,1.088,1,3552.2,3291,3784,0,0,0,3552.2,3291,3784
77,0.3308550186,0.3347273441,0.3201438849,0.3436293436,1,3613.7,3265,3759,0,0,0,3613.7,3265,3759
78,0.2804878049,0.2820430366,0.2798053528,0.2918781726,1,3484.8,2943,4008,0,0,0,3484.8,2943,4008
79,1.2426470588,1.3002731092,1.2426470588,1.4083333333,0,3762,3077,5740,0,0,0,3762,3077,5740
80,0.7634408602,0.8139541954,0.7722007722,0.9152542373,1,3957.1,3210,5627,0.1,0,1,3957.2,3210,5627
81,0.3316708229,0.3433296772,0.3266832918,0.3855072464,1,3714,3250,5444,0,0,0,3714,3250,5444
91,2.6030927835,2.4219767893,2.3677419355,2.4587628866,0,3150.3,3021,4161,0,0,0,3150.3,3021,4161
92,0.9536178108,0.9403258558,0.9,0.9897260274,0,3015.9,2973,3063,0.1,0,1,3016,2973,3064
93,0.7582822086,0.6831218988,0.6666666667,0.7129770992,1,3079.7,2994,3647,0,0,0,3079.7,2994,3647
94,5.3444444444,5.1666630167,5.0227272727,5.4537815126,0,3221.8,2973,4632,0,0,0,3221.8,2973,4632
95,2.0804289544,2.1266852223,2.0804289544,2.2041884817,1,3056,3024,3078,0,0,0,3056,3024,3078
96,1.4747474747,1.4064248211,1.3182527301,1.5508474576,0,3160.1,2954,4595,0,0,0,3160.1,2954,4595
97,8.2186046512,8.1840535961,7.9395348837,8.625,0,3627.5,2875,10066,0.1,0,1,3627.6,2875,10067
98,1.0983981693,1.0989902751,1.0639431616,1.1485148515,1,3401.2,3005,4665,0.2,0,1,3401.4,3005,4666
99,2.0284900285,1.9866356408,1.9439252336,2.0484330484,0,3261.4,3023,4181,0,0,0,3261.4,3023,4181
100,1.8612244898,1.7233736133,1.6258503401,1.9047619048,0,3395.9,3122,4835,0.1,0,1,3396,3122,4836
101,0.7217391304,0.7343973846,0.712477396,0.7644710579,0,3323.5,3099,4737,0,0,0,3323.5,3099,4737
102,0.6307922272,0.5272377904,0.5013550136,0.5531914894,0,3303.6,3075,4786,0,0,0,3303.6,3075,4786
103,3.3614035088,3.515032414,3.1290322581,3.8064516129,0,3124.9,3024,3433,0,0,0,3124.9,3024,3433
104,1.3230174081,1.3145799544,1.2520325203,1.4119922631,0,3155.9,3009,3416,0,0,0,3155.9,3009,3416
105,1.5078125,1.5111642471,1.4568690096,1.6395348837,0,3191.9,3046,3699,0,0,0,3191.9,3046,3699
106,5.7945205479,5.7836227558,5.5227272727,6.2054794521,0,3229.1,3097,4016,0.1,0,1,3229.2,3097,4017
107,1.890625,1.9313852706,1.8319327731,2.154589372,0,3222.4,3101,3613,0,0,0,3222.4,3101,3613
108,1.2258543834,1.1104389167,1.0427586207,1.2263681592,0,3185.5,3109,3505,0,0,0,3185.5,3109,3505
109,8.8125,8.8020833333,8.8020833333,8.8020833333,1,5612.2,5558,5733,0,0,0,5612.2,5558,5733
110,3.3357664234,3.3327137546,3.3327137546,3.3327137546,0,5673.3,5578,6059,0,0,0,5673.3,5578,6059
111,2.8284182306,2.8135135135,2.8133848134,2.8146718147,0,5691.5,5550,6795,0,0,0,5691.5,5550,6795
112,19.6687116564,19.5766871166,19.5766871166,19.5766871166,0,5769.9,5566,6948,0,0,0,5769.9,5566,6948
113,46.8055555556,46.75,46.75,46.75,0,6057.4,5561,7629,0,0,0,6057.4,5561,7629
114,10.2696245734,10.2354948805,10.2354948805,10.2354948805,0,6028.5,5612,8605,0,0,0,6028.5,5612,8605
115,41.4107142857,41.4016,41.4,41.408,0,5697.6,5574,5943,0,0,0,5697.6,5574,5943
116,15.2675,15.2619826733,15.26,15.2673267327,0,5661.2,5528,6016,0,0,0,5661.2,5528,6016
117,12.5962059621,12.5571620986,12.5568862275,12.5582655827,0,5946.5,5554,7130,0.1,0,1,5946.6,5554,7130
118,4.014084507,4.094245098,3.9852941176,4.24,0,6551.7,6162,8171,0,0,0,6551.7,6162,8171
119,1.4357976654,1.4217712969,1.3929961089,1.4545454545,0,7039.5,6022,9631,0,0,0,7039.5,6022,9631
120,0.831185567,0.847921661,0.8296178344,0.872611465,0,7043.6,6104,9519,0,0,0,7043.6,6104,9519
121,4.1571428571,4.2415295595,4.1632653061,4.3469387755,0,6312.9,5987,8686,0,0,0,6312.9,5987,8686
122,3.32,3.3614040567,3.2719546742,3.490797546,0,6446.8,6004,7983,0,0,0,6446.8,6004,7983
123,1.7049469965,1.7024757521,1.6768292683,1.7296819788,1,6487.4,6007,8377,0,0,0,6487.4,6007,8377
124,7.9417040359,8.0997314653,7.8888888889,8.4200913242,1,6275.1,5978,7804,0,0,0,6275.1,5978,7804
125,3.3776223776,3.5156892519,3.3935926773,3.6034482759,0,6425.5,5928,9331,0,0,0,6425.5,5928,9331
126,3.8942891859,4.0314835855,3.9295261239,4.1698956781,0,6561.1,5953,8152,0,0,0,6561.1,5953,8152
127,2.5229681979,2.5673385777,2.4246575342,2.7387387387,1,6115.7,6050,6303,0,0,0,6115.7,6050,6303
128,1.4351005484,1.4861789003,1.4549763033,1.53,0,6163.4,6108,6283,0.1,0,1,6163.5,6108,6283
129,0.7923832924,0.7652098896,0.7468030691,0.7929155313,0,6352.4,6227,6720,0,0,0,6352.4,6227,6720
130,6.0630630631,6.1074647188,5.9774774775,6.2615384615,0,6147,6041,6445,0,0,0,6147,6041,6445
131,2.6735632184,2.7089587638,2.6241134752,2.8493975904,0,6216.4,6109,6363,0,0,0,6216.4,6109,6363
132,1.7097170972,1.8279085347,1.747645951,2,0,6274.7,6218,6371,0,0,0,6274.7,6218,6371
133,5.5833333333,5.8573293619,5.6363636364,6.0303030303,0,6418.1,6018,8312,0,0,0,6418.1,6018,8312
134,3.1148325359,3.1636488321,3.058,3.2536873156,0,6552.3,6163,8703,0,0,0,6552.3,6163,8703
135,3.5569007264,3.807917018,3.5423728814,4.08,0,6219.9,6057,7085,0,0,0,6219.9,6057,7085
145,6.6568627451,6.7415917282,6.6525096525,6.8146718147,0,15627.8,15300,16613,0.1,0,1,15627.9,15300,16613
146,3.4225092251,3.4496760299,3.4033412888,3.5,1,17421.8,15092,25008,0,0,0,17421.8,15092,25008
147,2.3572895277,2.3690421019,2.351039261,2.3956639566,0,17522.2,15094,25207,0,0,0,17522.2,15094,25207
148,17.9642857143,18.0860212258,17.9756097561,18.2596153846,0,15682.1,15161,17027,0.1,0,1,15682.2,15162,17027
149,6.0737179487,6.0573813366,6.0102040816,6.0929487179,0,15243.6,15129,15416,0.1,0,1,15243.7,15129,15416
150,3.3884057971,3.4100215503,3.3790983607,3.4631147541,0,15323.7,15081,15662,0,0,0,15323.7,15081,15662
151,17.827027027,18.0164846984,17.9052132701,18.3096446701,0,17199,14959,25271,0,0,0,17199,14959,25271
152,11.4878504673,11.6193478853,11.4833333333,11.8527777778,0,17345.6,15207,25348,0,0,0,17345.6,15207,25348
153,6.7243975904,6.8109877239,6.7494780793,6.9373695198,0,16059.6,15222,21162,0,0,0,16059.6,15222,21162
154,6.3295019157,6.3856606149,6.3214285714,6.4419642857,1,15748.9,15003,18217,0,0,0,15748.9,15003,18217
155,2.3553530752,2.3569743067,2.3421052632,2.3764478764,0,15690.9,15087,18466,0,0,0,15690.9,15087,18466
156,3.5743707094,3.5949805116,3.5737704918,3.6127946128,1,15753.8,15130,20122,0,0,0,15753.8,15130,20122
157,9.8052434457,9.9359298604,10,9.9935064935,0,15283.6,15113,15622,0,0,0,15283.6,15113,15622
158,8.3585858586,8.4475183033,8.3133903134,8.9230769231,0,15363,15247,15452,0.2,0,1,15363.2,15247,15452
159,4.5181422351,4.5901243914,4.5015151515,4.8945054945,0,15343.2,15194,15492,0.1,0,1,15343.3,15194,15492
160,17.7835051546,17.9746841725,17.8104265403,18.1990521327,0,15330.9,15242,15429,0.2,0,1,15331.1,15242,15429
161,8.9171075838,8.9951025033,8.897826087,9.1586956522,1,15298.2,15160,15553,0,0,0,15298.2,15160,15553
162,7.7328431373,7.9533383332,7.7836879433,8.410472973,0,15396.7,15172,16338,0.1,0,1,15396.8,15172,16338
163,2.6964285714,2.0720063025,1.8235294118,2.5378151261,0,906,886,931,0,0,0,906,886,931
164,0.3647959184,0.3262479509,0.3151618399,0.3396226415,0,922.7,885,1017,0.1,0,1,922.8,885,1018
165,0.4092261905,0.3977511855,0.3803596127,0.4092261905,0,908.3,878,985,0,0,0,908.3,878,985
166,1.7814569536,1.7491716496,1.7411003236,1.7814569536,0,912.1,883,931,0,0,0,912.1,883,931
167,1.7472527473,1.5261346226,1.4600638978,1.6483516484,0,917.5,906,933,0,0,0,917.5,906,933
168,0.5572715573,0.4737417943,0.4737417943,0.4737417943,0,924.8,865,1072,0,0,0,924.8,865,1072
169,5.2565055762,3.6557090909,3.5212121212,4.648,0,889.7,873,916,0,0,0,889.7,873,916
170,1.7747747748,1.4166703637,1.3067993367,1.6730360934,0,962.2,896,1323,0,0,0,962.2,896,1323
171,1.7713004484,1.3588191446,1.2135176651,1.6631578947,0,888.7,873,908,0,0,0,888.7,873,908
172,0.7755775578,0.7650357269,0.7605177994,0.7755775578,0,1532.2,1412,1623,0,0,0,1532.2,1412,1623
173,0.4143094842,0.4118441716,0.4115702479,0.4143094842,0,1687.3,1511,2517,0,0,0,1687.3,1511,2517
174,0.2863961814,0.2634118873,0.2625820569,0.2708803612,0,1626.6,1488,2349,0,0,0,1626.6,1488,2349
175,1.7649122807,1.699005526,1.6678200692,1.8357664234,0,1599,1427,2033,0,0,0,1599,1427,2033
176,0.9770114943,0.9576714047,0.953525641,0.9949832776,0,1482.9,1397,1591,0,0,0,1482.9,1397,1591
177,0.6216216216,0.6544138524,0.6216216216,0.7072570726,0,1493.7,1397,1617,0,0,0,1493.7,1397,1617
178,1.4983050847,1.4491803279,1.4491803279,1.4491803279,0,1532.6,1387,1743,0,0,0,1532.6,1387,1743
179,0.9147540984,0.9012218565,0.8928,0.9331103679,0,1433.4,1382,1539,0,0,0,1433.4,1382,1539
180,0.8535242291,0.8561632504,0.8442265795,0.874717833,0,1760,1493,2376,0,0,0,1760,1493,2376
181,0.9438943894,0.9533266497,0.9225806452,0.9828178694,0,1392,1244,2158,0,0,0,1392,1244,2158
182,0.4893964111,0.4929043224,0.4893964111,0.5244755245,0,1304.8,1231,1407,0,0,0,1304.8,1231,1407
183,0.2430406852,0.2301927195,0.2301927195,0.2301927195,0,1307.8,1217,1486,0,0,0,1307.8,1217,1486
184,2.3827160494,2.3529673409,2.2222222222,2.5144032922,0,1439.5,1353,1798,0,0,0,1439.5,1353,1798
185,1,1.0049157239,0.9625668449,1.0650887574,0,1393.7,1297,1491,0,0,0,1393.7,1297,1491
186,0.6397379913,0.6357443961,0.6321467098,0.6425438596,0,1468.3,1318,1923,0,0,0,1468.3,1318,1923
187,2.7612903226,2.8514622359,2.7612903226,2.9115646259,0,1534.2,1206,2075,0,0,0,1534.2,1206,2075
188,0.8175313059,0.7503441424,0.7335473515,0.8175313059,0,1384.7,1270,1667,0,0,0,1384.7,1270,1667
189,1.0033745782,0.9716114959,0.9570815451,0.9812981298,0,1306,1235,1382,0,0,0,1306,1235,1382
190,1.4765100671,0.8951312862,0.8666666667,0.9285714286,1,1296.2,1284,1317,0,0,0,1296.2,1284,1317
191,1.0364464692,0.915541242,0.8857142857,0.9430051813,0,1306.4,1271,1447,0,0,0,1306.4,1271,1447
192,0.684287812,0.5678964267,0.5259593679,0.6157760814,0,1428.2,1263,1788,0.1,0,1,1428.3,1263,1788
193,3.5868263473,2.7659054345,2.615720524,2.8660287081,1,1398.1,1315,1528,0,0,0,1398.1,1315,1528
194,1.9089403974,1.5632456832,1.4360465116,1.6440397351,0,1353.7,1266,1550,0,0,0,1353.7,1266,1550
195,0.8744460857,0.8425362416,0.7894736842,0.9202363368,0,1423.6,1319,1926,0,0,0,1423.6,1319,1926
196,5.3861788618,4.8431203634,4.7276422764,5.1260162602,1,1290.7,1271,1317,0,0,0,1290.7,1271,1317
197,3.3992673993,2.9256059188,2.8047058824,3.0352941176,0,1361.1,1332,1469,0,0,0,1361.1,1332,1469
198,2.5965250965,2.3902818231,2.3626373626,2.4855491329,0,1315.8,1264,1486,0,0,0,1315.8,1264,1486
199,0.7966666667,0.7802723975,0.766025641,0.8184931507,1,2172.7,1925,3249,0,0,0,2172.7,1925,3249
200,0.52,0.5123945432,0.4894366197,0.5461689587,0,2033.6,1867,2708,0,0,0,2033.6,1867,2708
201,0.3712121212,0.3238786395,0.2965367965,0.3455233291,0,2148.3,1972,2634,0,0,0,2148.3,1972,2634
202,1.9808306709,1.9844713575,1.945686901,2.023255814,0,2084.2,1912,2472,0.1,0,1,2084.3,1912,2472
203,1.0039761431,0.9682708872,0.8651877133,1.0673684211,0,2105.2,1890,2673,0,0,0,2105.2,1890,2673
204,0.7604035309,0.7117880466,0.7036172695,0.7604035309,1,2196.1,2017,3047,0,0,0,2196.1,2017,3047
205,3.2369477912,2.7394663107,2.7138047138,2.8201754386,0,2126.2,1991,2224,0,0,0,2126.2,1991,2224
206,1.3424437299,1.3418627379,1.336,1.368852459,0,2046.6,1955,2239,0,0,0,2046.6,1955,2239
207,0.9596100279,0.9226894417,0.8648275862,1.0555555556,1,2093.8,1961,2326,0,0,0,2093.8,1961,2326
208,1.1406844106,1.1033241541,1.0033444816,1.244813278,0,1903.9,1707,2755,0,0,0,1903.9,1707,2755
209,0.6191446029,0.5748667183,0.5143824027,0.6560509554,0,1935.9,1699,2746,0,0,0,1935.9,1699,2746
210,0.3490566038,0.3379684995,0.3196544276,0.3605359318,0,2020.9,1890,2479,0,0,0,2020.9,1890,2479
211,1.6197183099,1.5602394357,1.5231788079,1.6197183099,0,1932,1806,2067,0,0,0,1932,1806,2067
212,1.3350253807,1.1430457746,1.0684104628,1.2544642857,0,2226.2,1759,3053,0,0,0,2226.2,1759,3053
213,0.5354239257,0.5096315646,0.5016322089,0.5150837989,0,2001.7,1861,2852,0,0,0,2001.7,1861,2852
214,3.088,2.9387985021,2.8278388278,3.088,1,2202.5,1897,3021,0,0,0,2202.5,1897,3021
215,1.466796875,1.3381541949,1.2231270358,1.466796875,0,2033.9,1865,2470,0,0,0,2033.9,1865,2470
216,0.9752688172,0.9808022573,0.964893617,1.0721040189,0,1970,1842,2459,0,0,0,1970,1842,2459
217,4.0430107527,3.6766861082,3.6260162602,3.8048780488,0,2406.7,2130,3080,0,0,0,2406.7,2130,3080
218,0.9594155844,0.9160325619,0.9057471264,0.9373776908,0,2369.3,2138,3230,0,0,0,2369.3,2138,3230
219,0.7694174757,0.7533452259,0.7348754448,0.7793594306,0,2370.2,2107,3017,0,0,0,2370.2,2107,3017
220,5.5177664975,5.1964771719,5.0571428571,5.3350253807,0,2260.8,2129,2993,0,0,0,2260.8,2129,2993
221,3.1568228106,2.884224938,2.8249158249,2.9898167006,0,2186.2,2149,2225,0.1,0,1,2186.3,2149,2225
222,1.6058020478,1.5570263166,1.4833729216,1.6036585366,0,2143.5,2113,2231,0,0,0,2143.5,2113,2231
223,6.0863636364,6.0974500246,5.8954545455,6.2841530055,0,2433.6,2146,3252,0,0,0,2433.6,2146,3252
224,5.9608610568,5.3151435629,5.1663405088,5.4970645793,0,2191.6,2163,2233,0.1,0,1,2191.7,2163,2233
225,7.2707581227,6.8350745332,6.6344086022,7.1044776119,0,2312.5,2172,3042,0,0,0,2312.5,2172,3042
226,1.2201834862,1.1052212599,0.9925373134,1.2706422018,0,3473.8,3019,4878,0,0,0,3473.8,3019,4878
227,0.5610972569,0.4653252703,0.3920265781,0.5610972569,0,3194.2,3131,3388,0,0,0,3194.2,3131,3388
228,0.4738095238,0.3947882611,0.3511904762,0.4331864905,0,3393.2,2947,4543,0.2,0,1,3393.4,2947,4543
229,2.3373015873,2.2650081222,2.1263537906,2.5497835498,0,3528.5,3085,4805,0,0,0,3528.5,3085,4805
230,1.0125448029,1.0267918714,0.974,1.2840909091,0,3162,3051,3327,0,0,0,3162,3051,3327
231,0.9156769596,0.7353567964,0.6284454245,0.8117977528,0,3363.2,3066,4582,0,0,0,3363.2,3066,4582
232,2.8745519713,2.982791501,2.8178694158,3.2774566474,0,3404.3,3106,4522,0,0,0,3404.3,3106,4522
233,2.3571428571,2.1106553341,1.9060402685,2.4193548387,0,3239.3,3087,3714,0,0,0,3239.3,3087,3714
234,1.2352071006,0.9436448966,0.8997844828,1.0245398773,0,3160.3,3005,3284,0,0,0,3160.3,3005,3284
235,1.2633928571,1.2264117078,1.0769230769,1.4362745098,0,3419.8,3116,4625,0,0,0,3419.8,3116,4625
236,0.6818181818,0.6243222645,0.5043103448,0.681122449,0,3234.6,3131,3316,0,0,0,3234.6,3131,3316
237,0.358560794,0.3429718451,0.3193370166,0.358560794,0,3185.9,3135,3252,0,0,0,3185.9,3135,3252
238,2.2398648649,2.0491802944,1.7940199336,2.5,0,3125.3,3024,3220,0,0,0,3125.3,3024,3220
239,0.891651865,0.9019577422,0.8019169329,1.0141414141,0,3187.4,3088,3314,0,0,0,3187.4,3088,3314
240,0.7733333333,0.7614558433,0.6756152125,0.8345323741,0,3100,2948,3543,0,0,0,3100,2948,3543
241,3.6865671642,4.0952533534,3.6163265306,4.5435897436,0,3127.7,3077,3226,0,0,0,3127.7,3077,3226
242,2.038147139,2.081780687,1.7548806941,2.4523160763,0,3275.4,3109,4314,0,0,0,3275.4,3109,4314
243,1.8040540541,1.4384389742,1.175257732,1.6585365854,0,3026.2,2866,3408,0,0,0,3026.2,2866,3408
244,0.0357142857,0.0357142857,0.0357142857,0.0357142857,0,585.4,578,594,0,0,0,585.4,578,594
245,0.219047619,0.219047619,0.219047619,0.219047619,0,582.6,576,592,0,0,0,582.6,576,592
246,0.14,0.14,0.14,0.14,0,560.3,553,566,0,0,0,560.3,553,566
247,0.7678571429,0.7678571429,0.7678571429,0.7678571429,0,599.5,593,605,0,0,0,599.5,593,605
248,0.3628318584,0.3628318584,0.3628318584,0.3628318584,0,590.6,570,712,0,0,0,590.6,570,712
249,0.2865497076,0.2865497076,0.2865497076,0.2865497076,0,711.5,593,1019,0,0,0,711.5,593,1019
250,0.1964285714,0.1964285714,0.1964285714,0.1964285714,0,591.7,583,601,0,0,0,591.7,583,601
251,0.7217391304,0.7217391304,0.7217391304,0.7217391304,0,608.7,587,698,0,0,0,608.7,587,698
252,0.5317919075,0.5317919075,0.5317919075,0.5317919075,0,607.3,600,615,0,0,0,607.3,600,615
253,0.3684210526,0.3697368421,0.3684210526,0.375,0,1700,1660,1831,0,0,0,1700,1660,1831
254,0.203539823,0.2040949316,0.203539823,0.2090909091,0,1731.5,1710,1804,0,0,0,1731.5,1710,1804
255,0.0941176471,0.094173338,0.0941176471,0.0946745562,0,1769.6,1720,1787,0,0,0,1769.6,1720,1787
