#id,fairspan_max_span,ndpso_avg_max_span,ndpso_min_max_span,ndpso_max_max_span,fairspan_total_time,ndpso_avg_pre_time,ndpso_min_pre_time,ndpso_max_pre_time,ndpso_avg_post_time,ndpso_min_post_time,ndpso_max_post_time,ndpso_avg_total_time,ndpso_amin_total_time,ndpso_max_total_time
1259,2.3841463415,2.3841463415,2.3841463415,2.3841463415,0,6624.1,6601,6685,0,0,0,6624.1,6601,6685
1260,3.848,3.848,3.848,3.848,0,6570.6,6507,6688,0,0,0,6570.6,6507,6688
1261,3.5555555556,3.5555555556,3.5555555556,3.5555555556,0,6604.9,6550,6687,0,0,0,6604.9,6550,6687
1262,1.0432098765,1.0432098765,1.0432098765,1.0432098765,0,6671.3,6637,6720,0,0,0,6671.3,6637,6720
1263,1.1860465116,1.1860465116,1.1860465116,1.1860465116,0,7803.5,6646,10429,0,0,0,7803.5,6646,10429
1264,4.0217391304,4.0217391304,4.0217391304,4.0217391304,0,6649.3,6581,6768,0,0,0,6649.3,6581,6768
1265,3.537037037,3.537037037,3.537037037,3.537037037,0,7625.7,6556,10378,0,0,0,7625.7,6556,10378
1266,1.0080645161,1.0080645161,1.0080645161,1.0080645161,0,6614.5,6550,6667,0,0,0,6614.5,6550,6667
1267,5.8805970149,5.8805970149,5.8805970149,5.8805970149,0,6617.3,6535,6692,0,0,0,6617.3,6535,6692
1268,2.3362831858,2.3362831858,2.3362831858,2.3362831858,0,6621.2,6547,6911,0,0,0,6621.2,6547,6911
1269,3.2617449664,3.2617449664,3.2617449664,3.2617449664,0,6574.3,6515,6683,0,0,0,6574.3,6515,6683
1279,5.7209302326,5.7209302326,5.7209302326,5.7209302326,0,9310.8,9223,9422,0,0,0,9310.8,9223,9422
1280,1.2528735632,1.2528735632,1.2528735632,1.2528735632,0,9376.7,9258,9521,0,0,0,9376.7,9258,9521
1281,0.9345794393,0.9345794393,0.9345794393,0.9345794393,0,10464.4,9351,14139,0,0,0,10464.4,9351,14139
1282,5.0449438202,5.0449438202,5.0449438202,5.0449438202,0,9432.1,9317,9634,0.1,0,1,9432.2,9317,9634
1283,1.8059701493,1.8059701493,1.8059701493,1.8059701493,0,9480.3,9265,10574,0.1,0,1,9480.4,9265,10574
1284,1.5083798883,1.5083798883,1.5083798883,1.5083798883,0,9477.5,9282,10042,0,0,0,9477.5,9282,10042
1285,8.4166666667,8.4166666667,8.4166666667,8.4166666667,1,10268.4,9216,14635,0,0,0,10268.4,9216,14635
1286,4.5588235294,4.5588235294,4.5588235294,4.5588235294,0,9382.8,9288,9477,0,0,0,9382.8,9288,9477
1287,3.2426778243,3.2426778243,3.2426778243,3.2426778243,0,9405,9308,9483,0,0,0,9405,9308,9483
1288,6,6,6,6,0,9319.7,9254,9395,0,0,0,9319.7,9254,9395
1289,1.1805555556,1.1805555556,1.1805555556,1.1805555556,0,10491.8,9306,14533,0,0,0,10491.8,9306,14533
1290,0.7935779817,0.7935779817,0.7935779817,0.7935779817,0,9327.4,9267,9386,0.1,0,1,9327.5,9267,9386
1291,3.82,3.8,3.8,3.8,0,10304.3,9247,14722,0,0,0,10304.3,9247,14722
1292,4.0842105263,4.0842105263,4.0842105263,4.0842105263,0,10762.5,9215,13091,0.1,0,1,10762.6,9215,13091
1293,2.55,2.55,2.55,2.55,0,9383,9255,9921,0,0,0,9383,9255,9921
1294,8.021978022,8.0263736264,8.021978022,8.0549450549,0,9300.2,9204,9402,0,0,0,9300.2,9204,9402
1295,3.8987341772,3.8987341772,3.8987341772,3.8987341772,0,9296.9,9204,9447,0,0,0,9296.9,9204,9447
1296,4.6333333333,4.6333333333,4.6333333333,4.6333333333,0,10312.6,9203,13757,0,0,0,10312.6,9203,13757
1297,2.3538461538,2.3048895296,2.1891891892,2.3861386139,0,2148.6,2125,2175,0,0,0,2148.6,2125,2175
1298,1.2091503268,1.0215180456,0.9945945946,1.0392156863,0,2149.3,2116,2184,0,0,0,2149.3,2116,2184
1299,0.768,0.7304069435,0.7037037037,0.8082191781,0,2132.9,2107,2162,0,0,0,2132.9,2107,2162
1300,4.4693877551,3.8644539536,3.7258064516,3.9516129032,0,2150.4,2114,2213,0,0,0,2150.4,2114,2213
1301,3.0760869565,2.83729452,2.6989247312,3.0119047619,0,2114.3,2095,2150,0,0,0,2114.3,2095,2150
1302,1.9604743083,1.8293467769,1.7865612648,1.8867924528,0,2140.2,2098,2166,0,0,0,2140.2,2098,2166
1303,7.9270833333,6.7991619177,6.6133333333,7.1698113208,0,2110,2084,2139,0,0,0,2110,2084,2139
1304,3.8527131783,3.6205203461,3.3410852713,3.7984496124,0,2165,2134,2194,0.1,0,1,2165.1,2134,2194
1305,2.8580645161,2.5895748225,2.5159235669,2.8483870968,0,2108.1,2092,2130,0,0,0,2108.1,2092,2130
1306,1.3695652174,1.5348620589,1.3943661972,1.671641791,0,5818.4,5012,9262,0,0,0,5818.4,5012,9262
1307,0.5555555556,0.6052353582,0.5555555556,0.6497175141,0,5697,5040,6838,0,0,0,5697,5040,6838
1308,0.3846153846,0.4041387958,0.375,0.4285714286,0,5681,5279,6092,0,0,0,5681,5279,6092
1309,1.9904761905,2.0561675812,1.9904761905,2.1326530612,0,5476.7,4826,6646,0,0,0,5476.7,4826,6646
1310,1.1352657005,1.3167802131,1.1845238095,1.46875,1,5990.1,5214,8920,0,0,0,5990.1,5214,8920
1311,0.7896440129,0.8549623063,0.7922077922,0.9838709677,1,5356.7,5029,5701,0,0,0,5356.7,5029,5701
1312,3.3861386139,3.5030827554,3.3203883495,3.9310344828,0,6020.7,5217,8986,0,0,0,6020.7,5217,8986
1313,1.2850241546,1.3543916106,1.2850241546,1.4932432432,0,5371,4627,5927,0,0,0,5371,4627,5927
1314,1.1097178683,1.2222269792,1.1466666667,1.2883895131,0,5655.4,5138,6179,0,0,0,5655.4,5138,6179
1315,1.213592233,1.2286628532,1.179245283,1.329787234,0,6343.3,5108,8883,0,0,0,6343.3,5108,8883
1316,0.5418719212,0.5747992489,0.5263157895,0.632183908,0,5767.8,5134,6102,0,0,0,5767.8,5134,6102
1317,0.365448505,0.3755738126,0.365448505,0.4172932331,0,5903.9,4667,8888,0,0,0,5903.9,4667,8888
1318,2.1346153846,2.6421712871,2.2,3.7321428571,0,5574.1,5178,6074,0,0,0,5574.1,5178,6074
1319,1.21,1.2599470837,1.2216494845,1.3240223464,0,5299.6,5026,5665,0.1,0,1,5299.7,5026,5665
1320,0.7580645161,0.8099239452,0.7833333333,0.8901515152,0,5898.5,5458,6506,0,0,0,5898.5,5458,6506
1321,3.72,3.7020876728,3.6116504854,3.7575757576,0,6284.3,4761,8980,0,0,0,6284.3,4761,8980
1322,1.7251184834,1.7563540435,1.7089201878,1.8762886598,0,5647.6,5144,6369,0,0,0,5647.6,5144,6369
1323,1.1924290221,1.2250954565,1.1775700935,1.3125,0,5645.3,5388,5968,0,0,0,5645.3,5388,5968
1333,1.0106382979,1.0492818582,0.9595959596,1.2179487179,0,10985.4,8833,15081,0,0,0,10985.4,8833,15081
1334,0.7235294118,1.0116485909,0.8629032258,1.3085106383,1,8985.3,7912,12064,0,0,0,8985.3,7912,12064
1335,0.4456928839,0.5023389043,0.455399061,0.544600939,0,11591.1,9156,16192,0,0,0,11591.1,9156,16192
1336,2.4895833333,2.9037442293,2.5263157895,3.1578947368,0,9247.9,8447,11235,0,0,0,9247.9,8447,11235
1337,1.1831683168,1.3927744311,1.2645502646,1.6115107914,1,9466.8,9179,9975,0,0,0,9466.8,9179,9975
1338,0.8837209302,0.958516695,0.8105263158,1.08,0,9143.8,8598,11369,0,0,0,9143.8,8598,11369
1339,3.8,5.1510774248,4.1445783133,6.3703703704,0,9103.5,8420,9525,0,0,0,9103.5,8420,9525
1340,1.8711340206,2.3237016235,1.9226804124,2.7529411765,0,8981.3,8147,9294,0.1,0,1,8981.4,8147,9294
1341,1.3870967742,1.8354359196,1.5728643216,2.2631578947,0,9489.3,8997,10228,0,0,0,9489.3,8997,10228
1342,1.1881188119,1.3662714846,1.1538461538,1.66,0,8013.1,7771,8338,0,0,0,8013.1,7771,8338
1343,0.6484848485,0.8132558515,0.7,0.9666666667,0,8757.4,7672,13939,0,0,0,8757.4,7672,13939
1344,0.5,0.571369673,0.5,0.652173913,0,8256.9,7734,8812,0,0,0,8256.9,7734,8812
1345,2.8,3.4973633381,2.8666666667,4.0277777778,0,8477.6,8260,8684,0,0,0,8477.6,8260,8684
1346,1.5705128205,1.8509323373,1.4935897436,2.2261306533,0,7699.2,7384,8147,0.1,0,1,7699.3,7384,8147
1347,0.761589404,0.9371705753,0.7951388889,1.0588235294,0,8319.1,8024,8835,0,0,0,8319.1,8024,8835
1348,4.725,5.5825316362,5,6.0707070707,0,9607.5,7486,12997,0.1,0,1,9607.6,7486,12997
1349,2,2.3364942285,2.0740740741,2.9734513274,0,8120.9,7856,8499,0,0,0,8120.9,7856,8499
1350,1.1551155116,1.4147673632,1.1945392491,1.6126760563,0,7828.7,7547,8181,0,0,0,7828.7,7547,8181
1351,3.1359223301,3.6853168778,3.4615384615,4.1886792453,0,12275.7,11919,12607,0,0,0,12275.7,11919,12607
1352,1.2821782178,1.5605755976,1.3714285714,2,0,13553.3,11593,17986,0,0,0,13553.3,11593,17986
1353,1.2571428571,1.3641164429,1.27,1.5102040816,0,11951.4,11784,12072,0,0,0,11951.4,11784,12072
1354,6.6907216495,7.2837182637,6.3645833333,8.5961538462,0,12177,11951,12289,0.1,0,1,12177.1,11951,12289
1355,3.0217391304,3.1145208426,2.768115942,3.5803571429,0,12663.4,11492,20195,0,0,0,12663.4,11492,20195
1356,2.5492424242,2.8097721334,2.5882352941,3.0955882353,0,11860.3,11594,12111,0,0,0,11860.3,11594,12111
1357,8.3636363636,11.0413799817,10.1388888889,9.8666666667,0,13287.6,11563,19069,0,0,0,13287.6,11563,19069
1358,4.039800995,4.391635843,4.0210526316,4.736,1,12128.3,11491,16713,0.1,0,1,12128.4,11491,16713
1359,3.7635135135,4.064237928,3.7577639752,4.4814814815,0,12120.3,11952,12399,0,0,0,12120.3,11952,12399
1360,1.9904761905,2.3251517959,1.8666666667,3.1,0,16662.5,16132,17397,0.1,0,1,16662.6,16132,17397
1361,1.0938967136,1.3165994662,1.1234567901,1.5555555556,0,17623.6,16533,20568,0,0,0,17623.6,16533,20568
1362,0.6901408451,0.8347552018,0.765258216,1.0704225352,1,16754.3,15883,17486,0,0,0,16754.3,15883,17486
1363,4.1020408163,4.5824112361,3.6212121212,5.4047619048,0,17782.9,16591,18386,0,0,0,17782.9,16591,18386
1364,2.1592039801,2.5934110641,2.2485549133,3.0724637681,0,16971.1,16225,17891,0,0,0,16971.1,16225,17891
1365,1.3494623656,1.6757763947,1.3655172414,2.2452830189,0,18336.7,16920,25502,0,0,0,18336.7,16920,25502
1366,6.3786407767,7.0431381538,5.8723404255,8.1063829787,0,19291.9,16626,29062,0,0,0,19291.9,16626,29062
1367,2.7641509434,2.9995168275,2.730964467,3.4108527132,0,17402.2,16747,18164,0,0,0,17402.2,16747,18164
1368,2.1142857143,2.8514806811,2.3146417445,3.5360824742,0,17098.1,16154,17711,0,0,0,17098.1,16154,17711
1369,1.99,2.2024951221,1.8039215686,2.5882352941,1,16680.9,15352,24056,0,0,0,16680.9,15352,24056
1370,1.1313131313,1.4553717953,1.1568627451,1.9607843137,0,16257.2,15338,20487,0,0,0,16257.2,15338,20487
1371,0.7124463519,0.8429668317,0.7488372093,1.0373831776,0,16665.7,16064,17332,0.1,0,1,16665.8,16064,17332
1372,4.3076923077,4.6665643078,4.2040816327,5.5,0,16123.9,15148,16566,0,0,0,16123.9,15148,16566
1373,2.5268817204,3.1305802672,2.6413043478,3.90625,0,17640.3,15729,27316,0.1,0,1,17640.4,15729,27316
1374,1.4253246753,1.5456864456,1.3333333333,1.9137931034,0,16480.6,15428,22373,0,0,0,16480.6,15428,22373
1375,7.2156862745,8.516616042,10.1052631579,9.1097560976,0,16583.2,16141,17158,0,0,0,16583.2,16141,17158
1376,3.0710059172,3.3896790658,2.9342105263,3.7723577236,0,15613.7,15126,16034,0,0,0,15613.7,15126,16034
1377,1.4891774892,1.9972937989,1.8835978836,2.1339285714,1,16920.7,15739,20474,0,0,0,16920.7,15739,20474
1378,1.441025641,1.3677241225,1.3225806452,1.4736842105,0,2162.6,2146,2187,0,0,0,2162.6,2146,2187
1379,0.75,0.6184933534,0.5867346939,0.6631944444,0,2227.4,2183,2250,0,0,0,2227.4,2183,2250
1380,0.479015919,0.3844221416,0.3505882353,0.4318936877,0,2171.7,2132,2208,0,0,0,2171.7,2132,2208
1381,2.365,2.2034281246,2.1296296296,2.2777777778,0,2203.8,2136,2614,0,0,0,2203.8,2136,2614
1382,1.4588744589,1.3373236055,1.2623762376,1.4415584416,0,2174.6,2151,2218,0,0,0,2174.6,2151,2218
1383,1.2545454545,1.2329616199,1.1606060606,1.3253968254,1,2202,2180,2233,0,0,0,2202,2180,2233
1384,3.4568965517,3.2505173273,3.0943396226,3.3653846154,0,2185.8,2154,2228,0,0,0,2185.8,2154,2228
1385,2.7506426735,2.5708348868,2.4141414141,2.8484848485,0,2193.1,2172,2233,0,0,0,2193.1,2172,2233
1386,1.5261121857,1.2387161959,1.1774744027,1.3675048356,0,2157.2,2109,2191,0,0,0,2157.2,2109,2191
1387,0.8364485981,0.6778523023,0.6308411215,0.7068062827,0,2971.6,2902,3068,0,0,0,2971.6,2902,3068
1388,0.4007092199,0.3573308811,0.3361111111,0.4007092199,0,3448.7,2646,4301,0,0,0,3448.7,2646,4301
1389,0.2977777778,0.2428082671,0.2164179104,0.2593406593,0,2834.6,2748,2910,0,0,0,2834.6,2748,2910
1390,1.980952381,1.6600583421,1.4774193548,1.7846153846,0,2913.7,2817,3042,0,0,0,2913.7,2817,3042
1391,0.862745098,0.9861394478,0.893877551,1.1587301587,0,2853.3,2733,2943,0,0,0,2853.3,2733,2943
1392,0.5522174535,0.4141893609,0.3977110157,0.434375,0,2833.6,2693,2972,0,0,0,2833.6,2693,2972
1393,3.6089108911,3.0792182833,2.7006802721,3.4210526316,0,2819.6,2652,2947,0,0,0,2819.6,2652,2947
1394,1.5922077922,1.2311520695,1.125,1.4158878505,1,2791.3,2708,2848,0,0,0,2791.3,2708,2848
1395,1.2017804154,0.9676881095,0.8547717842,1.2053571429,0,2843.3,2726,2931,0,0,0,2843.3,2726,2931
1396,1.235,1.0603581625,0.95,1.182320442,0,2756.1,2666,2892,0,0,0,2756.1,2666,2892
1397,0.3897763578,0.3566350972,0.3157894737,0.3745318352,0,2746.1,2662,2858,0,0,0,2746.1,2662,2858
1398,0.2164296998,0.1815778787,0.1749644381,0.1943127962,0,2731.9,2624,2803,0,0,0,2731.9,2624,2803
1399,1.5984848485,1.5975574142,1.3314606742,1.8257575758,0,2755.2,2643,2865,0,0,0,2755.2,2643,2865
1400,0.9238754325,0.6828013125,0.6321428571,0.7785714286,0,2830.7,2754,3031,0,0,0,2830.7,2754,3031
1401,0.5011037528,0.424486535,0.3908701854,0.4745417515,0,2918,2801,3043,0,0,0,2918,2801,3043
1402,2.1037037037,1.8648352701,1.5555555556,2.5925925926,0,2792.1,2683,2870,0,0,0,2792.1,2683,2870
1403,0.9494949495,0.9865699672,0.9690721649,1.0051546392,0,3254.4,2786,4794,0,0,0,3254.4,2786,4794
1404,0.975975976,0.9395490068,0.7807807808,1.0551948052,0,2797.1,2702,2898,0,0,0,2797.1,2702,2898
1405,2.9038461538,2.8496891324,2.7806451613,2.9352517986,0,4791.7,4751,4864,0,0,0,4791.7,4751,4864
1406,2.0524861878,1.9147726487,1.864640884,1.9763313609,0,4698.5,4637,4777,0,0,0,4698.5,4637,4777
1407,0.8412462908,0.8362074784,0.8130563798,0.875,0,4892.3,4850,4996,0,0,0,4892.3,4850,4996
1408,6.0255102041,6.0731197281,5.9444444444,6.2272727273,1,4730.1,4668,4780,0,0,0,4730.1,4668,4780
1409,2.0429184549,2.0212829161,1.9852216749,2.0879828326,0,4735.9,4687,4818,0,0,0,4735.9,4687,4818
1410,1.6481149013,1.669393899,1.6308900524,1.7333333333,0,4761.1,4688,4830,0,0,0,4761.1,4688,4830
1411,7.2286995516,6.6457038949,6.5067264574,6.8830409357,0,4762.7,4722,4796,0.1,0,1,4762.8,4722,4796
1412,2.3141025641,2.3897482422,2.3411214953,2.4807692308,0,5637.3,4701,7351,0,0,0,5637.3,4701,7351
1413,4.4580645161,4.3926097852,4.3164556962,4.5376344086,0,4717,4662,4781,0,0,0,4717,4662,4781
1414,1.052173913,0.8269117028,0.6976744186,0.9768518519,0,5847.6,5694,5954,0,0,0,5847.6,5694,5954
1415,0.4063260341,0.4751960688,0.433460076,0.5683962264,0,5909,5768,6064,0,0,0,5909,5768,6064
1416,0.3520249221,0.3336763295,0.2946564885,0.3951310861,0,5793.7,5695,5902,0.1,0,1,5793.8,5695,5902
1417,2.5550458716,2.6468086433,2.4123222749,2.9632352941,0,6069.4,5906,6447,0,0,0,6069.4,5906,6447
1418,1.2192982456,1.2325891546,1.1048387097,1.5151515152,0,5790.3,5665,5890,0,0,0,5790.3,5665,5890
1419,0.8803986711,1.0364351605,0.806372549,1.1704834606,0,5862.7,5723,6056,0,0,0,5862.7,5723,6056
1420,3.7602339181,4.3370751667,3.7846153846,5.7638888889,0,6231.7,5685,9182,0,0,0,6231.7,5685,9182
1421,1.6413612565,1.7067807786,1.54,1.835,0,5929.4,5680,6066,0,0,0,5929.4,5680,6066
1422,0.8724035608,0.9740701782,0.8971428571,1.1483679525,0,6055.6,5766,7270,0,0,0,6055.6,5766,7270
1423,1.2350230415,1.6638807022,1.3157894737,2.3552631579,0,8583.4,6030,10117,0,0,0,8583.4,6030,10117
1424,0.6052060738,0.526581135,0.4670050761,0.5992509363,0,6140.6,5862,6526,0,0,0,6140.6,5862,6526
1425,0.3510028653,0.2720367775,0.234439834,0.2913907285,0,6000.2,5679,6489,0,0,0,6000.2,5679,6489
1426,2.6046511628,2.3649130747,2.0210526316,2.76,0,5939.7,5845,6106,0,0,0,5939.7,5845,6106
1427,0.9864559819,1.0978451312,0.9290465632,1.4375,0,5993.8,5805,6235,0,0,0,5993.8,5805,6235
1428,0.5371024735,0.7031066362,0.6219239374,0.7953020134,0,6043.7,5881,6224,0,0,0,6043.7,5881,6224
1429,3.3956521739,2.9115765801,2.5933333333,3.6168224299,0,5945.2,5758,6106,0,0,0,5945.2,5758,6106
1430,1.7548746518,1.8257357996,1.641221374,1.9636363636,0,5754.7,5549,5894,0,0,0,5754.7,5549,5894
1431,0.8965517241,0.947471674,0.887755102,1.0145772595,0,6115.6,5962,6375,0.1,0,1,6115.7,5962,6375
1441,1.712962963,2.0382425563,1.9018691589,2.3255813953,0,15368.8,14858,18780,0.1,0,1,15368.9,14858,18780
1442,0.8134490239,0.8337089463,0.7908496732,0.9019607843,0,15218.1,14922,15444,0,0,0,15218.1,14922,15444
1443,0.529318542,0.6365206308,0.5796387521,0.7333333333,0,14961.4,14706,15230,0,0,0,14961.4,14706,15230
1444,3.1517857143,3.8868328303,3.6604938272,4.3389830508,0,15244.7,15071,15667,0,0,0,15244.7,15071,15667
1445,1.5550122249,1.8304478656,1.7212713936,1.9945652174,0,15041.8,14917,15172,0,0,0,15041.8,14917,15172
1446,1.4342105263,2.222572196,1.7239583333,3.3846153846,0,16664.1,15195,22023,0,0,0,16664.1,15195,22023
1447,5.2412060302,6.1811234099,5.6896551724,6.82,0,14946,14791,15229,0,0,0,14946,14791,15229
1448,3.1205479452,3.6505925961,3.3830508475,3.8967551622,0,15510.2,15187,15732,0,0,0,15510.2,15187,15732
1449,1.3625899281,1.6318582279,1.5113122172,1.7781021898,0,17240.9,14760,22919,0,0,0,17240.9,14760,22919
1450,1.2295918367,1.3650566825,1.247311828,1.4754901961,0,16491.2,15695,18723,0,0,0,16491.2,15695,18723
1451,1.0606060606,1.3578141187,1.0644444444,1.6282051282,0,16221.7,15987,16447,0.1,0,1,16221.8,15987,16447
1452,0.5538020086,0.6479757487,0.5858585859,0.7254901961,0,16638.5,15972,20786,0.1,0,1,16638.6,15972,20787
1453,2.9090909091,3.6028054667,3.3487179487,3.8109756098,0,15682.8,15401,16123,0,0,0,15682.8,15401,16123
1454,1.3936170213,1.9569861921,1.6816720257,2.2840909091,0,15979.4,15497,18527,0,0,0,15979.4,15497,18527
1455,1.1612903226,1.3082606893,1.1846921797,1.4168096055,0,15842.8,15582,16091,0,0,0,15842.8,15582,16091
1456,4.0046728972,4.8444056928,4.3598130841,5.2960893855,0,16261,15780,19143,0.1,0,1,16261.1,15780,19143
1457,3.0792951542,4.6450712242,3.7004405286,5.8409090909,1,17136.6,15994,25998,0,0,0,17136.6,15994,25998
1458,1.94106814,2.5528490037,2.3068592058,2.8785046729,0,16701.1,15468,25034,0.1,0,1,16701.2,15469,25034
1459,0.2103174603,0.2103174603,0.2103174603,0.2103174603,0,294.5,286,341,0,0,0,294.5,286,341
1460,0.0413533835,0.0413533835,0.0413533835,0.0413533835,0,301.5,297,320,0,0,0,301.5,297,320
1461,0.0409292035,0.0409292035,0.0409292035,0.0409292035,0,286.6,282,297,0,0,0,286.6,282,297
1462,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0,294.7,291,298,0,0,0,294.7,291,298
1463,0.2650176678,0.2650176678,0.2650176678,0.2650176678,0,293,290,300,0,0,0,293,290,300
1464,0.214002642,0.214002642,0.214002642,0.214002642,0,303,300,306,0,0,0,303,300,306
1465,0.3890784983,0.3890784983,0.3890784983,0.3890784983,0,284.6,282,292,0,0,0,284.6,282,292
1466,0.0505050505,0.0505050505,0.0505050505,0.0505050505,1,296.7,291,316,0,0,0,296.7,291,316
1467,0.2122538293,0.2122538293,0.2122538293,0.2122538293,0,289.8,287,299,0,0,0,289.8,287,299
1468,0.0930232558,0.0932447398,0.0930232558,0.0952380952,0,857.9,799,879,0,0,0,857.9,799,879
1469,0.0150501672,0.0150731641,0.0150501672,0.0152801358,0,869.8,801,1337,0,0,0,869.8,801,1337
1470,0.010845987,0.010845987,0.010845987,0.010845987,0,798,791,821,0,0,0,798,791,821
1471,0.0203389831,0.0203389831,0.0203389831,0.0203389831,0,844.8,834,855,0,0,0,844.8,834,855
1472,0.0378289474,0.0378289474,0.0378289474,0.0378289474,0,834.2,826,845,0,0,0,834.2,826,845
1473,0.068255688,0.0684068634,0.068255688,0.0697674419,0,859.4,850,878,0,0,0,859.4,850,878
1474,0.6644067797,0.6644067797,0.6644067797,0.6644067797,0,830.8,807,874,0,0,0,830.8,807,874
1475,0.3824959481,0.3824959481,0.3824959481,0.3824959481,0,843.1,832,855,0,0,0,843.1,832,855
1476,0.2629262926,0.2629262926,0.2629262926,0.2629262926,0,863.5,840,976,0,0,0,863.5,840,976
1477,0.204620462,0.204620462,0.204620462,0.204620462,0,745.7,717,784,0,0,0,745.7,717,784
1478,0.1290849673,0.1300849213,0.1290849673,0.139084507,0,757.9,722,786,0,0,0,757.9,722,786
1479,0.0154525386,0.0154525386,0.0154525386,0.0154525386,0,766.6,757,793,0,0,0,766.6,757,793
1480,0.2431506849,0.2431506849,0.2431506849,0.2431506849,0,817,708,1189,0,0,0,817,708,1189
1481,0.2849740933,0.2849740933,0.2849740933,0.2849740933,0,784.2,760,821,0,0,0,784.2,760,821
1482,0.1411637931,0.1411637931,0.1411637931,0.1411637931,0,769.9,761,780,0,0,0,769.9,761,780
1483,0.1960784314,0.1960784314,0.1960784314,0.1960784314,0,767.1,747,803,0,0,0,767.1,747,803
1484,0.1174551387,0.1174551387,0.1174551387,0.1174551387,0,713.5,699,736,0,0,0,713.5,699,736
1485,0.0911111111,0.091255079,0.0911111111,0.0925507901,1,710.5,704,728,0,0,0,710.5,704,728
1495,0.1877022654,0.1877022654,0.1877022654,0.1877022654,0,622,618,629,0,0,0,622,618,629
1496,0.0837606838,0.0837606838,0.0837606838,0.0837606838,0,694.5,682,709,0,0,0,694.5,682,709
1497,0.0923423423,0.0923423423,0.0923423423,0.0923423423,0,854.8,640,1071,0,0,0,854.8,640,1071
1498,0.0112359551,0.0112706607,0.0112359551,0.0115830116,0,683.5,652,701,0.1,0,1,683.6,652,701
1499,0.0834782609,0.0839377742,0.0834782609,0.0880733945,0,784.2,657,1178,0,0,0,784.2,657,1178
1500,0.0958286359,0.0958394517,0.0958286359,0.0959367946,0,686.9,637,1013,0,0,0,686.9,637,1013
1501,0.7662337662,0.7662337662,0.7662337662,0.7662337662,0,707.5,701,719,0,0,0,707.5,701,719
1502,0.3918918919,0.3918918919,0.3918918919,0.3918918919,0,877.7,632,1037,0,0,0,877.7,632,1037
1503,0.0197674419,0.0197674419,0.0197674419,0.0197674419,0,805.2,641,1085,0,0,0,805.2,641,1085
1504,0.1815181518,0.1822019531,0.1815181518,0.1883561644,0,853.4,794,1207,0,0,0,853.4,794,1207
1505,0.037704918,0.0378261352,0.037704918,0.0389170897,0,831.7,818,849,0,0,0,831.7,818,849
1506,0.0433369447,0.0433369447,0.0433369447,0.0433369447,0,958.1,840,1379,0,0,0,958.1,840,1379
1507,0.3445692884,0.3445692884,0.3445692884,0.3445692884,0,809.2,802,823,0,0,0,809.2,802,823
1508,0.2471728595,0.24749649,0.2471728595,0.2504091653,0,808.2,780,829,0,0,0,808.2,780,829
1509,0.0435729847,0.0435729847,0.0435729847,0.0435729847,0,838,826,865,0,0,0,838,826,865
1510,0.2409240924,0.2409240924,0.2409240924,0.2409240924,0,846.7,832,857,0,0,0,846.7,832,857
1511,0.2508591065,0.2508591065,0.2508591065,0.2508591065,0,877,869,902,0,0,0,877,869,902
1512,0.0515117581,0.0515117581,0.0515117581,0.0515117581,0,849.7,840,866,0,0,0,849.7,840,866
1513,0.2863070539,0.2966940075,0.2863070539,0.3209302326,0,465.5,455,485,0,0,0,465.5,455,485
1514,0.148989899,0.148989899,0.148989899,0.148989899,0,427.2,423,433,0,0,0,427.2,423,433
1515,0.0972222222,0.1007936508,0.0972222222,0.1091269841,0,442.5,438,457,0,0,0,442.5,438,457
1516,0.563876652,0.5462555066,0.5462555066,0.5462555066,0,455.3,447,463,0,0,0,455.3,447,463
1517,0.2565055762,0.2565055762,0.2565055762,0.2565055762,0,457.2,452,474,0,0,0,457.2,452,474
1518,0.3529411765,0.354248366,0.3529411765,0.3594771242,0,687,454,716,0,0,0,687,454,716
1519,0.0873362445,0.0873362445,0.0873362445,0.0873362445,0,449.8,441,467,0,0,0,449.8,441,467
1520,0.3116883117,0.3116883117,0.3116883117,0.3116883117,0,614.5,441,704,0,0,0,614.5,441,704
1521,0.0378378378,0.038018018,0.0378378378,0.0396396396,0,446.2,439,465,0,0,0,446.2,439,465
1522,0.1449275362,0.1452460583,0.1449275362,0.1465201465,0,1006,957,1041,0,0,0,1006,957,1041
1523,0.0848585691,0.085116585,0.0848585691,0.0861486486,0,1030.8,1002,1071,0,0,0,1030.8,1002,1071
1524,0.0886486486,0.0886486486,0.0886486486,0.0886486486,0,1042.8,1003,1111,0,0,0,1042.8,1003,1111
1525,0.3573770492,0.3578519688,0.3573770492,0.3621262458,0,1035.1,982,1088,0,0,0,1035.1,982,1088
1526,0.3015873016,0.3111578353,0.3015873016,0.3359528487,0,1014.8,943,1118,0,0,0,1014.8,943,1118
1527,0.08934338,0.0895291742,0.08934338,0.0910087719,0,1012,961,1111,0,0,0,1012,961,1111
1528,0.65,0.6544827586,0.65,0.6724137931,0,991.5,942,1048,0,0,0,991.5,942,1048
1529,0.3538961039,0.3392857143,0.3392857143,0.3392857143,0,1043.6,992,1104,0,0,0,1043.6,992,1104
1530,0.2021857923,0.2022743732,0.2021857923,0.2026286966,0,1059.9,1030,1090,0,0,0,1059.9,1030,1090
