ds_id,it_id,mypso_pre_time,mypso_post_time,mypso_total_time,mypso_span,ndpso_total_time,ndpso_span,impr_per
406,0,800,0,800,"6.560975609756097 ",553,"3.7804878048780486 ",-42.37918215613383
406,1,609,0,609,"6.560975609756097 ",553,"3.7804878048780486 ",-42.37918215613383
407,0,1176,0,1176,"10.3 ",537,"5.619047619047619 ",-45.44613962089691
407,1,632,0,632,"10.3 ",537,"5.619047619047619 ",-45.44613962089691
408,0,1125,0,1125,"1.9277108433734942 ",526,"0.9489795918367347 ",-50.77168367346939
408,1,697,0,697,"1.6326530612244898 ",520,"0.9489795918367347 ",-41.87499999999999
409,0,769,0,769,"11.121212121212121 ",549,"5.589743589743589 ",-49.73800041919933
409,1,587,0,587,"10.194444444444443 ",535,"5.589743589743589 ",-45.16872773003563
410,0,629,0,629,"4.808219178082192 ",557,"4.506849315068493 ",-6.267806267806273
410,1,629,0,629,"175.5 ",552,"4.506849315068493 ",-97.43199469226866
411,0,614,0,614,"9.637681159420291 ",542,"3.6231884057971016 ",-62.40601503759399
411,1,989,0,989,"9.637681159420291 ",543,"3.6231884057971016 ",-62.40601503759399
412,0,634,0,634,"36.882352941176464 ",555,"13.609756097560975 ",-63.09954487104679
412,1,933,0,933,"36.882352941176464 ",550,"13.609756097560975 ",-63.09954487104679
413,0,750,0,750,"11.673076923076922 ",533,"4.88135593220339 ",-58.18278278837293
413,1,644,0,644,"11.673076923076922 ",533,"4.88135593220339 ",-58.18278278837293
414,0,750,0,750,"10.573170731707316 ",547,"4.402439024390244 ",-58.36216839677048
414,1,1174,0,1174,"12.041666666666666 ",543,"4.402439024390244 ",-63.43995273862774
487,0,394,0,394,"0.9788732394366197 ",283,"0.6866197183098591 ",-29.856115107913674
487,1,609,0,609,"0.9788732394366197 ",280,"0.6866197183098591 ",-29.856115107913674
488,0,366,0,366,"0.12590799031476999 ",285,"0.10411622276029056 ",-17.30769230769231
488,1,364,0,364,"0.12590799031476999 ",281,"0.10411622276029056 ",-17.30769230769231
489,0,664,0,664,"0.25534441805225655 ",295,"0.25534441805225655 ",0
489,1,365,0,365,"0.7706093189964158 ",288,"0.25534441805225655 ",-66.86460807600949
