ds_id,it_id,mypso_pre_time,mypso_post_time,mypso_total_time,mypso_span,ndpso_total_time,ndpso_span,impr_per
91,0,1982,0,1982,"8.764423076923077 ",2108,"2.5625 ",-70.7624794295118
91,1,1929,0,1929,"8.764423076923077 ",2095,"2.3762886597938144 ",-72.88710689867727
92,0,2049,0,2049,"4.184931506849315 ",2095,"0.9417808219178082 ",-77.49590834697217
92,1,1760,0,1760,"2.267161410018553 ",2072,"0.9529411764705882 ",-57.967651872532976
93,0,1788,0,1788,"3.395264116575593 ",2066,"0.6723809523809523 ",-80.19650521152668
93,1,2815,0,2815,"2.845801526717558 ",2082,"0.6732824427480917 ",-76.34120171673821
94,0,2365,0,2365,"41.059999999999995 ",2060,"5.344444444444445 ",-86.98381771932674
94,1,1926,0,1926,"16.293650793650794 ",2070,"5.321428571428571 ",-67.3404773502192
95,0,2286,0,2286,"7.829131652661065 ",2111,"2.11587982832618 ",-72.9742719601987
95,1,1815,0,1815,"7.493297587131366 ",2127,"2.111587982832618 ",-71.82031064055218
96,0,2857,0,2857,"4.275252525252526 ",2103,"1.3855932203389831 ",-67.59037712615256
96,1,1841,0,1841,"4.169950738916256 ",2105,"1.3295454545454546 ",-68.11603930623423
97,0,1897,0,1897,"28.180000000000003 ",2055,"8.051162790697674 ",-71.42951458233615
97,1,1924,0,1924,"28.180000000000003 ",2060,"7.9116279069767455 ",-71.92467030881213
98,0,1873,0,1873,"3.8952042628774417 ",2129,"1.058614564831261 ",-72.82261741906065
98,1,2380,0,2380,"3.8952042628774417 ",2080,"1.063943161634103 ",-72.68581851345188
99,0,1785,0,1785,"6.030263157894738 ",2129,"2.018691588785047 ",-66.52398849058181
99,1,2825,0,2825,"6.030263157894738 ",2087,"2.0046728971962615 ",-66.75646079273055
100,0,2139,0,2139,"6.630081300813009 ",2195,"1.7289156626506024 ",-73.92316045297068
100,1,2293,0,2293,"6.6571428571428575 ",2166,"1.6734693877551021 ",-74.86204782342121
101,0,2882,0,2882,"3.396414342629481 ",2190,"0.7468354430379747 ",-78.01106202902855
101,1,2872,0,2872,"3.0831826401446656 ",2172,"0.7305389221556886 ",-76.30568774474511
102,0,2520,0,2520,"2.149031296572281 ",2225,"0.5013550135501355 ",-76.67065089513588
102,1,2588,0,2588,"2.149031296572281 ",2159,"0.4959349593495935 ",-76.92286007464791
103,0,2366,0,2366,"12.856140350877194 ",2128,"3.651685393258427 ",-71.59578774348658
103,1,3009,0,3009,"12.856140350877194 ",2115,"3.193069306930693 ",-75.16307989969305
104,0,2220,0,2220,"5.729241877256318 ",2197,"1.292418772563177 ",-77.44171392564589
104,1,2246,0,2246,"5.729241877256318 ",2194,"1.2256317689530687 ",-78.6074354127284
105,0,2718,0,2718,"4.867187499999999 ",2103,"1.4609375 ",-69.98394863563402
105,1,2330,0,2330,"4.867187499999999 ",2090,"1.6028368794326242 ",-67.06851997313387
106,0,2262,0,2262,"24.990867579908677 ",2176,"5.744292237442922 ",-77.01443449661977
106,1,2217,0,2217,"24.990867579908677 ",2206,"5.835616438356164 ",-76.64900420244838
107,0,2109,0,2109,"9.8125 ",2213,"2.106280193236715 ",-78.53472414535831
107,1,2535,0,2535,"6.952029520295203 ",2173,"1.8739495798319328 ",-73.04456814572964
108,0,2176,0,2176,"5.972322503008423 ",2202,"1.2263681592039801 ",-79.4658081745213
108,1,2139,0,2139,"5.972322503008423 ",2182,"1.1578249336870026 ",-80.61348942385857
109,0,2002,0,2002,"15.401041666666668 ",3113,"8.802083333333334 ",-42.84748055461616
109,1,2201,0,2201,"15.401041666666668 ",3115,"8.802083333333332 ",-42.84748055461618
110,0,1844,0,1844,"9.87591240875912 ",3138,"3.33271375464684 ",-66.25411793151387
110,1,1791,0,1791,"9.87591240875912 ",3212,"3.33271375464684 ",-66.25411793151387
111,0,1981,0,1981,"4.1634491634491635 ",3100,"2.8133848133848134 ",-32.42658423493045
111,1,1845,0,1845,"4.1634491634491635 ",3094,"2.813384813384813 ",-32.42658423493046
112,0,1842,0,1842,"46.386554621848724 ",3121,"19.576687116564415 ",-57.796634658131055
112,1,2232,0,2232,"46.386554621848724 ",3115,"19.576687116564415 ",-57.796634658131055
113,0,2073,0,2073,"73.046875 ",3103,"46.75 ",-36
113,1,1928,0,1928,"73.046875 ",3076,"46.75 ",-36
114,0,2355,0,2355,"16.034129692832764 ",3153,"10.238907849829353 ",-36.14303959131544
114,1,2052,0,2052,"16.034129692832764 ",3188,"10.235494880546074 ",-36.16432524478502
115,0,3069,0,3069,"133.8035714285714 ",3136,"41.4 ",-69.05912184705724
115,1,2459,0,2459,"133.8035714285714 ",3164,"41.39999999999999 ",-69.05912184705724
116,0,2298,0,2298,"19.112499999999997 ",3083,"15.259999999999998 ",-20.15696533682145
116,1,2029,0,2029,"19.112499999999997 ",3089,"15.264999999999997 ",-20.130804447351213
117,0,1934,0,1934,"18.23848238482385 ",3173,"12.55688622754491 ",-31.15169364094991
117,1,2105,0,2105,"18.23848238482385 ",3112,"12.55688622754491 ",-31.15169364094991
118,0,3925,0,3925,"19.433333333333334 ",3605,"3.9705882352941173 ",-79.56815659368378
118,1,3016,0,3016,"19.433333333333334 ",3675,"4.112676056338028 ",-78.83700142536178
119,0,3511,0,3511,"5.220779220779223 ",3667,"1.4426229508196722 ",-72.36766984748391
119,1,3745,0,3745,"5.220779220779223 ",3557,"1.4066147859922178 ",-73.0573784772635
120,0,3129,0,3129,"5.229910714285715 ",3648,"0.8883248730964468 ",-83.01453080891132
120,1,4786,0,4786,"3.0193298969072164 ",3520,"0.871345029239766 ",-71.14111213444053
121,0,3220,0,3220,"15.764285714285716 ",3530,"4.143478260869565 ",-73.71604184314731
121,1,3774,0,3774,"15.764285714285716 ",3521,"4.214285714285714 ",-73.26687811508835
122,0,3007,0,3007,"15.389570552147237 ",3578,"3.4126315789473685 ",-77.82503697953274
122,1,3344,1,3345,"15.389570552147237 ",3531,"3.3557894736842107 ",-78.19439169979961
123,0,3033,0,3033,"7.6498599439775905 ",3586,"1.7448132780082988 ",-77.1915657177238
123,1,4399,0,4399,"7.6498599439775905 ",3526,"1.6865079365079365 ",-77.95374099841328
124,0,3533,0,3533,"40.48412698412697 ",3552,"8.068493150684931 ",-80.06998359172121
124,1,3411,0,3411,"40.48412698412697 ",3539,"7.968127490039841 ",-80.31789720162674
125,0,3749,0,3749,"14.657196969696969 ",3489,"3.5948275862068964 ",-75.47397641145831
125,1,3075,0,3075,"14.657196969696969 ",3479,"3.5361305361305364 ",-75.87444213623307
126,0,3199,0,3199,"14.730253353204171 ",3462,"4.037667071688943 ",-72.58928970959853
126,1,3148,0,3148,"12.009720534629404 ",3480,"4.094936708860759 ",-65.90314739586802
127,0,3625,0,3625,"16.73972602739726 ",3543,"2.671232876712329 ",-84.04255319148936
127,1,3474,0,3474,"10.62608695652174 ",3601,"2.508695652173913 ",-76.39116202945992
128,0,4145,0,4145,"5.554561717352417 ",3608,"2.1149425287356323 ",-61.92422307364838
128,1,3822,0,3822,"5.554561717352417 ",3594,"1.5781990521327014 ",-71.58733429493786
129,0,3868,0,3868,"3.384520884520885 ",3675,"0.7848605577689243 ",-76.8102905980434
129,1,4191,0,4191,"3.384520884520885 ",3697,"0.758364312267658 ",-77.59315607310803
130,0,4668,0,4668,"27.090090090090087 ",3583,"6.020979020979021 ",-77.77423773433085
130,1,4147,0,4147,"27.090090090090087 ",3538,"6.352941176470589 ",-76.54883702732839
131,0,4370,0,4370,"11.977116704805487 ",3651,"2.6631205673758864 ",-77.7649276281379
131,1,3466,0,3466,"11.977116704805487 ",3640,"2.747311827956989 ",-77.06199333555206
132,0,4203,0,4203,"13.209844559585491 ",3954,"1.718954248366013 ",-86.98732418377563
132,1,3798,0,3798,"10.600831600831604 ",3779,"1.7613776137761379 ",-83.38453359038397
133,0,4065,0,4065,"32.19166666666666 ",3656,"5.805194805194805 ",-81.9667777213726
133,1,3388,0,3388,"28.509225092250936 ",3664,"5.825 ",-79.56801708516699
134,0,3600,0,3600,"14.786 ",3705,"3.1247058823529414 ",-78.86713186559624
134,1,3479,0,3479,"17.686602870813402 ",3738,"3.160427807486631 ",-82.13095058123344
135,0,3774,0,3774,"17.871101871101867 ",3568,"3.6208530805687205 ",-79.73906082185255
135,1,3533,0,3533,"17.871101871101867 ",3565,"3.6403326403326406 ",-79.63006049325266
145,0,6304,0,6304,"21.772200772200772 ",6638,"6.801980198019803 ",-68.75841689506777
145,1,6403,0,6403,"21.772200772200772 ",6647,"6.777070063694267 ",-68.87282946450053
146,0,5768,0,5768,"11.313653136531364 ",6433,"3.432900432900433 ",-69.65701182922318
146,1,5830,0,5830,"13.388646288209609 ",6443,"3.4409594095940963 ",-74.2994225441276
147,0,6780,0,6780,"11.408624229979461 ",6428,"2.3550420168067223 ",-79.35735309242486
147,1,6089,0,6089,"11.408624229979461 ",6434,"2.350840336134454 ",-79.39418207887906
148,0,6099,0,6099,"45.57794676806084 ",6477,"18.322222222222223 ",-59.80024656340666
148,1,6041,0,6041,"115.2596153846154 ",6442,"18.01923076923077 ",-84.3663969300075
149,0,5950,0,5950,"23.695175438596493 ",6389,"6.051204819277109 ",-74.46229155399942
149,1,6745,0,6745,"23.695175438596493 ",6336,"6.089912280701754 ",-74.29893567792689
150,0,6003,0,6003,"12.723076923076922 ",6464,"3.428205128205128 ",-73.0552196694881
150,1,6171,0,6171,"20.54658385093168 ",6555,"3.4217391304347826 ",-83.34643288996372
151,0,5891,0,5891,"74.68527918781726 ",6415,"17.938388625592417 ",-75.98135961910076
151,1,6425,0,6425,"69.7298578199052 ",6301,"17.994923857868024 ",-74.19337365588152
152,0,6056,0,6056,"30.17943925233645 ",6489,"11.637383177570094 ",-61.43936578719188
152,1,6534,0,6534,"30.17943925233645 ",6510,"12.291666666666666 ",-59.27138816631571
153,0,6579,0,6579,"138.1428571428572 ",6457,"6.892430278884462 ",-95.01065026347557
153,1,6305,0,6305,"26.21385542168675 ",6472,"6.766467065868262 ",-74.18744035541465
154,0,6025,0,6025,"49.5929203539823 ",6303,"6.428571428571428 ",-87.03732028143163
154,1,6199,0,6199,"48.31034482758622 ",6328,"6.3678160919540225 ",-86.8189388532001
155,0,5627,0,5627,"12.175398633257407 ",6348,"2.4131274131274134 ",-80.18030057319112
155,1,6182,0,6182,"10.318532818532816 ",6424,"2.3725868725868726 ",-77.00654817586529
156,0,5807,0,5807,"24.020725388601058 ",6358,"3.606217616580311 ",-84.98705780845557
156,1,5836,0,5836,"10.608695652173914 ",6405,"3.583524027459954 ",-66.22088006902503
157,0,5950,0,5950,"40.6654676258993 ",6484,"9.907749077490775 ",-75.63596423226507
157,1,5574,0,5574,"41.71586715867159 ",6576,"9.910071942446043 ",-76.24387884650264
158,0,6083,0,6083,"45.24137931034482 ",6549,"8.384615384615385 ",-81.46693245778611
158,1,6708,0,6708,"26.505050505050512 ",6670,"8.477272727272727 ",-68.01638719512196
159,0,6769,0,6769,"83.64166666666664 ",6471,"4.564586357039187 ",-94.54268842438276
159,1,6322,0,6322,"22.059340659340634 ",6546,"4.496644295302014 ",-79.61569040188883
