dataset_conf_id,iter_no,time,span
128,0,0,1.4351005484460695
129,0,0,0.7923832923832923
130,0,0,6.063063063063063
131,0,0,2.6735632183908047
132,0,0,1.7097170971709716
133,0,0,5.583333333333333
134,0,0,3.114832535885167
135,0,0,3.5569007263922523
145,0,0,6.65686274509804
146,0,1,3.422509225092251
147,0,0,2.3572895277207393
148,0,0,17.964285714285715
149,0,0,6.073717948717948
150,0,0,3.3884057971014494
151,0,0,17.827027027027025
152,0,0,11.487850467289718
153,0,0,6.724397590361446
154,0,1,6.329501915708812
155,0,0,2.355353075170843
156,0,1,3.57437070938215
157,0,0,9.805243445692884
158,0,0,8.358585858585858
159,0,0,4.518142235123367
160,0,0,17.783505154639176
161,0,1,8.91710758377425
162,0,0,7.732843137254902
163,0,0,2.6964285714285716
164,0,0,0.364795918367347
165,0,0,0.40922619047619047
166,0,0,1.781456953642384
167,0,0,1.7472527472527473
168,0,0,0.5572715572715573
169,0,0,5.256505576208179
170,0,0,1.7747747747747749
171,0,0,1.7713004484304933
172,0,0,0.7755775577557755
173,0,0,0.41430948419301167
174,0,0,0.2863961813842482
175,0,0,1.7649122807017543
176,0,0,0.9770114942528736
177,0,0,0.6216216216216216
178,0,0,1.4983050847457626
179,0,0,0.9147540983606557
180,0,0,0.8535242290748899
181,0,0,0.9438943894389439
182,0,0,0.4893964110929853
183,0,0,0.2430406852248394
184,0,0,2.382716049382716
185,0,0,1
186,0,0,0.6397379912663755
187,0,0,2.761290322580645
188,0,0,0.817531305903399
189,0,0,1.0033745781777277
190,0,1,1.476510067114094
191,0,0,1.0364464692482915
192,0,0,0.684287812041116
193,0,1,3.586826347305389
194,0,0,1.9089403973509935
195,0,0,0.8744460856720827
196,0,1,5.386178861788618
197,0,0,3.399267399267399
198,0,0,2.5965250965250966
199,0,1,0.7966666666666666
200,0,0,0.52
201,0,0,0.3712121212121212
202,0,0,1.9808306709265175
203,0,0,1.0039761431411531
204,0,1,0.7604035308953342
205,0,0,3.2369477911646585
206,0,0,1.342443729903537
207,0,1,0.9596100278551533
208,0,0,1.1406844106463878
209,0,0,0.6191446028513238
210,0,0,0.3490566037735849
211,0,0,1.619718309859155
212,0,0,1.33502538071066
213,0,0,0.5354239256678281
214,0,1,3.088
215,0,0,1.466796875
216,0,0,0.975268817204301
217,0,0,4.043010752688172
218,0,0,0.9594155844155844
219,0,0,0.7694174757281553
220,0,0,5.517766497461929
221,0,0,3.1568228105906315
222,0,0,1.60580204778157
223,0,0,6.086363636363636
224,0,0,5.960861056751468
225,0,0,7.270758122743682
226,0,0,1.2201834862385321
227,0,0,0.5610972568578554
228,0,0,0.4738095238095238
229,0,0,2.3373015873015874
230,0,0,1.0125448028673836
231,0,0,0.9156769596199525
232,0,0,2.8745519713261647
233,0,0,2.357142857142857
234,0,0,1.235207100591716
235,0,0,1.2633928571428572
236,0,0,0.6818181818181818
237,0,0,0.358560794044665
238,0,0,2.239864864864865
239,0,0,0.8916518650088809
240,0,0,0.7733333333333333
241,0,0,3.6865671641791047
242,0,0,2.0381471389645776
243,0,0,1.804054054054054
244,0,0,0.03571428571428571
245,0,0,0.21904761904761905
246,0,0,0.14
247,0,0,0.7678571428571429
248,0,0,0.36283185840707965
249,0,0,0.28654970760233917
250,0,0,0.19642857142857142
251,0,0,0.7217391304347827
252,0,0,0.5317919075144508
253,0,0,0.3684210526315789
254,0,0,0.20353982300884957
255,0,0,0.09411764705882353
256,0,1,0.2631578947368421
257,0,0,0.38596491228070173
258,0,0,0.1907514450867052
259,0,0,0.9473684210526315
260,0,0,0.21052631578947367
261,0,0,0.15606936416184972
262,0,1,0.5087719298245614
263,0,1,0.18584070796460178
264,0,0,0.10778443113772455
265,0,0,0.6842105263157895
266,0,0,0.04424778761061947
267,0,1,0.006097560975609756
268,0,1,0.2807017543859649
269,0,0,0.6403508771929824
270,0,0,0.058823529411764705
271,0,0,0.543859649122807
272,0,0,0.18691588785046728
273,0,0,0.11612903225806452
274,0,0,1.0350877192982457
275,0,0,0.5535714285714286
276,0,0,0.39375
277,0,0,1.6923076923076923
278,0,0,0.07017543859649122
279,0,0,0.2254335260115607
280,0,1,0.017543859649122806
281,0,0,0.1565217391304348
282,0,1,0.023121387283236993
283,0,0,0.75
284,0,0,0.17391304347826086
285,0,0,0.34502923976608185
286,0,0,0.631578947368421
287,0,0,0.7652173913043478
288,0,1,0.4619883040935672
289,0,0,0.22807017543859648
290,0,0,0.20869565217391303
291,0,1,0.005780346820809248
292,0,1,0.47368421052631576
293,0,1,0.35714285714285715
294,0,0,0.2658959537572254
295,0,0,1.5535714285714286
296,0,0,0.4473684210526316
297,0,0,0.2254335260115607
307,0,0,0.2982456140350877
308,0,0,0.23684210526315788
309,0,0,0.1834319526627219
310,0,1,0.40350877192982454
311,0,0,0.25663716814159293
312,0,0,0.36627906976744184
313,0,0,1.5178571428571428
314,0,0,0.45535714285714285
315,0,0,0.3699421965317919
316,0,0,0.4727272727272727
317,0,0,0.26548672566371684
318,0,1,0.1511627906976744
319,0,1,1.105263157894737
320,0,0,0.49122807017543857
321,0,0,0.30177514792899407
322,0,0,1.087719298245614
323,0,0,0.808695652173913
324,0,1,0.19767441860465115
334,0,0,0.1
335,0,0,0.6904761904761905
336,0,0,0.41935483870967744
337,0,0,0.3333333333333333
338,0,0,1.1923076923076923
339,0,0,0.2619047619047619
340,0,0,3.3846153846153846
341,0,0,2.261904761904762
342,0,1,0.72
343,0,0,1.2
344,0,0,0.5357142857142857
345,0,0,0.056818181818181816
346,0,0,0.3448275862068966
347,0,0,1.8333333333333333
348,0,0,0.26153846153846155
349,0,0,3.5185185185185186
350,0,0,0.3392857142857143
351,0,0,2.25
361,0,0,2.6799999999999997
362,0,0,3.5
363,0,0,0.9523809523809523
364,0,0,5.904761904761905
365,0,0,7.7894736842105265
366,0,0,1.9714285714285715
367,0,0,10.176470588235293
368,0,0,6.660714285714285
369,0,0,2.9647058823529413
370,0,0,4.375
371,0,0,1.4074074074074074
372,0,0,1.0434782608695652
373,0,0,10.076923076923077
374,0,0,3.387096774193548
375,0,0,1.9859154929577465
376,0,0,3.875
377,0,0,16.5
378,0,0,12.222222222222223
388,0,0,5.875
389,0,0,8.409090909090908
390,0,0,1.8194444444444442
391,0,0,7.25
392,0,0,3.4827586206896552
393,0,0,5.499999999999999
394,0,0,16.214285714285715
395,0,0,19.888888888888886
396,0,0,5.7317073170731705
397,0,0,3.1739130434782603
398,0,0,5.461538461538462
399,0,0,1.4081632653061222
400,0,0,10.56521739130435
401,0,0,6.975
402,0,0,8.933333333333334
403,0,0,11.181818181818182
404,0,0,12.875
405,0,0,3.5624999999999996
406,0,0,4.414634146341463
407,0,0,6.066666666666666
408,0,0,1.1204819277108433
409,0,0,6.606060606060606
410,0,0,4.506849315068493
411,0,0,5
412,0,0,14.555555555555555
413,0,0,5.538461538461538
414,0,0,5.013888888888889
415,0,0,3.075
416,0,0,1.3493975903614457
417,0,0,0.6910569105691057
418,0,0,4.317073170731708
419,0,1,2.048780487804878
420,0,0,1.248
421,0,1,6.390243902439025
422,0,1,4.2073170731707314
423,0,0,2.846774193548387
424,0,0,1.829268292682927
425,0,0,1.0963855421686748
426,0,0,0.792
427,0,0,5.95
428,0,0,1.375
429,0,0,1.304
430,0,1,7.902439024390244
431,0,0,4.072289156626506
432,0,1,2.992
433,0,0,5.03030303030303
434,0,0,3.242857142857143
435,0,0,1.853211009174312
436,0,1,12.285714285714285
437,0,0,5.277777777777778
438,0,0,3.5257731958762886
439,0,0,16.375
440,0,0,8.376623376623376
441,0,0,7.977777777777778
442,0,0,3
443,0,0,1.5569620253164558
444,0,1,1.0254237288135593
445,0,1,5.7317073170731705
446,0,0,3.1645569620253164
447,0,0,1.9833333333333334
448,0,0,8.725
449,0,0,4.901408450704225
450,0,0,2.975609756097561
451,0,0,3.1842105263157894
452,0,0,1.4814814814814814
453,0,1,0.9186991869918699
454,0,0,6.526315789473684
455,0,0,3.0987654320987654
456,0,1,1.7107438016528926
457,0,0,9.297297297297296
458,0,0,4.730769230769231
459,0,1,2.8230088495575223
460,0,0,6.365853658536586
461,0,0,3.8125
462,0,0,2.2317073170731705
463,0,0,14.210526315789474
464,0,0,7.000000000000001
465,0,0,5
466,0,0,21.57894736842105
467,0,0,9.453333333333333
468,0,1,8.5
469,0,1,3.108108108108108
470,0,0,1.6233766233766234
471,0,0,1.0714285714285714
472,0,0,5.902439024390244
473,0,0,3.210526315789474
474,0,0,2.059322033898305
475,0,1,9.078947368421053
476,0,0,4.2439024390243905
477,0,0,3
478,0,0,3.1714285714285713
479,0,0,1.5512820512820513
480,0,1,1.054054054054054
481,0,0,6.5675675675675675
482,0,0,3.074074074074074
483,0,1,2.139130434782609
484,0,1,10.878787878787879
485,0,0,4.4625
486,0,0,3.5728155339805827
487,0,0,0.9788732394366197
488,0,0,0.12590799031476999
489,0,0,0.25534441805225655
490,0,0,1.2536231884057971
491,0,0,0.710951526032316
492,0,0,0.8203592814371257
493,0,0,2.5820895522388057
494,0,0,0.9611650485436893
495,0,0,0.6868044515103339
496,0,0,0.7576923076923077
497,0,0,0.25
498,0,0,0.10813823857302118
499,0,0,1.2689655172413794
500,0,0,0.6912878787878788
501,0,0,0.4011299435028249
502,0,0,0.9965986394557823
503,0,0,0.6410256410256411
504,0,0,0.3131991051454139
505,0,0,0.5907473309608541
506,0,0,0.3520408163265306
507,0,0,0.15079365079365079
508,0,0,0.6747404844290658
509,0,0,0.7061855670103092
510,0,0,0.40757238307349664
511,0,0,1.3820598006644518
512,0,0,0.37748344370860926
513,0,0,0.4166666666666667
514,0,0,10.430656934306569
515,0,0,2.4505263157894737
516,0,0,3.7384615384615385
517,0,0,10.329896907216494
518,0,0,3.5042444821731755
519,0,0,7.883116883116884
520,0,0,13.544
521,0,0,6.279017857142858
522,0,0,8.9375
523,0,1,0.751937984496124
524,0,0,0.32604735883424407
525,0,0,0.24724602203182375
526,0,0,1.7125
527,0,0,0.8405797101449275
528,0,0,0.5271317829457365
529,0,0,2.16412213740458
530,0,0,1.1779661016949152
531,0,0,0.8059171597633137
532,0,0,0.9590643274853801
533,0,0,0.3516483516483517
534,0,0,0.244228432563791
535,0,0,1.88
536,0,0,0.7464028776978417
537,0,0,0.7087719298245614
538,0,0,2.334600760456274
539,0,1,1.115702479338843
540,0,0,0.9068150208623088
541,0,0,1.2969924812030076
542,0,0,0.8746268656716418
543,0,0,0.4628482972136223
544,0,0,2.098181818181818
545,0,0,1.728333333333333
546,0,0,0.8203221809169765
547,0,0,2.7266666666666666
548,0,0,1.43302752293578
549,0,0,1.169811320754717
550,0,0,0.9220183486238532
551,0,0,0.49613899613899615
552,0,0,0.46718146718146714
553,0,0,2.396551724137931
554,0,0,0.8716216216216216
555,0,1,0.8074656188605108
556,0,0,3.768707482993197
557,0,0,1.6578947368421053
558,0,0,1.180622009569378
559,0,0,1.027027027027027
560,0,0,0.39314516129032256
561,0,0,0.2597402597402597
562,0,0,1.7850467289719627
563,0,0,0.948780487804878
564,0,0,0.7091836734693877
565,0,1,2.826388888888889
566,0,1,1.5633802816901408
567,0,0,0.9764150943396227
577,0,0,0.10047846889952153
578,0,1,0.05432098765432099
579,0,1,0.043689320388349516
580,0,0,0.13875598086124402
581,0,0,0.07371007371007371
582,0,1,0.051364365971107544
583,0,1,0.4097560975609756
584,0,0,0.0070921985815602835
585,0,0,0.09223300970873786
586,0,0,0.004739336492890996
587,0,1,0.018867924528301886
588,0,0,0.006349206349206349
589,0,0,0.08571428571428572
590,0,0,0.0611764705882353
591,0,0,0.072
592,0,0,0.17535545023696683
593,0,0,0.1391509433962264
594,0,0,0.00792393026941363
595,0,0,0.15
596,0,0,0.1284153005464481
597,0,0,0.06230031948881789
598,0,0,0.2956989247311828
599,0,0,0.21065989847715738
600,0,0,0.11442006269592477
601,0,0,0.484375
602,0,0,0.23545706371191136
603,0,0,0.18008474576271186
604,0,0,0.12195121951219512
605,0,0,0.06701030927835051
606,0,0,0.041050903119868636
607,0,0,0.25888324873096447
608,0,0,0.1510989010989011
609,0,0,0.08240887480190175
610,0,0,0.33816425120772947
611,0,0,0.20698254364089774
612,0,1,0.1433389544688027
613,0,0,0.10952380952380952
614,0,0,0.06806282722513089
615,0,1,0.04326923076923077
616,0,0,0.25961538461538464
617,0,0,0.13283208020050125
618,0,0,0.08025682182985554
619,0,0,0.3952380952380952
620,0,0,0.17067307692307693
621,0,0,0.12399355877616747
622,0,0,0.2950819672131147
623,0,0,0.1858108108108108
624,0,0,0.08976377952755905
625,0,0,0.527363184079602
626,0,0,0.2922636103151862
627,0,0,0.21357285429141715
628,0,0,1.1686046511627906
629,0,0,0.35365853658536583
630,0,0,0.32329635499207604
631,0,0,0.13978494623655913
632,0,0,0.06175771971496437
633,0,0,0.041666666666666664
634,0,0,0.28571428571428575
635,0,0,0.13527851458885942
636,0,0,0.09705372616984402
637,0,1,0.4205128205128205
638,0,1,0.17980295566502463
639,0,0,0.1344
640,0,0,0.1262135922330097
641,0,1,0.06341463414634146
642,0,0,0.044905008635578586
643,0,0,0.2552083333333333
644,0,1,0.13466334164588528
645,0,0,0.09106830122591944
646,0,0,0.40096618357487923
647,0,0,0.19656019656019655
648,0,0,0.13517915309446255
649,0,0,0.8125
650,0,0,0.7732793522267206
651,0,0,0.2407108239095315
652,0,0,1.1851851851851851
653,0,0,1.0194174757281553
654,0,1,0.4834782608695652
655,0,0,4.428571428571429
656,0,0,2.340909090909091
657,0,0,0.6047381546134664
658,0,0,0.8869257950530035
659,0,0,0.5847826086956521
660,0,0,0.2899884925201381
661,0,0,0.9170731707317074
662,0,0,1.048417132216015
663,0,0,0.29508196721311475
664,0,0,1.6035714285714286
665,0,0,0.24253731343283583
666,0,0,0.41511627906976745
667,0,0,0.9666666666666667
668,0,0,0.6059957173447538
669,0,0,0.30526315789473685
670,0,0,1.7318007662835249
671,0,0,0.6247191011235955
672,0,0,0.45541022592152197
673,0,1,2.0847457627118646
674,0,0,1.5461254612546125
675,0,0,0.8654761904761905
685,0,0,1.080168776371308
686,0,0,0.8756476683937824
687,0,0,0.5088547815820543
688,0,0,1.927007299270073
689,0,0,0.7027027027027027
690,0,0,0.8048
691,0,0,2.6634146341463416
692,0,0,2.0024271844660193
693,0,0,1.3523131672597866
694,0,0,1.8078431372549022
695,0,0,0.46265560165975106
696,0,0,0.7676470588235295
697,0,0,3.6595744680851063
698,0,0,1.0588235294117647
699,0,0,1.1139393939393938
700,0,0,2.4862385321100917
701,0,0,1.1327623126338329
702,0,0,1.3938775510204082
712,0,0,2.276119402985074
713,0,1,1.1977186311787071
714,0,0,0.6727272727272727
715,0,0,4.0355871886121
716,0,0,2.0350515463917525
717,0,0,2.1677524429967425
718,0,0,6.280542986425339
719,0,0,2.703770197486535
720,0,0,1.9764705882352942
721,0,0,2.437837837837838
722,0,0,1.022727272727273
723,0,0,0.7330316742081449
724,0,0,6.313513513513513
725,0,0,2.1202090592334493
726,0,0,1.5912408759124088
727,0,0,8.74074074074074
728,0,0,3.0711462450592886
729,0,0,3.096813725490196
730,0,0,0.4603960396039604
731,0,0,0.27951807228915665
732,0,0,0.20610687022900764
733,0,0,1.348623853211009
734,0,0,0.6354430379746835
735,0,0,0.33990895295902884
736,0,0,1.3087557603686637
737,0,0,1.0591133004926108
738,0,0,0.31981981981981983
739,0,0,0.6272727272727273
740,0,0,0.18140589569160998
741,0,0,0.223950233281493
742,0,1,1.1745283018867925
743,0,0,0.6283783783783784
744,0,0,0.1984848484848485
745,0,0,0.8597285067873304
746,0,0,0.35147392290249435
747,0,0,0.576271186440678
748,0,1,0.2895927601809955
749,0,0,0.248868778280543
750,0,0,0.21266968325791855
751,0,0,1.1216216216216217
752,0,1,0.6681715575620768
753,0,0,0.3413173652694611
754,0,1,1.8045454545454545
755,0,0,0.7146067415730337
756,0,0,0.6024096385542169
757,0,0,0.9514563106796117
758,0,0,0.5957446808510638
759,0,0,0.5076400679117148
760,0,0,1.6306818181818181
761,0,0,1.0276923076923077
762,0,0,0.77217125382263
763,0,0,3.087378640776699
764,0,0,1.7680180180180183
765,0,0,1.5803981623277183
766,0,0,0.6255924170616114
767,0,0,0.3117782909930716
768,0,0,0.22306525037936267
769,0,0,1.3529411764705883
770,0,0,0.675990675990676
771,0,0,0.4370257966616085
772,0,0,2.0233644859813085
773,0,0,1.018348623853211
774,0,0,0.648036253776435
775,0,0,0.579185520361991
776,0,0,0.33181818181818185
777,0,0,0.23400936037441497
778,0,0,1.3632075471698113
779,0,0,0.6834862385321101
780,0,0,0.30851063829787234
781,0,0,2.140096618357488
782,0,0,0.9614457831325302
783,0,0,0.6932707355242567
784,0,0,4.6010101010101
785,0,0,2.5380434782608696
786,0,0,1.507936507936508
787,0,0,28.152542372881353
788,0,0,3.909090909090909
789,0,0,6.235294117647059
790,0,0,10.394285714285715
791,0,0,7.118811881188118
792,0,0,5.58482142857143
793,0,0,0.6915887850467289
794,0,0,0.3858267716535433
795,0,1,0.21926910299003322
796,0,0,1.5026455026455026
797,0,0,0.7361809045226131
798,0,1,0.48392554991539766
799,0,0,1.8476190476190477
800,0,0,1.103960396039604
801,0,0,0.6671686746987951
802,0,0,0.6633663366336634
803,0,0,0.271461716937355
804,0,0,0.23400936037441497
805,0,0,1.413265306122449
806,0,0,0.669047619047619
807,0,0,0.4755700325732899
808,0,0,2.1116279069767443
809,0,0,1.0558252427184467
810,0,0,0.7734241908006815
811,0,0,0.1504424778761062
812,0,0,0.08466819221967964
813,0,0,0.04377104377104377
814,0,0,0.4133333333333334
815,0,0,0.10173697270471464
816,0,0,0.13602015113350124
817,0,0,0.4113475177304965
818,0,0,0.17995444191343962
819,0,0,0.6647398843930635
820,0,0,0.05
821,0,0,0.03636363636363636
822,0,0,0.01762114537444934
823,0,0,0.09947643979057591
824,0,0,0.061465721040189124
825,0,0,0.054602184087363496
826,0,1,0.2455357142857143
827,0,0,0.125
828,0,0,0.0625
829,0,0,0.045871559633027525
830,0,0,0.03414634146341464
831,0,0,0.02666666666666667
832,0,1,0.1497326203208556
833,0,0,0.0705596107055961
834,0,0,0.043154761904761904
835,0,0,0.21428571428571427
836,0,0,0.10335195530726257
837,0,1,0.0698051948051948
847,0,0,0.08092485549132948
848,0,0,0.04276315789473684
849,0,0,0.02905982905982906
850,0,0,0.16778523489932887
851,0,0,0.09907120743034055
852,0,0,0.04570383912248629
853,0,0,0.3026315789473684
854,0,0,0.11398963730569948
855,0,0,0.07388316151202749
856,0,0,0.12121212121212122
857,0,0,0.04666666666666667
858,0,0,0.0224
859,0,0,0.13664596273291926
860,0,0,0.08841463414634146
861,0,0,0.04935622317596566
862,0,0,0.21875
863,0,0,0.1414790996784566
864,0,1,0.09188034188034189
865,0,0,0.16964285714285715
866,0,0,0.11440677966101695
867,0,0,0.10128617363344053
868,0,0,0.597938144329897
869,0,0,1.2945205479452055
870,0,0,0.23012552301255232
871,0,0,0.9903846153846153
872,0,0,0.5779569892473119
873,0,1,0.4821917808219178
874,0,0,0.1179245283018868
875,0,0,0.06175771971496437
876,0,0,0.03767660910518053
877,0,1,0.2636363636363636
878,0,0,0.11848341232227488
879,0,0,0.08641975308641975
880,0,0,0.3410138248847926
881,0,0,0.2553846153846154
882,0,0,0.1330049261083744
883,0,0,0.2015503875968992
884,0,0,0.06935123042505593
885,0,0,0.04262877442273535
886,0,0,0.22380952380952382
887,0,0,0.09880239520958084
888,0,0,0.07132018209408195
889,0,0,0.47761194029850745
890,0,0,0.24649859943977592
891,0,0,0.14220183486238533
892,0,0,2.218390804597701
893,0,0,0.6666666666666667
894,0,0,0.31027253668763105
895,0,0,2.1933962264150946
896,0,0,0.8258527827648116
897,0,0,1.4385321100917432
898,0,0,4.854330708661417
899,0,0,2.075107296137339
900,0,0,1.3368920521945433
901,0,0,0.42783505154639173
902,0,0,0.16266173752310537
903,0,0,0.15137614678899083
904,0,0,0.7489539748953975
905,0,0,0.4126984126984127
906,0,0,0.28859060402684567
907,0,0,1.2672064777327936
908,0,1,0.76775956284153
909,0,0,0.39308578745198464
910,0,0,0.3943089430894309
911,0,0,0.1920152091254753
912,0,0,0.1291139240506329
913,0,0,0.758893280632411
914,0,0,0.37065637065637064
915,0,0,0.25733333333333336
916,0,0,1.1070110701107012
917,0,0,0.43933823529411764
918,0,0,0.39405684754521964
919,0,0,4.073033707865169
920,0,0,1.3755102040816327
921,0,0,1.5129982668977469
922,0,0,5.174273858921162
923,0,0,1.8796844181459564
924,0,0,2.7380627557980906
925,0,0,11.203389830508474
926,0,0,5.464454976303318
927,0,0,2.083160083160083
928,0,0,0.554945054945055
929,0,0,0.30343511450381677
930,0,0,0.16420361247947454
931,0,0,0.9672897196261683
932,0,0,0.5925925925925926
933,0,0,0.4015594541910331
934,0,0,1.8205128205128205
935,0,0,0.7945945945945946
936,0,0,0.6704545454545454
937,0,0,0.6064981949458483
938,0,0,0.32667876588021777
939,0,0,0.23196605374823198
940,0,0,1.4372623574144487
941,0,0,0.7139689578713969
942,0,0,0.5038659793814433
943,0,0,2.5707762557077625
944,0,0,1.03515625
945,0,0,0.7103274559193955
946,0,0,3.7956204379562046
947,0,0,1.3788461538461538
948,0,0,0.9985734664764622
949,0,1,6.373913043478261
950,0,1,3.062135922330097
951,0,0,3.7610208816705346
952,0,1,10.350000000000001
953,0,1,6.113953488372092
954,0,0,2.7992376111817023
955,0,0,0.8252788104089219
956,0,1,0.4074074074074074
957,0,0,0.3453416149068323
958,0,0,1.6920152091254754
959,0,0,0.7794759825327511
960,0,0,0.5189125295508275
961,0,0,2.608856088560885
962,0,0,1.4259259259259258
963,0,0,0.9475566150178785
964,0,0,1.063197026022305
965,0,0,0.5622317596566523
966,0,1,0.28975265017667845
967,0,0,1.7777777777777777
968,0,0,1.1517857142857142
969,0,0,0.480440097799511
970,0,0,3.080985915492958
971,0,0,1.4514388489208632
972,0,0,1.003875968992248
982,0,0,20.000000000000004
983,0,0,10.1
984,0,0,8.065934065934066
985,0,0,40.209523809523816
986,0,0,37.05405405405405
987,0,0,22.828571428571433
988,0,0,45.63636363636364
989,0,0,22.273504273504273
990,0,0,27.347540983606557
991,0,0,46.57692307692307
992,0,0,4.076923076923077
993,0,0,5.213872832369941
994,0,0,18.55905511811024
995,0,0,35.90566037735849
996,0,0,18.184397163120565
997,0,0,50.18018018018018
998,0,1,18.37956204379562
999,0,0,26.65168539325843
1009,0,0,54.65217391304348
1010,0,0,14.615384615384617
1011,0,1,12.869565217391301
1012,0,1,94.30693069306935
1013,0,0,81.3970588235294
1014,0,0,33.949664429530195
1015,0,0,109.84347826086956
1016,0,0,55.781818181818196
1017,0,0,24.09876543209877
1018,0,0,35.04225352112676
1019,0,0,28.163742690058477
1020,0,0,14.191919191919194
1021,0,0,55.855999999999995
1022,0,0,38.38181818181818
1023,0,0,17.506393861892587
1024,0,0,226.85714285714286
1025,0,0,70.29896907216495
1026,0,0,65.1359649122807
1036,0,0,59.734513274336294
1037,0,0,149.28169014084506
1038,0,0,23.955782312925162
1039,0,0,240.33333333333337
1040,0,0,80.6179775280899
1041,0,1,46.09711286089239
1042,0,1,287.4150943396227
1043,0,0,163.21341463414637
1044,0,1,235.26956521739135
1045,0,0,92.03125
1046,0,0,40.54455445544554
1047,0,0,40.5
1048,0,0,287.3953488372094
1049,0,0,116.00000000000004
1050,0,1,120.30917874396137
1051,0,0,177.57142857142853
1052,0,0,192.6774193548387
1053,0,0,79.12033195020747
1054,0,0,0.30434782608695654
1055,0,0,0.8323699421965318
1056,0,0,1.7085714285714286
1057,0,0,5.88135593220339
1058,0,0,0.15254237288135594
1059,0,0,2.104265402843602
1060,0,0,4.776470588235294
1061,0,0,1.6783625730994152
1062,0,0,4.748717948717949
1063,0,0,1.793103448275862
1064,0,0,1.0903954802259888
1065,0,1,0.02766798418972332
1066,0,0,4.034883720930233
1067,0,0,1.1929824561403508
1068,0,0,2.132575757575758
1069,0,0,4.895348837209302
1070,0,0,4.131428571428572
1071,0,0,2.478927203065134
1072,0,0,1.4367816091954022
1073,0,0,0.9887005649717514
1074,0,0,0.15413533834586465
1075,0,0,6.563218390804598
1076,0,0,0.5813953488372093
1077,0,0,2.128787878787879
1078,0,0,0.1590909090909091
1079,0,1,1.457142857142857
1080,0,1,1.790874524714829
