fairspan_less_avg_ndpso,fairspan_equal_avg_ndpso,fairspan_big_avg_ndpso,fairspan_less_min_ndpso,fairspan_equal_min_ndpso,fairspan_big_min_ndpso,fairspan_less_max_ndpso,fairspan_equal_max_ndpso,fairspan_big_max_ndpso,max_fairspan_over_avg_ndpso,avg_fairspan_over_avg_ndpso,max_avg_ndpso_over_fairspan,avg_avg_ndpso_over_fairspan,max_fairspan_over_max_ndpso,avg_fairspan_over_max_ndpso,max_max_ndpso_over_fairspan,avg_max_ndpso_over_fairspan,max_fairspan_over_min_ndpso,avg_fairspan_over_min_ndpso,max_min_ndpso_over_fairspan,avg_min_ndpso_over_fairspan
56.8122,5.7672,37.4206,25.5026,22.4339,52.0635,67.1296,13.4127,19.4577,65.54019163463194,9.975240624314651,42.316222368727644,7.1248654009090355,82.14418136553843,16.05390404887688,39.085358255451716,7.036169839323334,89.03900242240972,9.757002244544559,46.92028985507246,9.13827960911474
