fairspan_less_avg_ndpso,fairspan_equal_avg_ndpso,fairspan_big_avg_ndpso,fairspan_less_min_ndpso,fairspan_equal_min_ndpso,fairspan_big_min_ndpso,fairspan_less_max_ndpso,fairspan_equal_max_ndpso,fairspan_big_max_ndpso,max_fairspan_over_avg_ndpso,avg_fairspan_over_avg_ndpso,max_avg_ndpso_over_fairspan,avg_avg_ndpso_over_fairspan,max_fairspan_over_max_ndpso,avg_fairspan_over_max_ndpso,max_max_ndpso_over_fairspan,avg_max_ndpso_over_fairspan,max_fairspan_over_min_ndpso,avg_fairspan_over_min_ndpso,max_min_ndpso_over_fairspan,avg_min_ndpso_over_fairspan
56.7725,5.8333,37.3942,25.3836,22.6058,52.0106,67.3545,13.2407,19.4048,68.44538624542477,9.968683652928792,41.00444096133753,7.14177669054515,85.03971952247814,16.03194943374207,39.34169278996866,7.185583904585755,72.08249022341975,9.780323150826169,46.92028985507246,9.14325900206964
