dataset_conf_id,ndpso_avg_time,ndpso_avg_map_time,ndpso_avg_span,ndpso_avg_start_conv_iter,ndpso_avg_end_conv_iter,ndpso_avg_time_per_loop,ndpso_avg_min_time_to_conv,sfms_span,sfms_time,span_impr_perc_avg,time_impr_perc_avg,time_impr_perc_min_conv_avg,time_span_90_10,time_span_80_20,time_span_70_30,time_span_60_40,time_span_50_50,time_span_40_60,time_span_30_70,time_span_20_80,time_span_10_90,time_span_min_conv_90_10,time_span_min_conv_80_20,time_span_min_conv_70_30,time_span_min_conv_60_40,time_span_min_conv_50_50,time_span_min_conv_40_60,time_span_min_conv_30_70,time_span_min_conv_20_80,time_span_min_conv_10_90
2640,376.2000,0.0000,0.5313390754612342,20.1000,120.1000,3.13203000,66.12827000,0.5571687840290381,0.0000,-4.635885804840394,100.00000000,100.00000000,89.53641141951596,79.07282283903191,68.60923425854789,58.14564567806384,47.6820570975798,37.218468517095765,26.754879936611722,16.291291356127683,5.827702775643645,89.53641141951596,79.07282283903191,68.60923425854789,58.14564567806384,47.6820570975798,37.218468517095765,26.754879936611722,16.291291356127683,5.827702775643645
2641,370.9000,0.0000,3.7089552238805963,17.8000,117.8000,3.14576000,59.46863000,3.7643312101910817,0.0000,-1.4710710407354008,100.00000000,100.00000000,89.85289289592646,79.70578579185292,69.55867868777938,59.41157158370584,49.2644644796323,39.11735737555876,28.97025027148522,18.82314316741168,8.67603606333814,89.85289289592646,79.70578579185292,69.55867868777938,59.41157158370584,49.2644644796323,39.11735737555876,28.97025027148522,18.82314316741168,8.67603606333814
2642,355.7000,0.0000,1.6379821958456975,0.0000,100.0000,3.55700000,3.55700000,1.6379821958456975,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
2643,351.8000,0.0000,1.3605392156862743,2.2000,102.2000,3.40385000,14.81861000,1.3774509803921566,0.0000,-1.2277580071174365,100.00000000,100.00000000,89.87722419928825,79.75444839857651,69.63167259786476,59.50889679715303,49.386120996441285,39.263345195729535,29.140569395017796,19.01779359430605,8.895017793594308,89.87722419928825,79.75444839857651,69.63167259786476,59.50889679715303,49.386120996441285,39.263345195729535,29.140569395017796,19.01779359430605,8.895017793594308
2644,310.1000,0.0000,4.398692810457518,0.0000,100.0000,3.10100000,3.10100000,4.398692810457518,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
2645,369.1000,0.0000,2.583091255483894,16.3000,116.3000,3.18502000,53.78259000,2.8319088319088324,0.0000,-8.786214217822277,100.00000000,100.00000000,89.12137857821777,78.24275715643554,67.36413573465332,56.48551431287109,45.60689289108886,34.728271469306634,23.849650047524406,12.971028625742179,2.092407203959951,89.12137857821777,78.24275715643554,67.36413573465332,56.48551431287109,45.60689289108886,34.728271469306634,23.849650047524406,12.971028625742179,2.092407203959951
2646,317.6000,0.0000,1.5060975609756098,0.0000,100.0000,3.17600000,3.17600000,1.5060975609756098,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
2647,687.2000,0.0000,6.529761904761903,0.0000,100.0000,6.87200000,6.87200000,6.529761904761905,1.0000,-0.000000000000013602003145817779,99.85447000,83.33330000,89.869023,79.883576,69.898129,59.91268199999999,49.927234999999996,39.941787999999995,29.956340999999988,19.97089399999999,9.985446999999988,74.99997,66.66664,58.33330999999999,49.999979999999994,41.66664999999999,33.33331999999999,24.99998999999999,16.66665999999999,8.333329999999988
2648,763.5000,0.1000,3.098387817238411,11.2000,111.2000,6.87469000,82.90614000,3.101123595505618,0.0000,-0.08821893687732757,100.00000000,100.00000000,89.99117810631226,79.98235621262454,69.9735343189368,59.96471242524907,49.95589053156134,39.947068637873606,29.93824674418587,19.929424850498137,9.920602956810406,89.99117810631226,79.98235621262454,69.9735343189368,59.96471242524907,49.95589053156134,39.947068637873606,29.93824674418587,19.929424850498137,9.920602956810406
2649,786.5000,0.1000,2.179043280182232,11.0000,111.0000,7.07373000,86.19920000,2.1822323462414586,0.0000,-0.1461377870563805,100.00000000,100.00000000,89.98538622129436,79.97077244258872,69.95615866388309,59.94154488517745,49.92693110647181,39.912317327766175,29.897703549060534,19.883089770354896,9.868475991649257,89.98538622129436,79.97077244258872,69.95615866388309,59.94154488517745,49.92693110647181,39.912317327766175,29.897703549060534,19.883089770354896,9.868475991649257
2650,824.8000,0.0000,16.064555456437706,14.5000,114.5000,7.19594000,112.40181000,16.070175438596493,0.0000,-0.03497150469988487,100.00000000,100.00000000,89.99650284953002,79.99300569906002,69.98950854859004,59.98601139812005,49.98251424765006,39.97901709718007,29.97551994671008,19.972022796240093,9.968525645770104,89.99650284953002,79.99300569906002,69.98950854859004,59.98601139812005,49.98251424765006,39.97901709718007,29.97551994671008,19.972022796240093,9.968525645770104
2651,740.9000,0.0000,7.8280802292263605,0.0000,100.0000,7.40900000,7.40900000,7.8280802292263605,0.0000,-0.000000000000011346056679185347,100.00000000,100.00000000,90,80,70,59.99999999999999,49.99999999999999,39.99999999999999,29.999999999999993,19.99999999999999,9.99999999999999,90,80,70,59.99999999999999,49.99999999999999,39.99999999999999,29.999999999999993,19.99999999999999,9.99999999999999
2652,697.6000,0.1000,5.382815701844261,1.5000,101.5000,6.87296000,17.17730000,5.384335154826958,0.0000,-0.02821988117389912,100.00000000,100.00000000,89.99717801188261,79.99435602376522,69.99153403564783,59.98871204753044,49.98589005941305,39.98306807129566,29.98024608317827,19.97742409506088,9.974602106943491,89.99717801188261,79.99435602376522,69.99153403564783,59.98871204753044,49.98589005941305,39.98306807129566,29.98024608317827,19.97742409506088,9.974602106943491
2653,700.9000,0.0000,21.617977528089884,0.0000,100.0000,7.00900000,7.00900000,21.617977528089884,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
2654,761.8000,0.0000,12.04761904761905,0.0000,100.0000,7.61800000,7.61800000,12.04761904761905,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
2655,892.6000,0.0000,5.894717179379847,12.5000,112.5000,7.99324000,101.27106000,5.898916967509025,1.0000,-0.07119591871372036,99.88221000,94.22728000,89.88686940812863,79.89152881625725,69.89618822438588,59.90084763251451,49.90550704064314,39.91016644877177,29.914825856900396,19.91948526502902,9.92414467315765,84.79743240812863,75.36758481625725,65.93773722438588,56.50788963251451,47.07804204064313,37.64819444877177,28.218346856900396,18.78849926502902,9.35865167315765
2656,824.8000,0.1000,2.359116022099447,0.0000,100.0000,8.24800000,8.24800000,2.3591160220994483,0.0000,-0.000000000000018824390394112725,100.00000000,100.00000000,90,80,70,59.99999999999999,49.99999999999999,39.999999999999986,29.999999999999986,19.999999999999986,9.999999999999982,90,80,70,59.99999999999999,49.99999999999999,39.999999999999986,29.999999999999986,19.999999999999986,9.999999999999982
2657,841.0000,0.1000,1.360506852461527,1.8000,101.8000,8.26188000,23.07375000,1.3621621621621622,0.0000,-0.12152075183236632,100.00000000,100.00000000,89.98784792481676,79.97569584963352,69.96354377445029,59.951391699267056,49.93923962408382,39.92708754890058,29.914935473717343,19.90278339853411,9.89063132335087,89.98784792481676,79.97569584963352,69.96354377445029,59.951391699267056,49.93923962408382,39.92708754890058,29.914935473717343,19.90278339853411,9.89063132335087
2658,964.7000,0.0000,0.8251878759592574,14.3000,114.3000,8.44839000,128.30949000,0.8284671532846717,0.0000,-0.3958246639486701,100.00000000,100.00000000,89.96041753360514,79.92083506721026,69.8812526008154,59.84167013442053,49.80208766802566,39.762505201630795,29.72292273523593,19.683340268841064,9.643757802446197,89.96041753360514,79.92083506721026,69.8812526008154,59.84167013442053,49.80208766802566,39.762505201630795,29.72292273523593,19.683340268841064,9.643757802446197
2659,868.5000,0.0000,4.186567164179103,0.0000,100.0000,8.68500000,8.68500000,4.186567164179103,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
2660,897.8000,0.0000,2.4917121442520704,5.6000,105.6000,8.51922000,54.39809000,2.4957507082152977,0.0000,-0.16181760261283556,100.00000000,100.00000000,89.98381823973871,79.96763647947743,69.95145471921614,59.93527295895487,49.91909119869358,39.902909438432296,29.886727678171017,19.87054591790973,9.854364157648448,89.98381823973871,79.96763647947743,69.95145471921614,59.93527295895487,49.91909119869358,39.902909438432296,29.886727678171017,19.87054591790973,9.854364157648448
2661,1115.7000,0.2000,1.4807936466847909,21.5000,121.5000,9.14594000,210.25144000,1.499092558983666,1.0000,-1.2206659414867018,99.90586000,97.16845000,89.79320740585132,79.68055481170266,69.56790221755398,59.45524962340532,49.34259702925665,39.22994443510798,29.11729184095931,19.00463924681064,8.891986652661968,87.32953840585132,77.49062681170265,67.65171521755398,57.81280362340532,47.97389202925665,38.13498043510798,28.29606884095931,18.457157246810638,8.618245652661967
2662,838.8000,0.1000,6.4861111111111125,0.0000,100.0000,8.38800000,8.38800000,6.4861111111111125,0.0000,-0.00000000000001369354308745375,100.00000000,100.00000000,90,80,70,59.99999999999999,49.99999999999999,39.99999999999999,29.99999999999999,19.99999999999999,9.999999999999988,90,80,70,59.99999999999999,49.99999999999999,39.99999999999999,29.99999999999999,19.99999999999999,9.999999999999988
2663,1040.8000,0.1000,3.8115384615384613,20.6000,120.6000,8.65013000,184.43691000,3.8197674418604644,0.0000,-0.2154314483081649,100.00000000,100.00000000,89.97845685516918,79.95691371033837,69.93537056550755,59.91382742067673,49.89228427584592,39.8707411310151,29.849197986184283,19.827654841353468,9.806111696522652,89.97845685516918,79.95691371033837,69.93537056550755,59.91382742067673,49.89228427584592,39.8707411310151,29.849197986184283,19.827654841353468,9.806111696522652
2664,935.0000,0.1000,2.566787003610109,0.0000,100.0000,9.35000000,9.35000000,2.566787003610109,1.0000,0,99.89072000,88.23077000,89.901648,79.912576,69.923504,59.934432,49.94536,39.956288,29.967216,19.978144,9.989072,79.407693,70.584616,61.761539,52.938462,44.115385,35.292308,26.469231,17.646154,8.823077
2665,971.9000,0.0000,4.266241741158181,12.9000,112.9000,8.61027000,119.48424000,4.270967741935484,0.0000,-0.1106540967495329,100.00000000,100.00000000,89.98893459032504,79.97786918065009,69.96680377097513,59.955738361300185,49.944672951625236,39.93360754195028,29.92254213227533,19.911476722600373,9.90041131292542,89.98893459032504,79.97786918065009,69.96680377097513,59.955738361300185,49.944672951625236,39.93360754195028,29.92254213227533,19.911476722600373,9.90041131292542
2666,875.9000,0.0000,1.8791540785498486,0.0000,100.0000,8.75900000,8.75900000,1.8791540785498486,0.0000,0.000000000000011816200037007295,100.00000000,100.00000000,90,80,70,60.00000000000001,50.00000000000001,40.00000000000001,30.000000000000007,20.00000000000001,10.00000000000001,90,80,70,60.00000000000001,50.00000000000001,40.00000000000001,30.000000000000007,20.00000000000001,10.00000000000001
2667,820.3000,0.2000,1,0.0000,100.0000,8.20300000,8.20300000,0.9999999999999998,0.0000,0.000000000000011102230246251565,100.00000000,100.00000000,90,80,70,60.00000000000001,50.00000000000001,40.00000000000001,30.000000000000007,20.000000000000007,10.00000000000001,90,80,70,60.00000000000001,50.00000000000001,40.00000000000001,30.000000000000007,20.000000000000007,10.00000000000001
2668,776.9000,0.0000,6.882022471910114,0.0000,100.0000,7.76900000,7.76900000,6.882022471910114,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
2669,796.2000,0.0000,4.123626373626373,0.0000,100.0000,7.96200000,7.96200000,4.123626373626373,0.0000,-0.000000000000021538770471075654,100.00000000,100.00000000,90,80,70,59.99999999999999,49.999999999999986,39.999999999999986,29.999999999999986,19.999999999999982,9.99999999999998,90,80,70,59.99999999999999,49.999999999999986,39.999999999999986,29.999999999999986,19.999999999999982,9.99999999999998
2670,781.6000,0.1000,2.686695278969957,0.0000,100.0000,7.81600000,7.81600000,2.686695278969957,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
2671,884.3000,0.1000,10.267472527472528,14.7000,114.7000,7.70680000,121.32593000,10.274725274725272,1.0000,-0.07058823529410184,99.88650000,97.88400000,89.8907911764706,79.89508235294117,69.89937352941178,59.903664705882356,49.90795588235295,39.91224705882354,29.916538235294126,19.920829411764718,9.925120588235307,88.0885411764706,78.29308235294117,68.49762352941177,58.70216470588236,48.90670588235295,39.11124705882354,29.31578823529413,19.520329411764717,9.724870588235307
2672,767.5000,0.1000,3.971751412429378,0.0000,100.0000,7.67500000,7.67500000,3.971751412429378,0.0000,0.00000000000001118119347702149,100.00000000,100.00000000,90,80,70,60.00000000000001,50.00000000000001,40.00000000000001,30.000000000000007,20.00000000000001,10.00000000000001,90,80,70,60.00000000000001,50.00000000000001,40.00000000000001,30.000000000000007,20.00000000000001,10.00000000000001
2673,874.0000,0.2000,2.9641509433962265,0.0000,100.0000,8.74000000,8.74000000,2.9641509433962265,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
2674,14.7000,0.0000,124,0.0000,100.0000,0.14700000,0.14700000,124,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2675,14.7000,0.0000,25.599999999999998,0.0000,100.0000,0.14700000,0.14700000,25.599999999999998,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2676,16.1000,0.0000,17.400000000000002,0.7000,100.7000,0.15996000,0.26390000,18.222222222222225,0.0000,-4.5121951219512235,100.00000000,0.00000000,89.54878048780488,79.09756097560975,68.64634146341463,58.19512195121951,47.74390243902439,37.292682926829265,26.841463414634145,16.39024390243902,5.939024390243898,-0.45121951219512235,-0.9024390243902447,-1.353658536585367,-1.8048780487804894,-2.2560975609756118,-2.707317073170734,-3.1585365853658565,-3.609756097560979,-4.060975609756102
2677,14.9000,0.0000,199,0.0000,100.0000,0.14900000,0.14900000,199,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2678,15.6000,0.0000,137,0.0000,100.0000,0.15600000,0.15600000,137,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2679,15.1000,0.0000,26.55555555555555,0.1000,100.1000,0.15085000,0.16570000,36.8888888888889,0.0000,-28.012048192771083,100.00000000,0.00000000,87.1987951807229,74.39759036144578,61.596385542168676,48.795180722891565,35.993975903614455,23.192771084337352,10.391566265060245,-2.409638554216869,-15.210843373493976,-2.8012048192771086,-5.602409638554217,-8.403614457831324,-11.204819277108435,-14.006024096385541,-16.807228915662648,-19.608433734939755,-22.40963855421687,-25.210843373493976
2680,14.8000,0.0000,189,0.0000,100.0000,0.14800000,0.14800000,278,0.0000,-32.01438848920863,100.00000000,0.00000000,86.79856115107914,73.59712230215827,60.39568345323741,47.19424460431655,33.992805755395686,20.791366906474824,7.589928057553962,-5.611510791366904,-18.812949640287766,-3.201438848920863,-6.402877697841726,-9.604316546762588,-12.805755395683452,-16.007194244604314,-19.208633093525176,-22.410071942446038,-25.611510791366904,-28.812949640287766
2681,15.7000,0.0000,156,0.5000,100.5000,0.15624000,0.23216000,179.6666666666667,0.0000,-13.172541743970324,100.00000000,0.00000000,88.68274582560296,77.36549165120593,66.04823747680891,54.73098330241187,43.413729128014836,32.09647495361781,20.779220779220772,9.46196660482374,-1.8552875695732922,-1.3172541743970325,-2.634508348794065,-3.951762523191097,-5.26901669758813,-6.586270871985162,-7.903525046382194,-9.220779220779226,-10.53803339517626,-11.855287569573292
2682,14.9000,0.0000,57.52,1.3000,101.3000,0.14704000,0.34221000,61.3,0.0000,-6.166394779771609,100.00000000,0.00000000,89.38336052202284,78.76672104404568,68.15008156606852,57.533442088091356,46.916802610114196,36.30016313213704,25.683523654159874,15.066884176182711,4.450244698205552,-0.616639477977161,-1.233278955954322,-1.8499184339314827,-2.466557911908644,-3.0831973898858047,-3.6998368678629654,-4.316476345840126,-4.933115823817288,-5.549755301794448
2683,20.4000,0.0000,98,0.0000,100.0000,0.20400000,0.20400000,98,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2684,19.8000,0.0000,19.599999999999998,0.9000,100.9000,0.19624000,0.37179000,24.5,0.0000,-19.999999999999996,100.00000000,0.00000000,88,76,64,52,40,28,16.000000000000004,4.000000000000002,-7.9999999999999964,-1.9999999999999998,-3.9999999999999996,-5.999999999999999,-7.999999999999999,-9.999999999999998,-11.999999999999998,-13.999999999999996,-15.999999999999998,-17.999999999999996
2685,20.9000,0.0000,12.875,0.0000,100.0000,0.20900000,0.20900000,12.875,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2686,21.2000,0.0000,246,0.0000,100.0000,0.21200000,0.21200000,246,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2687,21.5000,0.0000,42.199999999999996,0.0000,100.0000,0.21500000,0.21500000,49.199999999999996,0.0000,-14.22764227642276,100.00000000,0.00000000,88.57723577235772,77.15447154471545,65.73170731707317,54.3089430894309,42.88617886178862,31.463414634146346,20.04065040650407,8.617886178861792,-2.804878048780484,-1.422764227642276,-2.845528455284552,-4.268292682926828,-5.691056910569104,-7.11382113821138,-8.536585365853655,-9.959349593495931,-11.382113821138208,-12.804878048780484
2688,21.6000,0.0000,27.25,0.0000,100.0000,0.21600000,0.21600000,27.25,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2689,20.8000,0.0000,85,0.0000,100.0000,0.20800000,0.20800000,85,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2690,20.3000,0.0000,74.39999999999999,0.0000,100.0000,0.20300000,0.20300000,74.39999999999999,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2691,20.0000,0.0000,38.92777777777778,1.2000,101.2000,0.19773000,0.42465000,42.77777777777778,0.0000,-9.000000000000002,100.00000000,10.00000000,89.1,78.2,67.3,56.4,45.5,34.6,23.7,12.799999999999997,1.8999999999999986,8.1,6.199999999999999,4.299999999999999,2.399999999999999,0.4999999999999991,-1.4000000000000012,-3.3000000000000007,-5.200000000000002,-7.100000000000001
2692,21.0000,0.0000,61,0.0000,100.0000,0.21000000,0.21000000,61,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2693,19.1000,0.0000,23.15,0.7000,100.7000,0.18972000,0.31832000,25.75,0.0000,-10.097087378640776,100.00000000,0.00000000,88.99029126213593,77.98058252427184,66.97087378640776,55.96116504854369,44.95145631067961,33.94174757281554,22.932038834951456,11.922330097087379,0.9126213592233015,-1.0097087378640777,-2.0194174757281553,-3.0291262135922326,-4.038834951456311,-5.048543689320388,-6.058252427184465,-7.067961165048542,-8.077669902912621,-9.087378640776699
2694,18.1000,0.0000,22.559999999999995,0.0000,100.0000,0.18100000,0.18100000,22.599999999999998,0.0000,-0.17699115044247882,100.00000000,0.00000000,89.98230088495575,79.96460176991151,69.94690265486726,59.92920353982301,49.91150442477876,39.89380530973451,29.876106194690266,19.858407079646017,9.84070796460177,-0.01769911504424788,-0.03539823008849576,-0.05309734513274365,-0.07079646017699152,-0.08849557522123941,-0.1061946902654873,-0.12389380530973516,-0.14159292035398305,-0.15929203539823095
2695,19.1000,0.0000,101,0.0000,100.0000,0.19100000,0.19100000,101,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2696,21.2000,0.0000,44.86,2.4000,102.4000,0.20734000,0.67455000,56,0.0000,-19.892857142857146,100.00000000,20.00000000,88.01071428571429,76.02142857142857,64.03214285714286,52.042857142857144,40.05357142857143,28.064285714285713,16.075,4.085714285714282,-7.903571428571432,16.010714285714286,12.02142857142857,8.032142857142857,4.042857142857141,0.05357142857142705,-3.935714285714287,-7.925000000000001,-11.914285714285718,-15.903571428571432
2697,19.7000,0.0000,24.485714285714288,0.7000,100.7000,0.19556000,0.33949000,29.4,0.0000,-16.71525753158406,100.00000000,10.00000000,88.3284742468416,76.65694849368319,64.98542274052478,53.31389698736638,41.64237123420797,29.970845481049565,18.29931972789116,6.62779397473275,-5.043731778425656,7.328474246841594,4.6569484936831875,1.9854227405247817,-0.6861030126336249,-3.3576287657920307,-6.0291545189504365,-8.700680272108842,-11.37220602526725,-14.043731778425656
2698,19.5000,0.0000,141,0.0000,100.0000,0.19500000,0.19500000,141,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2699,18.4000,0.0000,85,0.0000,100.0000,0.18400000,0.18400000,109,0.0000,-22.018348623853207,100.00000000,0.00000000,87.79816513761467,75.59633027522936,63.39449541284404,51.19266055045872,38.9908256880734,26.788990825688074,14.587155963302756,2.3853211009174338,-9.816513761467888,-2.201834862385321,-4.403669724770642,-6.605504587155962,-8.807339449541283,-11.009174311926603,-13.211009174311924,-15.412844036697244,-17.614678899082566,-19.81651376146789
2700,18.8000,0.0000,45.75,2.3000,102.3000,0.18385000,0.59839000,52.28571428571429,0.0000,-12.499999999999998,100.00000000,10.00000000,88.75,77.5,66.25,55,43.75,32.5,21.25,10,-1.2499999999999982,7.75,5.5,3.250000000000001,1,-1.2499999999999991,-3.4999999999999982,-5.749999999999998,-8,-10.249999999999998
2701,25.2000,0.0000,75.6,7.1000,107.1000,0.23563000,1.87223000,80,0.0000,-5.5,100.00000000,30.00000000,89.45,78.9,68.35,57.8,47.25,36.7,26.15,15.6,5.05,26.45,22.9,19.35,15.8,12.25,8.7,5.15,1.5999999999999996,-1.9500000000000002
2702,23.8000,0.0000,102,0.0000,100.0000,0.23800000,0.23800000,102,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
2703,24.9000,0.0000,22.323611111111113,4.3000,104.3000,0.23866000,1.27140000,24.375,0.0000,-8.415954415954417,100.00000000,50.00000000,89.15840455840456,78.31680911680911,67.47521367521368,56.633618233618236,45.79202279202279,34.95042735042735,24.10883190883191,13.267236467236465,2.425641025641025,44.158404558404555,38.31680911680912,32.47521367521367,26.633618233618233,20.79202279202279,14.95042735042735,9.10883190883191,3.267236467236466,-2.574358974358975
2704,24.9000,0.0000,219.2,4.8000,104.8000,0.23747000,1.39028000,220,0.0000,-0.36363636363636365,100.00000000,20.00000000,89.96363636363637,79.92727272727272,69.89090909090909,59.85454545454545,49.81818181818182,39.78181818181818,29.745454545454546,19.70909090909091,9.672727272727272,17.963636363636365,15.927272727272728,13.89090909090909,11.854545454545455,9.818181818181818,7.781818181818182,5.745454545454545,3.709090909090909,1.6727272727272728
2705,26.2000,0.0000,134.70999999999998,9.7000,109.7000,0.23855000,2.58314000,143.79999999999998,0.0000,-6.321279554937425,100.00000000,60.00000000,89.36787204450626,78.73574408901251,68.10361613351877,57.47148817802503,46.83936022253129,36.20723226703755,25.575104311543804,14.94297635605006,4.310848400556317,53.36787204450626,46.73574408901251,40.10361613351877,33.47148817802503,26.839360222531287,20.207232267037543,13.575104311543804,6.9429763560500595,0.310848400556317
2706,23.8000,0.0000,104.83333333333334,0.0000,100.0000,0.23800000,0.23800000,104.83333333333334,0.0000,0.000000000000013555664275232435,100.00000000,0.00000000,90,80,70,60.00000000000001,50.00000000000001,40.00000000000001,30.00000000000001,20.00000000000001,10.000000000000012,0.0000000000000013555664275232435,0.000000000000002711132855046487,0.00000000000000406669928256973,0.000000000000005422265710092974,0.000000000000006777832137616217,0.00000000000000813339856513946,0.000000000000009488964992662703,0.000000000000010844531420185948,0.000000000000012200097847709191
2707,24.9000,0.0000,416.15,5.2000,105.2000,0.23649000,1.48693000,429.5,0.0000,-3.1082654249126893,100.00000000,40.00000000,89.68917345750873,79.37834691501746,69.06752037252619,58.756693830034926,48.445867287543656,38.135040745052386,27.824214202561116,17.51338766006985,7.202561117578579,35.68917345750873,31.378346915017463,27.067520372526193,22.756693830034923,18.445867287543656,14.135040745052386,9.824214202561118,5.513387660069848,1.2025611175785795
2708,23.8000,0.0000,358.7999999999999,2.4000,102.4000,0.23241000,0.79168000,365.6666666666666,0.0000,-1.877848678213308,100.00000000,20.00000000,89.81221513217866,79.62443026435734,69.43664539653601,59.24886052871468,49.061075660893344,38.873290793072016,28.685505925250684,18.497721057429352,8.309936189608022,17.812215132178668,15.624430264357338,13.436645396536008,11.248860528714676,9.061075660893346,6.873290793072015,4.685505925250684,2.4977210574293536,0.3099361896080228
2709,24.2000,0.0000,98,0.0000,100.0000,0.24200000,0.24200000,98.00000000000001,0.0000,-0.000000000000014500872158369386,100.00000000,0.00000000,90,80,70,59.99999999999999,49.99999999999999,39.99999999999999,29.99999999999999,19.99999999999999,9.999999999999988,-0.0000000000000014500872158369386,-0.000000000000002900174431673877,-0.000000000000004350261647510815,-0.000000000000005800348863347754,-0.000000000000007250436079184693,-0.00000000000000870052329502163,-0.00000000000001015061051085857,-0.000000000000011600697726695509,-0.000000000000013050784942532448
2710,30.5000,0.0000,57,3.1000,103.1000,0.29576000,1.22042000,78.5,0.0000,-27.388535031847134,100.00000000,60.00000000,87.26114649681529,74.52229299363057,61.78343949044586,49.044585987261144,36.30573248407643,23.56687898089172,10.828025477707008,-1.9108280254777092,-14.64968152866242,51.261146496815286,42.52229299363057,33.78343949044586,25.044585987261144,16.305732484076433,7.566878980891719,-1.1719745222929916,-9.91082802547771,-18.64968152866242
2711,31.5000,0.0000,37.98,1.2000,101.2000,0.31107000,0.70285000,41.25,0.0000,-7.927272727272722,100.00000000,20.00000000,89.20727272727272,78.41454545454546,67.62181818181818,56.82909090909091,46.03636363636364,35.24363636363637,24.450909090909093,13.658181818181822,2.8654545454545497,17.207272727272727,14.414545454545456,11.621818181818183,8.829090909090912,6.036363636363639,3.2436363636363668,0.4509090909090947,-2.3418181818181782,-5.13454545454545
2712,31.5000,0.0000,12.805000000000001,5.9000,105.9000,0.29739000,2.05739000,19.199999999999996,0.0000,-33.307291666666664,100.00000000,70.00000000,86.66927083333333,73.33854166666667,60.0078125,46.677083333333336,33.34635416666667,20.015625000000004,6.684895833333336,-6.645833333333332,-19.9765625,59.669270833333336,49.338541666666664,39.0078125,28.677083333333336,18.346354166666668,8.015625000000004,-2.3151041666666643,-12.645833333333332,-22.9765625
2713,33.0000,0.0000,135,8.5000,108.5000,0.30445000,2.85933000,177,0.0000,-23.72881355932203,100.00000000,60.00000000,87.62711864406779,75.2542372881356,62.88135593220339,50.50847457627118,38.13559322033898,25.762711864406782,13.389830508474578,1.0169491525423737,-11.355932203389827,51.6271186440678,43.25423728813559,34.88135593220339,26.508474576271187,18.135593220338983,9.762711864406782,1.389830508474578,-6.983050847457626,-15.355932203389827
2714,30.9000,0.0000,58,4.8000,104.8000,0.29488000,1.70486000,69,0.0000,-15.942028985507246,100.00000000,20.00000000,88.40579710144928,76.81159420289855,65.21739130434783,53.6231884057971,42.028985507246375,30.434782608695652,18.84057971014493,7.246376811594203,-4.3478260869565215,16.405797101449274,12.81159420289855,9.217391304347826,5.6231884057971016,2.028985507246377,-1.5652173913043477,-5.159420289855072,-8.753623188405797,-12.347826086956522
