dataset_conf_id,ndpso_avg_time,ndpso_avg_map_time,ndpso_avg_span,ndpso_avg_start_conv_iter,ndpso_avg_end_conv_iter,ndpso_avg_time_per_loop,ndpso_avg_min_time_to_conv,sfms_span,sfms_time,span_impr_perc_avg,time_impr_perc_avg,time_impr_perc_min_conv_avg,time_span_90_10,time_span_80_20,time_span_70_30,time_span_60_40,time_span_50_50,time_span_40_60,time_span_30_70,time_span_20_80,time_span_10_90,time_span_min_conv_90_10,time_span_min_conv_80_20,time_span_min_conv_70_30,time_span_min_conv_60_40,time_span_min_conv_50_50,time_span_min_conv_40_60,time_span_min_conv_30_70,time_span_min_conv_20_80,time_span_min_conv_10_90
3211,147.9000,0.0000,7.9113924050632916,0.0000,100.0000,1.47900000,1.47900000,7.9113924050632916,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
3212,173.5000,0.0000,3.809908293262855,19.4000,119.4000,1.45287000,29.66471000,3.933481152993349,0.0000,-3.14156481051029,100.00000000,100.00000000,89.68584351894897,79.37168703789794,69.05753055684691,58.743374075795884,48.429217594744856,38.11506111369383,27.800904632642798,17.48674815159177,7.172591670540739,89.68584351894897,79.37168703789794,69.05753055684691,58.743374075795884,48.429217594744856,38.11506111369383,27.800904632642798,17.48674815159177,7.172591670540739
3213,163.9000,0.0000,1.8424021666466686,12.9000,112.9000,1.45276000,20.07812000,1.8560939794419968,0.0000,-0.737668078609065,100.00000000,100.00000000,89.9262331921391,79.85246638427819,69.77869957641728,59.704932768556375,49.63116596069547,39.55739915283456,29.483632344973653,19.409865537112747,9.336098729251841,89.9262331921391,79.85246638427819,69.77869957641728,59.704932768556375,49.63116596069547,39.55739915283456,29.483632344973653,19.409865537112747,9.336098729251841
3214,179.7000,0.0000,22.731484517304192,7.9000,107.9000,1.66655000,14.71242000,22.737500000000008,0.0000,-0.026456218563226587,100.00000000,100.00000000,89.99735437814368,79.99470875628735,69.99206313443104,59.98941751257471,49.98677189071839,39.98412626886206,29.981480647005743,19.97883502514942,9.976189403293096,89.99735437814368,79.99470875628735,69.99206313443104,59.98941751257471,49.98677189071839,39.98412626886206,29.981480647005743,19.97883502514942,9.976189403293096
3215,195.0000,0.0000,6.205149534010293,16.2000,116.2000,1.67925000,28.75425000,6.237974683544307,0.0000,-0.5262148565720393,100.00000000,100.00000000,89.9473785143428,79.89475702868559,69.84213554302839,59.789514057371186,49.73689257171398,39.684271086056775,29.631649600399573,19.579028114742368,9.526406629085164,89.9473785143428,79.89475702868559,69.84213554302839,59.789514057371186,49.73689257171398,39.684271086056775,29.631649600399573,19.579028114742368,9.526406629085164
3216,205.1000,0.0000,7.026535626535628,8.8000,108.8000,1.88687000,18.30111000,7.031941031941033,0.0000,-0.07686932215234023,100.00000000,100.00000000,89.99231306778476,79.98462613556953,69.97693920335429,59.96925227113906,49.96156533892383,39.9538784067086,29.94619147449336,19.938504542278128,9.930817610062894,89.99231306778476,79.98462613556953,69.97693920335429,59.96925227113906,49.96156533892383,39.9538784067086,29.94619147449336,19.938504542278128,9.930817610062894
3217,166.7000,0.1000,23.280193236714975,0.0000,100.0000,1.66700000,1.66700000,23.28019323671498,0.0000,-0.00000000000003052134183489121,100.00000000,100.00000000,90,80,69.99999999999999,59.999999999999986,49.999999999999986,39.99999999999998,29.99999999999998,19.999999999999975,9.999999999999973,90,80,69.99999999999999,59.999999999999986,49.999999999999986,39.99999999999998,29.99999999999998,19.999999999999975,9.999999999999973
3218,175.3000,0.0000,8.348148148148152,0.0000,100.0000,1.75300000,1.75300000,8.348148148148146,0.0000,0.000000000000021278453710650735,100.00000000,100.00000000,90,80,70,60.00000000000001,50.00000000000001,40.000000000000014,30.000000000000014,20.000000000000018,10.00000000000002,90,80,70,60.00000000000001,50.00000000000001,40.000000000000014,30.000000000000014,20.000000000000018,10.00000000000002
3219,189.2000,0.0000,8.10223756713399,14.0000,114.0000,1.65976000,24.88569000,8.127572016460904,0.0000,-0.31170993349064635,100.00000000,100.00000000,89.96882900665094,79.93765801330187,69.9064870199528,59.87531602660374,49.84414503325468,39.81297403990561,29.781803046556547,19.750632053207482,9.719461059858418,89.96882900665094,79.93765801330187,69.9064870199528,59.87531602660374,49.84414503325468,39.81297403990561,29.781803046556547,19.750632053207482,9.719461059858418
3220,207.0000,0.0000,48.660475444096136,15.0000,115.0000,1.78101000,30.68038000,48.88505747126437,0.0000,-0.4594083320864635,100.00000000,100.00000000,89.95405916679135,79.9081183335827,69.86217750037406,59.81623666716541,49.770295833956766,39.72435500074812,29.678414167539476,19.63247333433083,9.586532501122182,89.95405916679135,79.9081183335827,69.86217750037406,59.81623666716541,49.770295833956766,39.72435500074812,29.678414167539476,19.63247333433083,9.586532501122182
3221,204.3000,0.1000,19.640266242155782,6.2000,106.2000,1.92900000,13.32904000,19.656249999999996,0.0000,-0.0813164151057245,100.00000000,100.00000000,89.99186835848943,79.98373671697885,69.97560507546828,59.96747343395771,49.95934179244714,39.95121015093657,29.943078509425995,19.93494686791542,9.926815226404848,89.99186835848943,79.98373671697885,69.97560507546828,59.96747343395771,49.95934179244714,39.95121015093657,29.943078509425995,19.93494686791542,9.926815226404848
3222,169.6000,0.0000,9.515792067373997,0.9000,100.9000,1.68089000,3.19190000,9.515966386554622,0.0000,-0.0018318599871366924,100.00000000,100.00000000,89.99981681400129,79.99963362800257,69.99945044200386,59.99926725600515,49.99908407000643,39.99890088400772,29.998717698009003,19.99853451201029,9.998351326011576,89.99981681400129,79.99963362800257,69.99945044200386,59.99926725600515,49.99908407000643,39.99890088400772,29.998717698009003,19.99853451201029,9.998351326011576
3223,231.3000,0.0000,2.744450127877238,18.7000,118.7000,1.95009000,38.23918000,2.7763157894736845,0.0000,-1.1477679058435561,100.00000000,100.00000000,89.88522320941564,79.77044641883128,69.65566962824693,59.540892837662575,49.426116047078224,39.311339256493866,29.196562465909512,19.081785675325154,8.9670088847408,89.88522320941564,79.77044641883128,69.65566962824693,59.540892837662575,49.426116047078224,39.311339256493866,29.196562465909512,19.081785675325154,8.9670088847408
3224,242.1000,0.0000,1.242815300125253,0.8000,100.8000,2.40019000,4.48167000,1.2429906542056075,0.0000,-0.014107433532284285,100.00000000,100.00000000,89.99858925664677,79.99717851329355,69.99576776994031,59.99435702658709,49.992946283233856,39.99153553988063,29.9901247965274,19.988714053174174,9.987303309820945,89.99858925664677,79.99717851329355,69.99576776994031,59.99435702658709,49.992946283233856,39.99153553988063,29.9901247965274,19.988714053174174,9.987303309820945
3225,217.5000,0.0000,0.6239575342664023,8.0000,108.0000,2.01425000,18.08918000,0.6308539944903583,0.0000,-1.093194349910905,100.00000000,100.00000000,89.8906805650089,79.78136113001781,69.67204169502673,59.562722260035635,49.45340282504455,39.344083390053456,29.234763955062366,19.125444520071277,9.016125085080185,89.8906805650089,79.78136113001781,69.67204169502673,59.562722260035635,49.45340282504455,39.344083390053456,29.234763955062366,19.125444520071277,9.016125085080185
3226,279.6000,0.0000,4.545732743964639,21.7000,121.7000,2.28308000,53.57460000,4.6571428571428575,1.0000,-2.3922416940108513,99.61862000,97.67417000,89.41753383059891,79.21644766119783,69.01536149179675,58.81427532239566,48.61318915299458,38.41210298359349,28.211016814192405,18.009930644791318,7.808844475390234,87.66752883059891,77.66088766119783,67.65424649179675,57.647605322395655,47.64096415299458,37.63432298359349,27.627681814192403,17.621040644791318,7.614399475390234
3227,233.8000,0.0000,2.3668639053254443,14.2000,114.2000,2.05209000,30.64296000,2.381237524950099,0.0000,-0.6036197344469769,100.00000000,100.00000000,89.9396380265553,79.8792760531106,69.8189140796659,59.75855210622121,49.69819013277651,39.63782815933181,29.577466185887115,19.51710421244242,9.456742238997721,89.9396380265553,79.8792760531106,69.8189140796659,59.75855210622121,49.69819013277651,39.63782815933181,29.577466185887115,19.51710421244242,9.456742238997721
3228,214.1000,0.0000,1.5692320261437906,8.3000,108.3000,1.97626000,18.44984000,1.5888888888888888,0.0000,-1.2371452077334375,100.00000000,100.00000000,89.87628547922665,79.75257095845332,69.62885643767997,59.505141916906624,49.38142739613328,39.257712875359935,29.133998354586595,19.01028383381325,8.886569313039907,89.87628547922665,79.75257095845332,69.62885643767997,59.505141916906624,49.38142739613328,39.257712875359935,29.133998354586595,19.01028383381325,8.886569313039907
3229,264.3000,0.0000,6.083739895728703,18.9000,118.9000,2.22897000,43.63144000,6.154589371980676,0.0000,-1.1511649595100708,100.00000000,100.00000000,89.88488350404899,79.76976700809799,69.65465051214697,59.53953401619597,49.424417520244965,39.30930102429396,29.19418452834295,19.079068032391945,8.963951536440936,89.88488350404899,79.76976700809799,69.65465051214697,59.53953401619597,49.424417520244965,39.30930102429396,29.19418452834295,19.079068032391945,8.963951536440936
3230,195.4000,0.0000,3.8500000000000005,0.0000,100.0000,1.95400000,1.95400000,3.8500000000000005,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
3231,222.9000,0.0000,2.4758064516129035,12.0000,112.0000,1.98900000,25.98826000,2.491071428571428,0.0000,-0.612787605503527,100.00000000,100.00000000,89.93872123944965,79.8774424788993,69.81616371834895,59.75488495779859,49.693606197248236,39.632327436697885,29.57104867614753,19.50976991559718,9.448491155046826,89.93872123944965,79.8774424788993,69.81616371834895,59.75488495779859,49.693606197248236,39.632327436697885,29.57104867614753,19.50976991559718,9.448491155046826
3232,183.4000,0.0000,3.951515151515152,0.0000,100.0000,1.83400000,1.83400000,3.951515151515152,0.0000,-0.000000000000011238453930254651,100.00000000,100.00000000,90,80,70,59.99999999999999,49.99999999999999,39.99999999999999,29.999999999999993,19.99999999999999,9.99999999999999,90,80,70,59.99999999999999,49.99999999999999,39.99999999999999,29.999999999999993,19.99999999999999,9.99999999999999
3233,210.7000,0.0000,1.6582176921973608,13.9000,113.9000,1.84970000,27.57940000,1.6626506024096384,0.0000,-0.2666170634920616,100.00000000,100.00000000,89.9733382936508,79.94667658730158,69.92001488095238,59.89335317460318,49.86669146825397,39.840029761904766,29.813368055555557,19.78670634920635,9.760044642857144,89.9733382936508,79.94667658730158,69.92001488095238,59.89335317460318,49.86669146825397,39.840029761904766,29.813368055555557,19.78670634920635,9.760044642857144
3234,212.8000,0.0000,0.7067657008919023,15.6000,115.6000,1.84135000,30.50745000,0.7262723521320494,0.0000,-2.6858589870429666,100.00000000,100.00000000,89.7314141012957,79.46282820259141,69.19424230388711,58.925656405182814,48.65707050647852,38.38848460777422,28.119898709069922,17.851312810365627,7.5827269116613305,89.7314141012957,79.46282820259141,69.19424230388711,58.925656405182814,48.65707050647852,38.38848460777422,28.119898709069922,17.851312810365627,7.5827269116613305
3235,218.0000,0.1000,6.4588916647740175,16.4000,116.4000,1.87388000,32.48683000,6.567226890756302,0.0000,-1.649634279192814,100.00000000,100.00000000,89.83503657208072,79.67007314416144,69.50510971624216,59.34014628832288,49.175182860403595,39.01021943248431,28.84525600456503,18.680292576645748,8.515329148726467,89.83503657208072,79.67007314416144,69.50510971624216,59.34014628832288,49.175182860403595,39.01021943248431,28.84525600456503,18.680292576645748,8.515329148726467
3236,183.0000,0.0000,3.8514056224899607,0.0000,100.0000,1.83000000,1.83000000,3.8514056224899607,0.0000,0,100.00000000,100.00000000,90,80,70,60,50,40,30,20,10,90,80,70,60,50,40,30,20,10
3237,189.0000,0.0000,1.9380168242678373,0.5000,100.5000,1.88086000,2.79514000,1.939438700147711,0.0000,-0.07331378299120077,100.00000000,100.00000000,89.99266862170089,79.98533724340176,69.97800586510265,59.97067448680352,49.9633431085044,39.95601173020528,29.94868035190616,19.941348973607038,9.93401759530792,89.99266862170089,79.98533724340176,69.97800586510265,59.97067448680352,49.9633431085044,39.95601173020528,29.94868035190616,19.941348973607038,9.93401759530792
3238,210.9000,0.0000,16.30101948754962,13.8000,113.8000,1.85175000,27.57513000,16.319018404907975,0.0000,-0.11029411764706705,100.00000000,100.00000000,89.98897058823529,79.97794117647058,69.96691176470588,59.955882352941174,49.944852941176464,39.93382352941176,29.922794117647054,19.911764705882348,9.90073529411764,89.98897058823529,79.97794117647058,69.96691176470588,59.955882352941174,49.944852941176464,39.93382352941176,29.922794117647054,19.911764705882348,9.90073529411764
3239,223.0000,0.0000,4.977306495211894,17.9000,117.9000,1.89087000,35.80339000,5.027700831024931,0.0000,-1.0023336214053111,100.00000000,100.00000000,89.89976663785947,79.79953327571894,69.6992999135784,59.59906655143788,49.49883318929734,39.398599827156815,29.298366465016283,19.19813310287575,9.09789974073522,89.89976663785947,79.79953327571894,69.6992999135784,59.59906655143788,49.49883318929734,39.398599827156815,29.298366465016283,19.19813310287575,9.09789974073522
3240,197.4000,0.0000,2.6321297749869172,3.8000,103.8000,1.90380000,8.92453000,2.6557823129251696,0.0000,-0.890605296343001,100.00000000,100.00000000,89.9109394703657,79.8218789407314,69.7328184110971,59.6437578814628,49.5546973518285,39.4656368221942,29.3765762925599,19.2875157629256,9.198455233291298,89.9109394703657,79.8218789407314,69.7328184110971,59.6437578814628,49.5546973518285,39.4656368221942,29.3765762925599,19.2875157629256,9.198455233291298
3241,16.3000,0.0000,0.6410256410256412,0.0000,100.0000,0.16300000,0.16300000,0.6410256410256412,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3242,16.5000,0.0000,0.2628398791540785,0.0000,100.0000,0.16500000,0.16500000,0.2628398791540785,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3243,15.6000,0.0000,0.26488706365503084,0.0000,100.0000,0.15600000,0.15600000,0.26488706365503084,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3244,15.7000,0.0000,1.061349693251534,0.0000,100.0000,0.15700000,0.15700000,1.0920245398773007,0.0000,-2.8089887640449476,100.00000000,0.00000000,89.71910112359551,79.43820224719101,69.15730337078652,58.87640449438202,48.59550561797752,38.31460674157303,28.033707865168537,17.75280898876404,7.471910112359547,-0.2808988764044948,-0.5617977528089896,-0.8426966292134842,-1.1235955056179792,-1.4044943820224738,-1.6853932584269684,-1.9662921348314633,-2.2471910112359583,-2.5280898876404527
3245,14.8000,0.0000,0.8944099378881989,0.0000,100.0000,0.14800000,0.14800000,0.8944099378881989,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3246,15.1000,0.0000,0.6282828282828284,0.0000,100.0000,0.15100000,0.15100000,0.6282828282828284,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3247,16.2000,0.0000,1.0059523809523812,0.0000,100.0000,0.16200000,0.16200000,1.0059523809523812,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3248,15.7000,0.0000,1.3423423423423422,0.0000,100.0000,0.15700000,0.15700000,1.3423423423423422,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3249,14.8000,0.0000,0.6348884381338742,0.0000,100.0000,0.14800000,0.14800000,0.6348884381338742,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3250,27.8000,0.0000,0.89937106918239,0.0000,100.0000,0.27800000,0.27800000,0.89937106918239,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3251,28.6000,0.0000,0.17924528301886794,0.0000,100.0000,0.28600000,0.28600000,0.17924528301886794,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3252,29.2000,0.0000,0.22754491017964068,0.0000,100.0000,0.29200000,0.29200000,0.22754491017964068,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3253,30.1000,0.0000,1.6488095238095237,0.0000,100.0000,0.30100000,0.30100000,1.6488095238095237,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3254,29.3000,0.0000,0.5956790123456789,0.0000,100.0000,0.29300000,0.29300000,0.5956790123456789,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3255,28.1000,0.0000,0.5248508946322069,0.0000,100.0000,0.28100000,0.28100000,0.5248508946322069,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3256,27.8000,0.0000,1.0243902439024388,0.0000,100.0000,0.27800000,0.27800000,1.0243902439024388,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3257,27.6000,0.0000,0.4123076923076924,0.0000,100.0000,0.27600000,0.27600000,0.4123076923076924,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3258,26.7000,0.0000,0.8154761904761905,0.0000,100.0000,0.26700000,0.26700000,0.8154761904761905,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3259,25.8000,0.0000,0.5892857142857143,0.0000,100.0000,0.25800000,0.25800000,0.5892857142857143,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3260,28.8000,0.0000,0.37003058103975534,0.0000,100.0000,0.28800000,0.28800000,0.37003058103975534,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3261,28.7000,0.1000,0.27599999999999997,0.0000,100.0000,0.28700000,0.28700000,0.27599999999999997,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3262,27.4000,0.1000,0.9341317365269461,0.0000,100.0000,0.27400000,0.27400000,0.9397590361445782,0.0000,-0.5988023952095799,100.00000000,0.00000000,89.94011976047904,79.88023952095809,69.82035928143712,59.76047904191617,49.70059880239521,39.640718562874255,29.580838323353294,19.520958083832337,9.461077844311378,-0.059880239520957994,-0.11976047904191599,-0.17964071856287397,-0.23952095808383198,-0.29940119760478995,-0.35928143712574795,-0.4191616766467059,-0.47904191616766395,-0.5389221556886219
3263,26.5000,0.0000,0.3090909090909091,0.0000,100.0000,0.26500000,0.26500000,0.31818181818181823,0.0000,-2.857142857142858,100.00000000,0.00000000,89.71428571428571,79.42857142857143,69.14285714285714,58.857142857142854,48.57142857142857,38.285714285714285,28,17.714285714285715,7.428571428571427,-0.2857142857142858,-0.5714285714285716,-0.8571428571428574,-1.1428571428571432,-1.428571428571429,-1.7142857142857149,-2.0000000000000004,-2.2857142857142865,-2.5714285714285725
3264,29.2000,0.0000,0.49899396378269617,0.0000,100.0000,0.29200000,0.29200000,0.49899396378269617,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3265,28.6000,0.0000,2.109090909090909,0.0000,100.0000,0.28600000,0.28600000,2.109090909090909,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3266,27.6000,0.0000,1.1970149253731341,0.0000,100.0000,0.27600000,0.27600000,1.1970149253731341,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3267,27.4000,0.0000,0.5928853754940712,0.0000,100.0000,0.27400000,0.27400000,0.5928853754940712,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3268,39.4000,0.0000,1.152170953013807,2.8000,102.8000,0.38350000,1.43350000,1.1705426356589148,0.0000,-1.5695013650456637,100.00000000,10.00000000,89.84304986349544,79.68609972699086,69.5291495904863,59.372199453981736,49.215249317477166,39.058299180972604,28.901349044468034,18.74439890796347,8.587448771458902,8.843049863495434,7.686099726990867,6.529149590486301,5.372199453981734,4.215249317477168,3.0582991809726017,1.9013490444680354,0.744398907963469,-0.4125512285410975
3269,40.5000,0.0000,0.41420221334641305,7.4000,107.4000,0.37598000,3.27753000,0.4261744966442952,0.0000,-2.809244427377101,100.00000000,40.00000000,89.71907555726229,79.43815111452459,69.15722667178687,58.87630222904916,48.59537778631145,38.31445334357374,28.03352890083603,17.752604458098318,7.47168001536061,35.71907555726229,31.43815111452458,27.15722667178687,22.87630222904916,18.59537778631145,14.314453343573739,10.03352890083603,5.752604458098319,1.4716800153606093
3270,41.4000,0.0000,0.33838053145632124,1.6000,101.6000,0.40765000,1.04389000,0.3512304250559284,0.0000,-3.6585365853658525,100.00000000,40.00000000,89.63414634146342,79.26829268292683,68.90243902439025,58.53658536585366,48.170731707317074,37.80487804878049,27.439024390243905,17.073170731707318,6.707317073170733,35.63414634146341,31.26829268292683,26.902439024390244,22.53658536585366,18.170731707317074,13.804878048780488,9.439024390243903,5.073170731707318,0.7073170731707328
3271,39.2000,0.1000,1.471667687283119,2.4000,102.4000,0.38295000,1.28814000,1.4859154929577463,0.0000,-0.9588570643588138,100.00000000,30.00000000,89.90411429356412,79.80822858712824,69.71234288069236,59.616457174256475,49.520571467820595,39.42468576138471,29.32880005494883,19.23291434851295,9.137028642077068,26.904114293564117,23.808228587128237,20.712342880692354,17.616457174256475,14.520571467820593,11.424685761384712,8.32880005494883,5.232914348512949,2.1370286420770674
3272,41.8000,0.0000,1.0576196876600101,3.9000,103.9000,0.40163000,2.03754000,1.125448028673835,0.0000,-6.0267857142857135,100.00000000,50.00000000,89.39732142857143,78.79464285714286,68.19196428571429,57.589285714285715,46.986607142857146,36.38392857142857,25.78125,15.178571428571429,4.575892857142858,44.39732142857143,38.794642857142854,33.191964285714285,27.589285714285715,21.986607142857142,16.383928571428573,10.78125,5.178571428571429,-0.42410714285714235
3273,41.7000,0.0000,0.6044240797683764,4.9000,104.9000,0.39801000,2.29751000,0.6341991341991342,0.0000,-4.694906193518825,100.00000000,70.00000000,89.53050938064811,79.06101876129624,68.59152814194435,58.12203752259247,47.65254690324059,37.1830562838887,26.713565664536823,16.24407504518494,5.774584425833057,62.53050938064812,55.06101876129623,47.59152814194435,40.12203752259247,32.65254690324059,25.183056283888703,17.713565664536823,10.244075045184939,2.7745844258330568
3274,43.6000,0.0000,3.1385031728256814,2.9000,102.9000,0.42368000,1.65571000,3.2198581560283683,0.0000,-2.5266635752376527,100.00000000,30.00000000,89.74733364247624,79.49466728495247,69.2420009274287,58.98933456990494,48.736668212381176,38.48400185485741,28.231335497333642,17.978669139809877,7.726002782286113,26.747333642476235,23.49466728495247,20.242000927428705,16.98933456990494,13.736668212381174,10.484001854857409,7.231335497333643,3.978669139809878,0.7260027822861126
3275,38.0000,0.0000,1.5107526881720432,2.8000,102.8000,0.36966000,1.40153000,1.6666666666666665,0.0000,-9.354838709677411,100.00000000,100.00000000,89.06451612903226,78.12903225806451,67.19354838709678,56.25806451612904,45.322580645161295,34.38709677419355,23.45161290322581,12.516129032258071,1.5806451612903292,89.06451612903226,78.12903225806451,67.19354838709678,56.25806451612904,45.322580645161295,34.38709677419355,23.45161290322581,12.516129032258071,1.5806451612903292
3276,41.4000,0.0000,0.860927152317881,0.0000,100.0000,0.41400000,0.41400000,0.860927152317881,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3277,69.3000,0.0000,0.9333333333333333,0.0000,100.0000,0.69300000,0.69300000,0.9333333333333333,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3278,68.6000,0.0000,0.4876543209876544,0.0000,100.0000,0.68600000,0.68600000,0.4876543209876544,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3279,68.3000,0.0000,0.309961079226862,2.0000,102.0000,0.66959000,2.01060000,0.31083844580777104,0.0000,-0.2822580645161299,100.00000000,20.00000000,89.97177419354838,79.94354838709677,69.91532258064517,59.88709677419355,49.858870967741936,39.83064516129032,29.802419354838708,19.774193548387096,9.745967741935484,17.971774193548388,15.943548387096774,13.91532258064516,11.887096774193548,9.858870967741936,7.830645161290322,5.802419354838709,3.774193548387096,1.745967741935483
3280,72.2000,0.0000,1.9496745230078563,1.4000,101.4000,0.71229000,1.68393000,1.9567901234567902,0.0000,-0.3636363636363646,100.00000000,20.00000000,89.96363636363637,79.92727272727272,69.89090909090909,59.85454545454545,49.81818181818182,39.78181818181818,29.745454545454546,19.709090909090907,9.672727272727272,17.963636363636365,15.927272727272728,13.89090909090909,11.854545454545454,9.818181818181818,7.781818181818181,5.745454545454545,3.709090909090908,1.672727272727272
3281,69.9000,0.0000,0.47821125468307973,0.7000,100.7000,0.69405000,1.18838000,0.47962382445141066,0.0000,-0.2945161804559234,100.00000000,20.00000000,89.9705483819544,79.94109676390882,69.91164514586322,59.882193527817634,49.852741909772035,39.823290291726444,29.793838673680852,19.76438705563526,9.73493543758967,17.97054838195441,15.941096763908815,13.911645145863224,11.88219352781763,9.852741909772039,7.823290291726446,5.793838673680853,3.7643870556352614,1.7349354375896688
3282,70.3000,0.0000,0.6028503421008077,0.1000,100.1000,0.70231000,0.77161000,0.6160337552742616,0.0000,-2.1400472069236818,100.00000000,10.00000000,89.78599527930763,79.57199055861527,69.3579858379229,59.143981117230524,48.92997639653816,38.71597167584579,28.501966955153424,18.287962234461055,8.073957513768686,8.785995279307631,7.571990558615264,6.357985837922896,5.143981117230528,3.929976396538159,2.715971675845791,1.501966955153423,0.2879622344610544,-0.9260424862313137
3283,73.6000,0.0000,2.7619047619047623,0.6000,100.6000,0.73164000,1.16837000,2.8452380952380953,0.0000,-2.928870292887034,100.00000000,40.00000000,89.7071129707113,79.41422594142259,69.1213389121339,58.82845188284519,48.53556485355648,38.24267782426778,27.949790794979076,17.656903765690373,7.36401673640167,35.70711297071129,31.414225941422593,27.12133891213389,22.828451882845187,18.535564853556483,14.24267782426778,9.949790794979076,5.656903765690373,1.3640167364016693
3284,68.3000,0.0000,1.40975975975976,0.3000,100.3000,0.68099000,0.88196000,1.4135802469135805,0.0000,-0.27027027027027006,100.00000000,10.00000000,89.97297297297297,79.94594594594595,69.91891891891892,59.891891891891895,49.86486486486486,39.83783783783784,29.81081081081081,19.783783783783782,9.756756756756756,8.972972972972974,7.945945945945946,6.918918918918919,5.891891891891892,4.864864864864865,3.837837837837838,2.810810810810811,1.783783783783784,0.7567567567567569
3285,66.1000,0.0000,0.9288617886178863,0.0000,100.0000,0.66100000,0.66100000,0.9288617886178863,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
3286,62.9000,0.0000,0.9164682539682539,0.0000,100.0000,0.62900000,0.62900000,0.919753086419753,1.0000,-0.3571428571428573,98.40930000,-100.00000000,88.53265571428571,78.65601142857143,68.77936714285714,58.902722857142855,49.02607857142857,39.149434285714285,29.27279,19.396145714285716,9.519501428571429,-90.03571428571429,-80.07142857142857,-70.10714285714286,-60.142857142857146,-50.17857142857143,-40.214285714285715,-30.25,-20.285714285714285,-10.321428571428571
3287,55.6000,0.0000,0.49689440993788814,0.0000,100.0000,0.55600000,0.55600000,0.49689440993788814,0.0000,0,100.00000000,0.00000000,90,80,70,60,50,40,30,20,10,0,0,0,0,0,0,0,0,0
