#dataset_conf_id,iter_no,pso_time,pso_to_task_time,objectives,time,objectives
1533,0,2800,0,0.1318493151,736,0.087202718
1533,1,3006,0,0.1318493151,750,0.087202718
1533,2,3127,0,0.09697733,731,0.0909090909
1533,3,3172,0,0.0873417722,745,0.0909090909
1533,4,3594,0,0.1,747,0.087202718
1533,5,2887,0,0.1115942029,754,0.087202718
1533,6,3680,0,0.1119186047,758,0.087202718
1533,7,2755,0,0.087202718,729,0.087202718
1533,8,3247,0,0.087202718,741,0.087202718
1533,9,2897,0,0.1115942029,743,0.087202718
1534,0,2992,0,0.4652777778,729,0.4350649351
1534,1,4039,0,0.4350649351,733,0.4350649351
1534,2,2815,0,0.4350649351,752,0.4350649351
1534,3,2989,0,0.4350649351,763,0.4350649351
1534,4,3540,0,0.7282608696,763,0.4350649351
1534,5,2949,0,0.6600985222,768,0.4350649351
1534,6,3419,0,0.6600985222,758,0.4350649351
1534,7,2792,0,0.6600985222,739,0.4350649351
1534,8,2947,0,0.5114503817,731,0.4350649351
1534,9,3552,0,0.59030837,732,0.4350649351
1535,0,3220,0,0.2930153322,758,0.2930153322
1535,1,3221,0,0.4764542936,767,0.2930153322
1535,2,3676,0,0.2930153322,756,0.2930153322
1535,3,2929,0,0.4184914842,779,0.2930153322
1535,4,3009,0,0.3590814196,776,0.2930153322
1535,5,3764,0,0.2930153322,804,0.2930153322
1535,6,2913,0,0.2930153322,741,0.2930153322
1535,7,2711,0,0.2930153322,755,0.2930153322
1535,8,2954,0,0.2930153322,754,0.2930153322
1535,9,3201,0,0.332046332,745,0.2930153322
1536,0,3116,0,0.125,690,0.0865800866
1536,1,2930,0,0.1173020528,642,0.0865800866
1536,2,3800,0,0.0865800866,643,0.0865800866
1536,3,3493,0,0.1085481682,644,0.0865800866
1536,4,3100,0,0.1173020528,695,0.0865800866
1536,5,3136,0,0.1173020528,694,0.0865800866
1536,6,3866,0,0.0865800866,692,0.0865800866
1536,7,3416,0,0.1085481682,701,0.0865800866
1536,8,3173,0,0.1136363636,651,0.0865800866
1536,9,3820,0,0.1369863014,709,0.0865800866
1537,0,3143,0,1.384180791,685,0.9245283019
1537,1,2996,0,0.9245283019,707,0.9245283019
1537,2,2882,0,1.4848484848,750,0.9245283019
1537,3,2876,0,1.1187214612,743,0.9245283019
1537,4,3375,0,0.9245283019,663,0.9245283019
1537,5,3174,0,1.4848484848,755,0.9245283019
1537,6,2915,0,1.1187214612,704,0.9245283019
1537,7,3021,0,1.6896551724,672,0.9245283019
1537,8,3297,0,1.4848484848,667,0.9245283019
1537,9,3605,0,1.2128712871,711,0.9245283019
1538,0,2811,0,0.7809187279,767,0.3677204659
1538,1,2793,0,0.936440678,748,0.3677204659
1538,2,2783,1,1.768,728,0.3677204659
1538,3,2481,0,0.3989169675,724,0.3677204659
1538,4,2800,0,0.6538461538,722,0.3677204659
1538,5,3419,0,0.936440678,769,0.3677204659
1538,6,2989,0,0.5862068966,739,0.3677204659
1538,7,2812,0,0.6927899687,693,0.3856893543
1538,8,2876,0,0.936440678,735,0.3677204659
1538,9,2957,0,0.5274463007,740,0.3677204659
1539,0,3814,0,0.652866242,738,0.2481840194
1539,1,4076,0,0.652866242,744,0.2481840194
1539,2,3677,0,0.5959302326,790,0.2481840194
1539,3,4036,0,0.5297157623,683,0.3492333901
1539,4,4078,0,0.5012224939,745,0.2481840194
1539,5,2986,0,0.7706766917,747,0.2481840194
1539,6,3099,0,0.5959302326,773,0.2481840194
1539,7,3464,0,0.5297157623,759,0.2481840194
1539,8,3032,0,0.5959302326,742,0.2481840194
1539,9,3220,0,0.5297157623,751,0.2481840194
1549,0,11007,0,77.4,6855,2.0076923077
1549,1,11237,0,33.8545454545,6352,2.2547169811
1549,2,12718,0,33.7037037037,6820,2.023255814
1549,3,9904,0,53.9696969697,6489,1.8251748252
1549,4,11245,0,45,6982,1.9191176471
1549,5,10971,0,74.7037037037,6556,2.023255814
1549,6,12395,0,52.7777777778,6366,2.0602409639
1549,7,12852,0,57.7407407407,6670,2.175257732
1549,8,10777,0,51.7647058824,7105,2.2307692308
1549,9,10984,0,60,6782,2.175
1550,0,10746,0,33.0952380952,6973,1.2238095238
1550,1,10791,0,70.6086956522,7281,1.4468085106
1550,2,11019,0,43.119047619,6261,1.3465346535
1550,3,10491,0,49.4545454545,6925,1.1380753138
1550,4,8920,0,38.7,6380,1.2755555556
1550,5,9642,0,33.1940298507,6030,1.12109375
1550,6,10272,0,46.5652173913,6780,1.3950617284
1550,7,11944,0,43.119047619,6998,1.17
1550,8,12430,0,70.6086956522,6270,1.619047619
1550,9,8763,0,28.3157894737,6626,1.1631799163
1551,0,11165,0,25.6714285714,6885,0.7142857143
1551,1,13795,0,47.7,7226,0.7921686747
1551,2,10206,0,32.4210526316,7229,0.718579235
1551,3,9920,0,15.6565656566,7467,0.7702020202
1551,4,11181,0,47.7,7235,0.7821782178
1551,5,9582,0,35.1515151515,7198,0.9094202899
1551,6,10583,0,19.6857142857,7399,0.8586956522
1551,7,12088,0,32.7192982456,6910,0.7944444444
1551,8,12145,0,70.0666666667,7636,0.7741116751
1551,9,10804,0,16.5,6981,0.7426035503
1552,0,11223,0,182.5263157895,7038,4.6666666667
1552,1,10495,0,182.7142857143,7174,4.2844827586
1552,2,11007,0,269.0909090909,7325,5.4512195122
1552,3,12527,0,242,6645,4.1843971631
1552,4,12468,0,98.8888888889,6275,4.5384615385
1552,5,11131,0,243.7142857143,6953,4.8360655738
1552,6,9200,0,129.25,7294,4.9166666667
1552,7,11158,0,182.7142857143,6597,5.7843137255
1552,8,11276,0,267.5,6426,5.462962963
1552,9,10529,0,243.5,6544,5.3214285714
1553,0,10141,0,56.7619047619,6781,2.4728033473
1553,1,12856,0,66.1617647059,6885,2.1470588235
1553,2,11552,0,66.243902439,6990,2.5818965517
1553,3,10398,0,79.858974359,7435,2.2992125984
1553,4,10988,0,65.1428571429,6696,2.5818965517
1553,5,13415,0,57.2903225806,7074,2.2775665399
1553,6,11040,0,42.8088235294,6897,2.0726643599
1553,7,12360,0,75,6151,2.8523809524
1553,8,10357,0,85.1707317073,6838,2.7313432836
1553,9,12196,0,70.0547945205,7571,2.5416666667
1554,0,10692,0,78.90625,6362,1.8544891641
1554,1,9950,0,65.1363636364,7012,1.9094076655
1554,2,11128,0,78.5,6638,1.8955696203
1554,3,10972,0,99.9393939394,6834,1.4230769231
1554,4,11914,0,57.21875,6354,1.8081395349
1554,5,9192,0,65.9420289855,7017,1.4476190476
1554,6,9686,0,54.2155172414,6550,1.7126760563
1554,7,15969,0,189.2424242424,7001,1.7662835249
1554,8,11714,0,91.5,6331,2.0510638298
1554,9,11609,0,89.3333333333,6266,2.0497925311
1555,0,10428,0,459,6576,7.24
1555,1,12968,0,741.7142857143,6319,7.8532110092
1555,2,10151,0,480.6666666667,6760,12.3442622951
1555,3,11704,0,799.5,7387,10.3150684932
1555,4,11367,0,459,6112,7.1505376344
1555,5,11875,0,683,5806,8.52
1555,6,9842,0,343.5925925926,6062,7.3669724771
1555,7,9344,0,224.0465116279,6689,9.1095890411
1555,8,8556,0,357.8846153846,5863,6.5841584158
1555,9,9331,0,353.4285714286,6815,11
1556,0,10499,0,74.9375,7129,3.4159663866
1556,1,12214,0,125.0952380952,6795,3.3463414634
1556,2,11866,0,142.393442623,6943,3.6708333333
1556,3,11327,0,166.625,6881,3.8125
1556,4,11096,0,166.625,6852,3.9658536585
1556,5,12011,0,98.9772727273,6493,3.7636363636
1556,6,9764,0,70.2631578947,6898,4.5412371134
1556,7,12756,0,119.1,6521,3.9943502825
1556,8,10995,0,128.5,6514,3.3140794224
1556,9,11768,0,125.0952380952,7012,3.7489361702
1557,0,13606,0,79.96875,6585,2.6926070039
1557,1,9554,0,84.7586206897,7096,2.4539007092
1557,2,9888,0,80.5555555556,6573,2.3684210526
1557,3,11043,0,89.8412698413,6125,2.4298245614
1557,4,11047,0,84.88,6641,2.3569321534
1557,5,13355,0,40.619047619,7189,2.3235294118
1557,6,12473,0,88.6363636364,6614,2.5471698113
1557,7,11426,0,54,6655,2.5265017668
1557,8,12234,0,123,6632,2.4005524862
1557,9,9017,0,79.9816513761,6704,2.4298245614
1558,0,12916,0,44.0588235294,6819,2.3975903614
1558,1,10164,0,62.2,6556,2.4215686275
1558,2,11372,0,65.3571428571,7327,2.36
1558,3,12563,0,51.8181818182,6038,2.5431034483
1558,4,10789,0,72.4166666667,6925,2.3606557377
1558,5,11627,0,111.0588235294,6901,2.5431034483
1558,6,12144,0,88.0434782609,7165,2.36
1558,7,12689,0,51.8333333333,7562,2.2519083969
1558,8,10996,0,94.6470588235,7627,2.3412698413
1558,9,11332,0,53,6739,2.6576576577
1559,0,12130,0,42.5217391304,6274,1.2711864407
1559,1,14027,0,36.2142857143,7246,1.4306930693
1559,2,10745,0,42.8333333333,7620,1.2885572139
1559,3,13053,0,36.5810810811,7841,1.7045454545
1559,4,10403,0,39.1320754717,7284,1.3568075117
1559,5,13526,0,34.8,7328,1.2926829268
1559,6,9856,1,42.4,7379,1.2216981132
1559,7,11062,0,34.8,7198,1.2560386473
1559,8,12653,0,25.8695652174,6662,1.6129032258
1559,9,10863,0,25.3606557377,6610,1.2848484848
1560,0,11230,0,33.2266666667,7013,0.832460733
1560,1,9651,0,23.7826086957,6941,0.8444444444
1560,2,10941,0,19.7083333333,7008,0.8191780822
1560,3,11677,0,30.1428571429,6368,0.8328690808
1560,4,11228,0,42.9130434783,7064,0.9314641745
1560,5,9387,0,30.6,6420,1
1560,6,11506,0,21.2,6613,0.7936046512
1560,7,10908,0,23.9848484848,6473,0.858044164
1560,8,12690,0,44.347826087,6802,0.7906976744
1560,9,11540,0,43.5441176471,6926,0.8328690808
1561,0,10358,0,108.1176470588,6785,4.2794117647
1561,1,10258,0,107.7777777778,6582,4.5
1561,2,11719,0,127.7916666667,6330,4.0089285714
1561,3,12392,0,76.6,6643,4.2580645161
1561,4,12336,0,93.5294117647,7126,3.5619047619
1561,5,12448,1,81.1333333333,7019,4.247311828
1561,6,13011,0,168.9333333333,7216,4.1285714286
1561,7,11426,0,168.6875,6209,4.1176470588
1561,8,12035,0,117,6743,4.2761904762
1561,9,9528,0,87.875,6646,3.8725490196
1562,0,10284,0,184.7142857143,6479,2.6412556054
1562,1,10488,0,108.75,6393,2.520661157
1562,2,10840,0,80.6153846154,6849,2.2509225092
1562,3,12145,0,93.8461538462,7030,2.5
1562,4,12461,0,106.0588235294,6503,2.6723163842
1562,5,10259,0,112,6139,2.6054054054
1562,6,9761,0,68.9836065574,5947,2.4238683128
1562,7,10297,0,80.6610169492,6586,2.3828125
1562,8,10727,0,78.406779661,6769,2.5523012552
1562,9,11534,0,74.3802816901,5766,2.4206349206
1563,0,11512,0,70.9333333333,6784,1.5404530744
1563,1,12207,0,33.0164835165,6775,1.803986711
1563,2,10895,0,82.6,6919,1.540201005
1563,3,12702,0,77.3974358974,6988,1.6873239437
1563,4,10210,0,44.64,7434,1.6151685393
1563,5,10745,0,40.8666666667,6862,1.5280612245
1563,6,9107,0,50.731092437,6920,1.5865384615
1563,7,13335,0,53.1052631579,6752,1.5404530744
1563,8,11654,0,57.5555555556,6038,1.6873239437
1563,9,11446,0,35.8991596639,7411,1.5717948718
1564,0,11135,0,262,6383,9.0198019802
1564,1,12285,0,187.8679245283,6451,7.6333333333
1564,2,10060,0,206.7,6890,9.6034482759
1564,3,13552,0,268.25,6474,7.1637931034
1564,4,13887,0,253.9,7311,7.6301369863
1564,5,11128,0,186.8,5568,7.5632183908
1564,6,10838,0,293.1304347826,7085,7.5289256198
1564,7,10019,0,207.5789473684,6804,7.0620155039
1564,8,10807,0,203.2040816327,6899,8.1470588235
1564,9,12892,0,290,6376,7.1171875
1565,0,13099,0,123.6470588235,6407,2.8897637795
1565,1,11038,0,83.9152542373,6398,2.96484375
1565,2,12451,0,97.2285714286,7089,3.3732718894
1565,3,10470,0,78.7575757576,7146,3.2023809524
1565,4,13702,0,100.9411764706,6753,2.8897637795
1565,5,10658,0,58.8965517241,6768,3.3448275862
1565,6,11477,0,123.775,6369,3.091954023
1565,7,10830,0,47.1111111111,6320,4.0893854749
1565,8,10652,0,101.2068965517,7484,3.4976958525
1565,9,10613,0,82.4137931034,7551,4.1933701657
1566,0,12588,0,164.3488372093,6934,2.4604904632
1566,1,13172,0,131.8909090909,6863,2.4739726027
1566,2,10961,0,100.7647058824,6824,2.3609467456
1566,3,14768,1,114.0675675676,6640,2.85
1566,4,12198,0,81.5,6076,2.8913043478
1566,5,11939,0,121.4363636364,6856,2.6795252226
1566,6,10457,0,101.5789473684,7176,2.6711711712
1566,7,10660,0,113.8545454545,7204,2.4365482234
1566,8,11886,0,237.3333333333,6964,2.625
1566,9,11142,0,107.8928571429,7018,2.5901162791
1576,0,11735,0,124.1212121212,14293,4.3571428571
1576,1,14109,0,100.2105263158,14792,4.6388888889
1576,2,12289,0,245.0303030303,13932,4.9032258065
1576,3,13847,0,132.7222222222,14951,5.08
1576,4,14156,0,175.7714285714,13985,4.3269230769
1576,5,15358,0,143.3333333333,14852,5.08
1576,6,14852,0,179.5384615385,13085,7.4390243902
1576,7,14077,0,176.6842105263,13254,4.4761904762
1576,8,12163,0,144.2777777778,13449,4.75
1576,9,13369,0,135.3333333333,13560,4.3265306122
1577,0,14821,0,292.2173913043,12799,1.7798742138
1577,1,11384,0,81.6352941176,13872,2
1577,2,14740,0,51.5172413793,13200,1.5862068966
1577,3,12324,0,82.3703703704,13687,1.5613207547
1577,4,12900,0,76,13672,2.0204081633
1577,5,11758,0,71.6153846154,13051,1.7692307692
1577,6,12929,0,76.0909090909,13365,1.8107142857
1577,7,13851,0,334,13372,1.8161764706
1577,8,15227,0,71.5714285714,13068,2.1734693878
1577,9,12529,0,55.1818181818,12860,1.8932038835
1578,0,12585,0,159.1081081081,13161,2.1615384615
1578,1,13266,0,142.7142857143,12930,2.1666666667
1578,2,13022,0,73.8977272727,13965,1.8936877076
1578,3,13463,0,62.4074074074,13379,1.7202797203
1578,4,14468,0,142.5555555556,12865,1.7325227964
1578,5,13170,0,142.7142857143,13487,1.8556338028
1578,6,13645,1,60.6037735849,13943,1.9680511182
1578,7,12317,0,95.8125,14248,1.4651162791
1578,8,11546,0,73.8977272727,14408,1.8983050847
1578,9,12376,1,125.813559322,13626,1.8565737052
1579,0,13752,0,281.1428571429,13330,8.186440678
1579,1,11789,0,281.4901960784,13704,7.9038461538
1579,2,13608,0,346.8,14553,9.0344827586
1579,3,15023,1,225.8666666667,14169,9.4423076923
1579,4,12820,0,248.44,13363,10.2325581395
1579,5,15095,0,346.7777777778,13294,9.5111111111
1579,6,12357,0,372.975,13774,10.2325581395
1579,7,12679,0,346.9375,14462,11.7307692308
1579,8,15537,0,346.9534883721,13662,7.2371134021
1579,9,14044,0,372.88,13835,9.6896551724
1580,0,13736,0,117.1724137931,14597,5.2386363636
1580,1,11518,0,138.9333333333,13734,4.053030303
1580,2,13670,0,218.5238095238,13995,4.3939393939
1580,3,13421,0,215.380952381,14389,4.2333333333
1580,4,13558,0,115.8818181818,14136,4.1598513011
1580,5,13575,0,191.1166666667,14184,4.8205128205
1580,6,13764,0,186.3333333333,14771,4.0836501901
1580,7,13406,0,109.2820512821,13439,4.8
1580,8,13103,0,109.3170731707,13739,5.1933333333
1580,9,13181,0,242.8095238095,14122,4.6808510638
1581,0,14151,0,136.48,13192,3.0317460317
1581,1,12515,0,137.8983050847,12665,2.9414634146
1581,2,13728,0,124.48,13893,2.6818181818
1581,3,12026,0,141.9090909091,13467,3.7142857143
1581,4,12203,0,125.0877192982,13540,3.408045977
1581,5,13755,0,136.9333333333,13416,3.0251396648
1581,6,12790,0,180.5952380952,12976,3.3522727273
1581,7,12582,0,139.0238095238,12655,2.9569892473
1581,8,13539,0,136.7394957983,12879,3.4163265306
1581,9,11840,0,180.5952380952,13432,3.3666666667
1582,0,12541,0,1220,13907,19.9777777778
1582,1,14674,0,895.96,14035,18.3469387755
1582,2,13101,0,1073.8636363636,14601,16.6595744681
1582,3,12088,0,995.4,14286,20.3428571429
1582,4,13071,0,671.6,13623,20.9605263158
1582,5,12726,0,996.25,14199,15.4285714286
1582,6,11737,0,603,13365,21.5757575758
1582,7,13277,0,1073.8636363636,14200,17.724137931
1582,8,12284,0,814,13700,16.6595744681
1582,9,13888,0,604.875,13574,18.027027027
1583,0,12468,0,197.8076923077,13396,8.5178571429
1583,1,11771,0,197.9534883721,13740,8.6701030928
1583,2,16525,0,234.7659574468,13108,8.0731707317
1583,3,12070,0,211.4375,13560,9.01
1583,4,15580,0,255.4782608696,13504,7.14
1583,5,16893,0,481.962962963,13899,8.41
1583,6,14521,0,173.7142857143,13078,6.519379845
1583,7,12316,0,173.3103448276,13905,6.9379844961
1583,8,13998,0,151.347826087,12994,6.9714285714
1583,9,13393,0,131.8235294118,13785,6.9379844961
1584,0,11641,0,91.9588477366,13652,4.2491803279
1584,1,15765,0,112.8518518519,13849,3.9312977099
1584,2,14524,0,161.8686131387,13238,5.2248062016
1584,3,14834,0,228.0151515152,14714,4.4117647059
1584,4,13744,0,187.56,13332,5.4197530864
1584,5,14561,0,144.1677419355,13425,5
1584,6,13056,0,184.6623376623,13826,3.9781021898
1584,7,15369,0,131.3902439024,14150,4.2211538462
1584,8,13934,1,229.9772727273,12856,4.9844720497
1584,9,13957,0,184.6714285714,13674,4.2369477912
1585,0,12257,0,123.6153846154,13196,3.3333333333
1585,1,13063,0,111.6153846154,13890,3.795620438
1585,2,11419,0,111.8333333333,12450,3.1170212766
1585,3,12489,0,108.2424242424,13674,4.0454545455
1585,4,12588,0,162.3846153846,13208,3.0531914894
1585,5,13814,0,111.7878787879,13129,4.0733944954
1585,6,13636,0,73.2,13611,3.9285714286
1585,7,14978,0,158.3636363636,13237,3.9154929577
1585,8,10473,0,123.9166666667,12973,3.6279069767
1585,9,12578,0,108.2424242424,13099,4.2535211268
1586,0,11511,0,91,12659,2.0606060606
1586,1,13930,0,110.4642857143,12338,2.5617977528
1586,2,11862,0,74,12794,2.1739130435
1586,3,12593,0,101.1914893617,12941,2.2164179104
1586,4,14994,0,115.8571428571,13902,2.3451327434
1586,5,11073,0,101.1914893617,12694,2
1586,6,13615,0,102.6363636364,12411,2.347826087
1586,7,12718,0,91,12386,2.0422535211
1586,8,11205,0,115.935483871,12151,2.6283185841
1586,9,12432,0,152.7857142857,12794,2.612244898
1587,0,13135,0,88.904109589,12391,2.4
1587,1,13251,0,108.3965517241,12670,1.6779661017
1587,2,11343,0,123.6875,12645,2.7912087912
1587,3,12814,0,123.6551724138,12619,1.7640449438
1587,4,12666,0,79.6,12524,2.21875
1587,5,13169,0,95.2068965517,13240,1.7777777778
1587,6,11261,0,79.9578947368,12237,1.9487179487
1587,7,12061,0,161.4358974359,12419,2.0458715596
1587,8,11978,0,68.2191780822,12188,1.9655172414
1587,9,12772,0,68.2291666667,12749,2.5
1588,0,11348,0,266.6481481481,12446,8.8909090909
1588,1,11440,0,491.4,12566,8.3970588235
1588,2,11783,0,290,12686,9.5564516129
1588,3,12951,0,302.4736842105,13138,9.9
1588,4,14638,0,320.7777777778,12941,10.0166666667
1588,5,12957,0,302.4736842105,12589,9.2711864407
1588,6,14382,0,266.6481481481,13222,9.7288135593
1588,7,11868,0,291.4375,13671,12.4186046512
1588,8,10576,0,286.4181818182,11504,9.6842105263
1588,9,12602,0,262.46875,13184,11.6530612245
1589,0,14823,0,91.8571428571,12777,3.0436363636
1589,1,14344,0,122.5714285714,13114,3.7348066298
1589,2,13211,0,91.7142857143,12549,4.253968254
1589,3,14245,1,63.5833333333,12417,3.9925925926
1589,4,12531,0,217.8928571429,13440,4.2735849057
1589,5,13668,0,100.9841269841,12985,3.9925925926
1589,6,11717,0,122.1111111111,12523,5.2291666667
1589,7,11161,0,197.3636363636,12323,4.5384615385
1589,8,11968,0,92,11962,5
1589,9,15315,0,269.4545454545,12668,4.2072072072
1590,0,12134,0,99.8461538462,12727,3.1552795031
1590,1,14464,0,99.9075630252,12823,2.8053097345
1590,2,12146,0,99.9075630252,12830,2.7788461538
1590,3,11846,0,140.1929824561,12764,3.0227272727
1590,4,13306,0,96.6725663717,12709,2.7488584475
1590,5,13417,0,95.2386363636,12935,2.914893617
1590,6,12166,0,96.6428571429,13098,2.9534883721
1590,7,12829,0,164.0434782609,12645,2.625
1590,8,14763,0,164.0434782609,13655,3.0794701987
1590,9,13059,0,100,13107,2.6770186335
1591,0,13778,0,510.9756097561,12706,13.7575757576
1591,1,10327,0,522.1363636364,13024,15.2258064516
1591,2,12183,0,376.8333333333,12486,17.8125
1591,3,11344,0,383.1162790698,12749,14.7927927928
1591,4,11410,0,382.7878787879,12427,16.3908045977
1591,5,10550,0,377.25,12580,12.5925925926
1591,6,11836,0,510.9756097561,11168,15.8125
1591,7,10989,0,463.1041666667,12092,13.1176470588
1591,8,16298,0,595.75,11801,15.2352941176
1591,9,12194,0,360.5416666667,12556,15.1612903226
1592,0,12315,0,372,13025,9.48
1592,1,15699,0,442.4285714286,12688,8.746031746
1592,2,12115,0,442.4791666667,13379,8.75
1592,3,11866,0,488.48,12318,8.3492063492
1592,4,10941,0,162.8217821782,12761,10.313253012
1592,5,12130,0,384.0666666667,12603,9.9523809524
1592,6,11631,0,371.6666666667,12036,9.9117647059
1592,7,14228,0,372,13029,8.6021505376
1592,8,11670,0,395.4666666667,13126,9.9523809524
1592,9,13390,0,488.7916666667,12989,10.8513513514
1593,0,12092,0,353.8769230769,12953,5.7384615385
1593,1,12055,0,419.8,13271,5.5373134328
1593,2,12235,0,526.9473684211,12885,5.4632352941
1593,3,12467,0,252.6326530612,13909,6.4280442804
1593,4,14471,0,380.9545454545,13792,5.6651162791
1593,5,13153,0,208.1176470588,13234,5.515625
1593,6,13514,0,252.6,13848,7.5944444444
1593,7,13564,0,419.7627118644,13298,6.8153846154
1593,8,12181,0,353.3684210526,13216,5.3534883721
1593,9,12769,0,150.8679245283,13215,4.8300395257
1621,0,2038,0,1.6031746032,589,1.6031746032
1621,1,1932,0,1.6031746032,579,1.6031746032
1621,2,1697,0,1.6031746032,608,1.6031746032
1621,3,1860,0,1.6031746032,604,1.6031746032
1621,4,2609,0,1.6031746032,579,1.6031746032
1621,5,2298,0,1.6031746032,578,1.6031746032
1621,6,2167,0,1.6031746032,561,1.6031746032
1621,7,1766,0,1.6031746032,601,1.6031746032
1621,8,1971,0,1.6031746032,585,1.6031746032
1621,9,1960,0,1.6031746032,614,1.6031746032
1622,0,1896,0,0.9463087248,598,0.9463087248
1622,1,2670,0,0.9463087248,585,0.9463087248
1622,2,1915,0,0.9463087248,579,0.9463087248
1622,3,1880,0,0.9463087248,599,0.9463087248
1622,4,1846,0,0.9463087248,592,0.9463087248
1622,5,2043,0,0.9463087248,587,0.9463087248
1622,6,1934,0,0.9463087248,583,0.9463087248
1622,7,1934,0,0.9463087248,593,0.9463087248
1622,8,1879,0,0.9463087248,575,0.9463087248
1622,9,1980,0,0.9463087248,579,0.9463087248
1623,0,1907,0,0.5600858369,587,0.5600858369
1623,1,2051,0,0.5600858369,580,0.5600858369
1623,2,2397,0,0.58,560,0.5600858369
1623,3,1929,0,0.5600858369,567,0.5600858369
1623,4,3069,0,0.5600858369,647,0.5600858369
1623,5,2033,0,0.5600858369,569,0.5600858369
1623,6,1864,0,1.0566801619,568,0.5600858369
1623,7,2218,0,0.5600858369,619,0.5600858369
1623,8,2712,0,0.5600858369,580,0.5600858369
1623,9,2136,0,0.5600858369,564,0.5600858369
1624,0,2452,0,1.0608108108,583,1.0608108108
1624,1,2687,0,1.0608108108,576,1.0608108108
1624,2,1883,0,1.0608108108,579,1.0608108108
1624,3,1948,0,1.0608108108,579,1.0608108108
1624,4,1813,0,1.0608108108,581,1.0608108108
1624,5,1882,0,1.0608108108,583,1.0608108108
1624,6,2147,0,1.0608108108,579,1.0608108108
1624,7,2921,0,1.0608108108,571,1.0608108108
1624,8,2396,0,1.0608108108,600,1.0608108108
1624,9,1841,0,1.0608108108,608,1.0608108108
1625,0,2562,0,0.1918238994,542,0.1918238994
1625,1,2371,0,0.1918238994,534,0.1918238994
1625,2,2046,0,0.1918238994,567,0.1918238994
1625,3,2623,0,0.1918238994,535,0.1918238994
1625,4,2520,0,0.1918238994,558,0.1918238994
1625,5,1966,0,0.1918238994,543,0.1918238994
1625,6,2537,0,0.1918238994,550,0.1918238994
1625,7,1827,0,0.1918238994,567,0.1918238994
1625,8,1991,0,0.1918238994,536,0.1918238994
1625,9,1867,0,0.1918238994,560,0.1918238994
1626,0,2031,0,0.5289079229,603,0.5289079229
1626,1,1856,0,0.5289079229,574,0.5289079229
1626,2,2027,0,0.5289079229,540,0.5289079229
1626,3,2157,0,0.5289079229,556,0.5289079229
1626,4,1986,0,0.5289079229,559,0.5289079229
1626,5,2282,0,0.5289079229,569,0.5289079229
1626,6,1893,0,0.5289079229,551,0.5289079229
1626,7,2254,0,0.5289079229,545,0.5289079229
1626,8,1888,0,0.5289079229,543,0.5289079229
1626,9,2222,0,0.5289079229,536,0.5289079229
1627,0,2357,0,2.8027210884,545,2.8027210884
1627,1,2088,0,3.3225806452,547,2.8027210884
1627,2,1884,0,4.2474226804,506,2.8027210884
1627,3,2036,0,2.8027210884,505,2.8027210884
1627,4,2431,0,3.3225806452,507,2.8027210884
1627,5,1874,0,3.3225806452,572,3.3225806452
1627,6,2046,0,2.8027210884,542,2.8027210884
1627,7,2281,0,2.8027210884,536,2.8027210884
1627,8,2598,0,4.5274725275,517,2.8027210884
1627,9,1979,0,2.8027210884,524,2.8027210884
1628,0,3071,0,0.9866666667,576,0.9866666667
1628,1,2664,0,0.9899665552,570,0.9866666667
1628,2,1761,0,0.9866666667,599,0.9866666667
1628,3,2089,0,1.4095238095,588,0.9866666667
1628,4,2902,0,0.9899665552,574,0.9866666667
1628,5,1765,0,0.9866666667,589,0.9866666667
1628,6,1570,0,1.1935483871,597,0.9866666667
1628,7,1991,0,1.1935483871,604,0.9866666667
1628,8,2011,0,0.9866666667,599,0.9866666667
1628,9,2683,0,1.1935483871,597,0.9866666667
1629,0,1886,0,0.5819861432,557,0.5490196078
1629,1,1950,0,0.5490196078,578,0.5490196078
1629,2,2196,0,0.5490196078,577,0.5490196078
1629,3,1796,1,0.5819861432,524,0.5490196078
1629,4,1920,0,0.5490196078,546,0.5490196078
1629,5,2417,0,0.5490196078,536,0.5490196078
1629,6,1964,0,0.5490196078,556,0.5490196078
1629,7,1879,0,0.5819861432,547,0.5490196078
1629,8,1874,0,0.5490196078,543,0.5490196078
1629,9,2155,0,0.5490196078,574,0.5490196078
1630,0,11193,0,4.0847457627,1761,1.5448717949
1630,1,9647,0,3.2133333333,1677,1.6971830986
1630,2,9554,0,5.1276595745,1623,1.5448717949
1630,3,10162,0,3.5441176471,1770,1.5448717949
1630,4,9274,0,4.6346153846,1665,1.5448717949
1630,5,10906,1,4.7254901961,1572,1.5548387097
1630,6,10836,0,3.4428571429,1637,1.5448717949
1630,7,10375,0,4.7254901961,1566,1.5548387097
1630,8,10765,0,4.0166666667,1699,1.5448717949
1630,9,10088,0,3.4428571429,1562,1.5448717949
1631,0,10613,0,0.4571428571,1442,0.4571428571
1631,1,9730,0,0.5263157895,1593,0.4571428571
1631,2,9937,0,0.5714285714,1441,0.4571428571
1631,3,11238,0,0.5714285714,1390,0.4571428571
1631,4,11289,0,0.8470588235,1539,0.4571428571
1631,5,9967,0,0.7407407407,1490,0.4571428571
1631,6,10427,0,1.1111111111,1502,0.4571428571
1631,7,10268,0,0.5070422535,1518,0.4571428571
1631,8,12138,0,0.9411764706,1691,0.4721311475
1631,9,10027,0,0.4721311475,1535,0.4571428571
1632,0,10937,0,1.5864661654,1671,0.4557235421
