82	1195.2000	1796.6000
83	1603.3000	1795.7000
84	1547.7000	1794.5000
85	1295.5000	1803.5000
86	1536.3000	1798.8000
87	1741.1000	1797.7000
88	1685.8000	1796.9000
89	1735.9000	1798.9000
90	1720.7000	1797.0000
136	4530.5000	5805.1000
137	4411.1000	5780.7000
138	4400.4000	5834.3000
139	4571.7000	5807.1000
140	4584.5000	5789.4000
141	4572.7000	5778.0000
142	4792.4000	5730.0000
143	4624.2000	5744.7000
144	4818.1000	5704.0000
704	1617.0000	1699.7000
705	1507.8000	1700.8000
706	1670.5000	1702.5000
710	1672.8000	1692.8000
711	1591.2000	1695.0000
785	1735.1000	1757.0000
841	1105.7000	1186.8000
842	1079.1000	1189.9000
844	834.7000	1192.1000
845	1170.2000	1192.4000
846	1126.8000	1191.0000
938	5725.0000	5974.3000
956	13129.6000	14791.3000
958	13868.3000	14151.7000
959	14100.6000	14835.7000
960	13947.6000	14710.2000
962	13527.2000	14747.1000
963	13734.0000	14527.4000
964	13454.9000	14709.5000
965	12821.5000	13719.0000
966	13150.6000	14773.4000
967	13559.8000	14009.4000
968	12615.8000	14817.2000
970	13458.2000	13907.4000
971	13251.6000	14263.3000
972	13432.2000	14555.2000
973	1721.1000	1808.9000
975	1662.2000	1811.8000
976	1445.5000	1812.8000
977	1718.3000	1809.9000
978	1631.1000	1809.2000
979	1664.3000	1810.2000
980	1528.1000	1809.1000
981	1411.9000	1809.1000
983	1754.4000	1851.7000
990	1769.4000	1844.8000
996	1855.4000	1884.2000
997	1821.3000	1870.2000
1000	2730.3000	3328.5000
1001	2712.1000	3342.3000
1002	2859.2000	3354.5000
1003	2713.6000	3364.0000
1004	2960.7000	3345.0000
1005	2610.3000	3354.9000
1006	2568.4000	3349.2000
1007	2872.1000	3339.7000
1008	2722.3000	3346.1000
1026	3386.4000	3401.6000
1027	7750.6000	9699.3000
1028	8140.7000	9761.4000
1029	8128.8000	9709.0000
1030	7448.9000	9750.8000
1031	7897.9000	9707.9000
1032	7656.4000	9742.4000
1033	8040.0000	9704.8000
1034	7596.8000	9709.2000
1035	7908.2000	9657.3000
1171	9379.9000	10115.2000
1172	9684.9000	10673.8000
1173	9670.6000	10062.7000
1175	10343.2000	10352.5000
1176	9985.5000	10095.2000
1177	10153.9000	10259.0000
1178	9770.8000	10248.7000
1185	9338.9000	9491.8000
1198	14180.1000	14626.8000
1199	14266.4000	14866.0000
1200	13603.7000	15007.3000
1201	13615.2000	14619.5000
1202	13393.9000	14341.9000
1203	14024.9000	14573.5000
1204	13855.6000	14865.8000
1205	13679.5000	14275.7000
1206	13146.0000	13894.5000
1207	13591.4000	14327.7000
1208	13758.5000	15172.7000
1209	12929.6000	15023.8000
1210	13879.8000	14803.0000
1211	13375.1000	14375.5000
1212	13652.4000	14779.9000
1213	13766.8000	14359.8000
1214	13808.0000	14019.0000
1243	2911.8000	3560.4000
1244	3173.5000	3558.9000
1245	2903.2000	3555.7000
1246	2808.8000	3557.6000
1247	2953.2000	3555.9000
